occ,y4_hhid,indidy4,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,clusterid,rural,y4_weights,region_code,region_name,district_code,district_name,satisfy_school_age,read_wri_kiswa,school_exp,start_school_age,cur_school,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason,access_textbook,homework_hour_week_fir,problem_school_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog,unpaid_employee_12m,non_farm_12m,house_farm_12m,rental_pay_inc,priv_gov_inc,other_inc,income_known_sour
4,3967-001,4,1,10,SON/DAUGHTER,0,,,0,,3967,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,4000,11000,0,0,4500,0,19500,0,0,0,0,0,0,0,0
5,3967-001,5,1,7,SON/DAUGHTER,0,,,0,,3967,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,0,1,7,1,,,,,,Others,0,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,2000,6000,0,0,0,0,8000,0,0,0,0,0,0,0,0
6,3967-001,6,1,4,SON/DAUGHTER,0,,,0,,3967,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7,3967-001,7,1,1,SON/DAUGHTER,0,,,0,,3967,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,3968-001,1,1,24,head,1,0,0,1,0,3968,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0
2,3968-001,2,0,29,spouse,0,,0,1,0,3968,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,0,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3969-001,1,1,30,head,1,1,1,1,1,3969,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,1,1,7,1,,,,,,University,0,0,1,1,0,1,45,1,no,,1,15,NO PROBLEMS (SATISFIED),0,,1,1,2250000,1000000,0,28000,0,0,760000,4038000,0,1,0,0,0,0,0,0
2,3969-001,2,0,27,spouse,0,1,1,1,1,3969,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,1,1,7,1,,,,,,Secondary,0,1,0,1,0,1,45,0,yes,CHILD HAD TO WORK,1,0,NO PROBLEMS (SATISFIED),0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3969-001,3,0,1,SON/DAUGHTER,0,,,0,,3969,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,3970-001,1,1,74,head,1,0,0,1,0,3970,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,1,1,15,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,1,120000,0,0,120000
2,3970-001,2,0,58,spouse,0,0,,1,0,3970,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,120000,0,0,120000
3,3970-001,3,0,92,OTHER RELATIVE(SPECIFY),0,0,0,1,0,3970,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,120000,0,0,120000
1,3972-001,1,1,27,head,1,0,0,1,1,3972,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,1,1,6,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,3972-001,2,0,22,spouse,0,1,1,1,1,3972,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,0,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3972-001,3,1,6,SON/DAUGHTER,0,,,0,,3972,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,yes,0,1,5,1,,,,,,Others,0,0,0,,0,0,5,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,10000,600,0,0,0,0,0,10600,0,0,0,0,0,0,0,0
4,3972-001,4,1,4,SON/DAUGHTER,0,,,0,,3972,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,3972-001,5,1,3,SON/DAUGHTER,0,,,0,,3972,190201301003,1,6007.7798,mwanza,MWANZA,2,MAGU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,3983-001,1,1,46,head,1,1,1,1,1,3983,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,900000,0,0,900000
2,3983-001,2,0,41,spouse,0,1,1,1,1,3983,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,900000,0,0,900000
3,3983-001,3,1,21,SON/DAUGHTER,0,,,1,0,3983,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,8,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,900000,0,0,900000
4,3983-001,4,1,18,SON/DAUGHTER,0,,,1,0,3983,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,8,1,,,,,,Secondary,0,1,0,1,0,0,10,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,1,1,0,12300,40000,0,2000,2000,0,56300,0,0,1,0,900000,0,0,900000
5,3983-001,5,1,13,SON/DAUGHTER,0,,,1,0,3983,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,8,1,,,,,,Primary,1,0,0,1,0,0,10,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,12300,45000,0,2000,2000,0,61300,0,0,1,0,900000,0,0,900000
1,3985-001,1,1,41,head,1,1,1,1,1,3985,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,13,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,3985-001,2,0,36,spouse,0,1,1,1,1,3985,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3985-001,3,1,11,SON/DAUGHTER,0,,,0,,3985,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,10000,24500,0,48000,12000,0,94500,0,0,0,0,0,0,0,0
4,3985-001,4,0,9,SON/DAUGHTER,0,,,0,,3985,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,7000,17500,0,24000,12000,0,60500,0,0,0,0,0,0,0,0
5,3985-001,5,0,8,SON/DAUGHTER,0,,,0,,3985,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,1,6,1,,,,,,Others,0,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,3000,8000,0,24000,60000,0,95000,0,0,0,0,0,0,0,0
6,3985-001,6,0,3,SON/DAUGHTER,0,,,0,,3985,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7,3985-001,7,0,1,SON/DAUGHTER,0,,,0,,3985,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,3987-001,1,1,35,head,1,1,0,1,1,3987,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,11,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3987-001,2,0,28,spouse,0,1,1,1,1,3987,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3987-001,3,1,3,SON/DAUGHTER,0,,,0,,3987,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,3988-001,1,0,68,head,1,0,0,1,0,3988,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2,3988-001,2,1,29,SON/DAUGHTER,0,1,,1,0,3988,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3988-001,3,0,39,SON/DAUGHTER,0,1,,1,0,3988,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
4,3988-001,4,0,7,grandchild,0,,,0,,3988,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,1,6,1,,,,,,Primary,1,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,0,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,2000,12000,0,0,3000,0,17000,0,0,0,0,0,0,0,0
5,3988-001,5,1,22,grandchild,0,,,1,0,3988,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,9,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3989-001,1,1,55,head,1,0,0,1,1,3989,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,336000,0,0,336000
2,3989-001,2,0,40,spouse,0,0,0,1,1,3989,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,336000,0,0,336000
3,3989-001,3,0,16,SON/DAUGHTER,0,,,1,0,3989,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,6,0,1,,,,,,,,,,,,,,,,,,,,,1,1,20000,13000,0,0,0,30000,0,63000,0,0,0,0,336000,0,0,336000
4,3989-001,4,1,12,SON/DAUGHTER,0,,,1,0,3989,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,6300,0,0,0,5000,0,11300,0,0,0,0,336000,0,0,336000
5,3989-001,5,0,7,SON/DAUGHTER,0,,,0,,3989,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,3500,0,0,0,4000,0,7500,0,0,0,0,336000,0,0,336000
6,3989-001,6,0,7,SON/DAUGHTER,0,,,0,,3989,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,3500,0,0,0,4000,0,7500,0,0,0,0,336000,0,0,336000
1,3990-001,1,1,36,head,1,,1,1,0,3990,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,1,1,180000,0,0,180000
2,3990-001,2,0,21,spouse,0,0,0,1,0,3990,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,180000,0,0,180000
3,3990-001,3,0,8,SON/DAUGHTER,0,,,0,,3990,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,1,6,1,,,,,,Primary,1,0,0,1,0,0,10,0,yes,SCHOOL CLOSED IN BREAK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,6000,15000,0,0,36000,0,57000,0,0,0,0,180000,0,0,180000
4,3990-001,4,0,1,SON/DAUGHTER,0,,,0,,3990,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,0,0,180000
1,3993-001,1,1,45,head,1,,0,1,1,3993,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1440000,0,0,1440000
2,3993-001,2,0,25,spouse,0,1,1,1,1,3993,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1440000,0,0,1440000
3,3993-001,3,1,6,SON/DAUGHTER,0,,,0,,3993,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,1,6,1,,,,,,Others,0,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,0,0,NO PROBLEMS (SATISFIED),0,,0,,48000,1200,14000,0,0,0,0,63200,0,0,0,0,1440000,0,0,1440000
4,3993-001,4,1,0,SON/DAUGHTER,0,,,0,,3993,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440000,0,0,1440000
1,3994-001,1,1,25,head,1,1,1,1,0,3994,190309210003,0,5636.228,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,12,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1,4002-001,1,0,57,head,1,0,0,1,1,4002,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,4002-001,2,1,26,SON/DAUGHTER,0,0,,1,0,4002,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,12,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,4002-001,3,0,28,OTHER NON-RELATIVES (SPECIFY),0,,0,1,0,4002,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
4,4002-001,4,1,20,SON/DAUGHTER,0,0,,1,0,4002,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
5,4002-001,5,1,16,grandchild,0,1,1,1,0,4002,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,11,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,10,NO PROBLEMS (SATISFIED),0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,4002-001,6,0,16,grandchild,0,0,1,1,0,4002,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4002-001,7,0,8,grandchild,0,0,,0,,4002,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4002-001,8,0,6,grandchild,0,0,,0,,4002,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,6,1,,,,,,Others,0,0,0,1,0,0,15,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4003-001,1,1,61,head,1,0,0,1,1,4003,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,18,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2,4003-001,2,0,51,spouse,0,0,0,1,1,4003,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,14,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4003-001,3,1,19,SON/DAUGHTER,0,,,1,0,4003,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,11,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,4003-001,4,1,17,SON/DAUGHTER,0,,,1,0,4003,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
5,4003-001,5,1,14,SON/DAUGHTER,0,,,1,0,4003,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,11,1,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,3000,7000,0,0,0,0,10000,0,0,0,1,0,0,0,0
6,4003-001,6,0,11,SON/DAUGHTER,0,,,0,,4003,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,11,1,,,,,,Primary,1,0,0,1,0,0,60,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,500,5000,0,0,0,0,5500,0,0,0,0,0,0,0,0
7,4003-001,7,0,4,grandchild,0,0,1,0,,4003,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,4004-001,1,1,40,head,1,1,0,1,1,4004,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,4004-001,2,0,29,spouse,0,1,0,1,1,4004,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,4004-001,3,1,10,SON/DAUGHTER,0,,,0,,4004,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,10,1,,,,,,Primary,1,0,0,1,0,0,10,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,1000,7000,0,0,0,0,8000,0,0,0,1,0,0,0,0
4,4004-001,4,0,7,SON/DAUGHTER,0,,,0,,4004,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,7,1,,,,,,Others,0,0,0,1,0,0,10,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,500,7000,0,0,0,0,7500,0,0,0,0,0,0,0,0
5,4004-001,5,1,5,SON/DAUGHTER,0,,,0,,4004,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
6,4004-001,6,0,3,SON/DAUGHTER,0,,,0,,4004,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7,4004-001,7,0,0,SON/DAUGHTER,0,,,0,,4004,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,4005-001,1,1,41,head,1,0,0,1,1,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0
2,4005-001,2,0,35,spouse,0,1,0,1,1,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,4005-001,3,1,18,SON/DAUGHTER,0,,,1,0,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,11,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,4005-001,4,0,15,SON/DAUGHTER,0,,,1,0,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,4005-001,5,0,12,SON/DAUGHTER,0,,,1,0,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,7,1,,,,,,Primary,1,0,0,1,0,0,15,0,yes,ILLNESS CHILD,1,0,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,0,,0,4000,5000,0,0,16000,0,25000,0,0,0,1,0,0,0,0
6,4005-001,6,1,8,SON/DAUGHTER,0,,,0,,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,8,1,,,,,,Primary,1,0,0,1,0,0,15,0,yes,ILLNESS CHILD,1,0,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,0,,0,2700,5000,0,0,10000,0,17700,0,0,0,1,0,0,0,0
7,4005-001,7,1,5,SON/DAUGHTER,0,,,0,,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
8,4005-001,8,1,1,SON/DAUGHTER,0,,,0,,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
9,4005-001,9,1,0,SON/DAUGHTER,0,,,0,,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
10,4005-001,10,0,11,SON/DAUGHTER,0,,0,0,,4005,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,9,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,0,,0,1200,5000,0,0,5000,0,11200,0,0,0,1,0,0,0,0
1,4006-001,1,1,39,head,1,0,0,1,0,4006,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
2,4006-001,2,0,31,spouse,0,1,0,1,0,4006,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,4006-001,3,1,13,SON/DAUGHTER,0,,,1,0,4006,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,4200,7500,0,0,1300,0,13000,0,1,0,1,0,0,0,0
4,4006-001,4,1,10,SON/DAUGHTER,0,,,0,,4006,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,3800,0,0,0,1300,0,5100,0,1,0,1,0,0,0,0
5,4006-001,5,0,7,SON/DAUGHTER,0,,,0,,4006,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,9,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,1500,9000,0,0,0,0,10500,0,0,0,0,0,0,0,0
6,4006-001,6,1,5,SON/DAUGHTER,0,,,0,,4006,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
7,4006-001,7,0,3,SON/DAUGHTER,0,,,0,,4006,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
8,4006-001,8,1,0,SON/DAUGHTER,0,,,0,,4006,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
