interview__key,sdd_hhid,sourceid,ag12b_08,ag12b_09,ag12b_10
36-34-79-20,0525-004-001,LARGE SCALE FARMER,NO,,
36-34-79-20,0525-004-001,RADIO,NO,,
36-34-79-20,0525-004-001,PUBLICATION,NO,,
36-34-79-20,0525-004-001,NEIGHBOUR,NO,,
36-34-79-20,0525-004-001,OTHER (SPECIFY),NO,,
96-26-27-84,0525-005-001,GOVERNMENT EXTENSION,NO,,
96-26-27-84,0525-005-001,NGO,NO,,
96-26-27-84,0525-005-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
96-26-27-84,0525-005-001,LARGE SCALE FARMER,NO,,
96-26-27-84,0525-005-001,RADIO,NO,,
96-26-27-84,0525-005-001,PUBLICATION,NO,,
96-26-27-84,0525-005-001,NEIGHBOUR,NO,,
96-26-27-84,0525-005-001,OTHER (SPECIFY),YES,NO,
57-59-30-22,0525-005-003,GOVERNMENT EXTENSION,NO,,
57-59-30-22,0525-005-003,NGO,NO,,
57-59-30-22,0525-005-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
57-59-30-22,0525-005-003,LARGE SCALE FARMER,NO,,
57-59-30-22,0525-005-003,RADIO,YES,,
57-59-30-22,0525-005-003,PUBLICATION,NO,,
57-59-30-22,0525-005-003,NEIGHBOUR,YES,NO,
57-59-30-22,0525-005-003,OTHER (SPECIFY),NO,,
21-20-05-63,0526-001-001,GOVERNMENT EXTENSION,,,
21-20-05-63,0526-001-001,NGO,,,
21-20-05-63,0526-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
21-20-05-63,0526-001-001,LARGE SCALE FARMER,,,
21-20-05-63,0526-001-001,RADIO,,,
21-20-05-63,0526-001-001,PUBLICATION,,,
21-20-05-63,0526-001-001,NEIGHBOUR,,,
21-20-05-63,0526-001-001,OTHER (SPECIFY),,,
84-63-95-42,0528-001-001,GOVERNMENT EXTENSION,NO,,
84-63-95-42,0528-001-001,NGO,NO,,
84-63-95-42,0528-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
84-63-95-42,0528-001-001,LARGE SCALE FARMER,NO,,
84-63-95-42,0528-001-001,RADIO,NO,,
84-63-95-42,0528-001-001,PUBLICATION,NO,,
84-63-95-42,0528-001-001,NEIGHBOUR,NO,,
84-63-95-42,0528-001-001,OTHER (SPECIFY),NO,,
31-74-85-54,0528-001-002,GOVERNMENT EXTENSION,NO,,
31-74-85-54,0528-001-002,NGO,NO,,
31-74-85-54,0528-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
31-74-85-54,0528-001-002,LARGE SCALE FARMER,NO,,
31-74-85-54,0528-001-002,RADIO,NO,,
31-74-85-54,0528-001-002,PUBLICATION,NO,,
31-74-85-54,0528-001-002,NEIGHBOUR,NO,,
31-74-85-54,0528-001-002,OTHER (SPECIFY),YES,NO,
96-96-12-14,0528-001-003,GOVERNMENT EXTENSION,NO,,
96-96-12-14,0528-001-003,NGO,NO,,
96-96-12-14,0528-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
96-96-12-14,0528-001-003,LARGE SCALE FARMER,NO,,
96-96-12-14,0528-001-003,RADIO,NO,,
96-96-12-14,0528-001-003,PUBLICATION,NO,,
96-96-12-14,0528-001-003,NEIGHBOUR,YES,NO,
96-96-12-14,0528-001-003,OTHER (SPECIFY),NO,,
34-63-46-69,0528-001-005,GOVERNMENT EXTENSION,,,
34-63-46-69,0528-001-005,NGO,,,
34-63-46-69,0528-001-005,COOPERATIVE/FARMER'S ASSOCIATION,,,
34-63-46-69,0528-001-005,LARGE SCALE FARMER,,,
34-63-46-69,0528-001-005,RADIO,,,
34-63-46-69,0528-001-005,PUBLICATION,,,
34-63-46-69,0528-001-005,NEIGHBOUR,,,
34-63-46-69,0528-001-005,OTHER (SPECIFY),,,
16-41-04-04,0529-001-001,GOVERNMENT EXTENSION,NO,,
16-41-04-04,0529-001-001,NGO,NO,,
16-41-04-04,0529-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
16-41-04-04,0529-001-001,LARGE SCALE FARMER,NO,,
16-41-04-04,0529-001-001,RADIO,NO,,
16-41-04-04,0529-001-001,PUBLICATION,NO,,
16-41-04-04,0529-001-001,NEIGHBOUR,NO,,
16-41-04-04,0529-001-001,OTHER (SPECIFY),NO,,
04-32-04-23,0529-001-003,GOVERNMENT EXTENSION,NO,,
04-32-04-23,0529-001-003,NGO,NO,,
04-32-04-23,0529-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
04-32-04-23,0529-001-003,LARGE SCALE FARMER,NO,,
04-32-04-23,0529-001-003,RADIO,NO,,
04-32-04-23,0529-001-003,PUBLICATION,NO,,
04-32-04-23,0529-001-003,NEIGHBOUR,NO,,
04-32-04-23,0529-001-003,OTHER (SPECIFY),NO,,
12-26-30-56,0529-001-009,GOVERNMENT EXTENSION,NO,,
12-26-30-56,0529-001-009,NGO,NO,,
12-26-30-56,0529-001-009,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
12-26-30-56,0529-001-009,LARGE SCALE FARMER,NO,,
12-26-30-56,0529-001-009,RADIO,NO,,
12-26-30-56,0529-001-009,PUBLICATION,NO,,
12-26-30-56,0529-001-009,NEIGHBOUR,YES,NO,
12-26-30-56,0529-001-009,OTHER (SPECIFY),NO,,
26-24-72-45,0530-001-001,GOVERNMENT EXTENSION,NO,,
26-24-72-45,0530-001-001,NGO,NO,,
26-24-72-45,0530-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
26-24-72-45,0530-001-001,LARGE SCALE FARMER,NO,,
26-24-72-45,0530-001-001,RADIO,NO,,
26-24-72-45,0530-001-001,PUBLICATION,NO,,
26-24-72-45,0530-001-001,NEIGHBOUR,YES,NO,
26-24-72-45,0530-001-001,OTHER (SPECIFY),NO,,
53-12-65-26,0530-001-003,GOVERNMENT EXTENSION,NO,,
53-12-65-26,0530-001-003,NGO,NO,,
53-12-65-26,0530-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
53-12-65-26,0530-001-003,LARGE SCALE FARMER,NO,,
53-12-65-26,0530-001-003,RADIO,NO,,
53-12-65-26,0530-001-003,PUBLICATION,NO,,
53-12-65-26,0530-001-003,NEIGHBOUR,YES,NO,
53-12-65-26,0530-001-003,OTHER (SPECIFY),NO,,
79-87-34-06,0531-001-001,GOVERNMENT EXTENSION,NO,,
79-87-34-06,0531-001-001,NGO,NO,,
79-87-34-06,0531-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
79-87-34-06,0531-001-001,LARGE SCALE FARMER,NO,,
79-87-34-06,0531-001-001,RADIO,NO,,
79-87-34-06,0531-001-001,PUBLICATION,NO,,
79-87-34-06,0531-001-001,NEIGHBOUR,NO,,
79-87-34-06,0531-001-001,OTHER (SPECIFY),NO,,
92-68-11-85,0532-001-001,GOVERNMENT EXTENSION,NO,,
92-68-11-85,0532-001-001,NGO,NO,,
92-68-11-85,0532-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
92-68-11-85,0532-001-001,LARGE SCALE FARMER,NO,,
92-68-11-85,0532-001-001,RADIO,NO,,
92-68-11-85,0532-001-001,PUBLICATION,NO,,
92-68-11-85,0532-001-001,NEIGHBOUR,YES,NO,
92-68-11-85,0532-001-001,OTHER (SPECIFY),NO,,
08-64-64-36,0534-001-001,GOVERNMENT EXTENSION,NO,,
08-64-64-36,0534-001-001,NGO,NO,,
08-64-64-36,0534-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
08-64-64-36,0534-001-001,LARGE SCALE FARMER,NO,,
08-64-64-36,0534-001-001,RADIO,YES,,
08-64-64-36,0534-001-001,PUBLICATION,,,
08-64-64-36,0534-001-001,NEIGHBOUR,YES,NO,
08-64-64-36,0534-001-001,OTHER (SPECIFY),NO,,
69-69-02-73,0534-001-003,GOVERNMENT EXTENSION,,,
69-69-02-73,0534-001-003,NGO,,,
69-69-02-73,0534-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
69-69-02-73,0534-001-003,LARGE SCALE FARMER,,,
69-69-02-73,0534-001-003,RADIO,,,
69-69-02-73,0534-001-003,PUBLICATION,,,
69-69-02-73,0534-001-003,NEIGHBOUR,,,
69-69-02-73,0534-001-003,OTHER (SPECIFY),,,
30-98-08-59,0535-001-001,GOVERNMENT EXTENSION,NO,,
30-98-08-59,0535-001-001,NGO,NO,,
30-98-08-59,0535-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
30-98-08-59,0535-001-001,LARGE SCALE FARMER,NO,,
30-98-08-59,0535-001-001,RADIO,NO,,
30-98-08-59,0535-001-001,PUBLICATION,NO,,
30-98-08-59,0535-001-001,NEIGHBOUR,NO,,
30-98-08-59,0535-001-001,OTHER (SPECIFY),NO,,
47-29-66-48,0535-006-001,GOVERNMENT EXTENSION,NO,,
47-29-66-48,0535-006-001,NGO,NO,,
47-29-66-48,0535-006-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
47-29-66-48,0535-006-001,LARGE SCALE FARMER,NO,,
47-29-66-48,0535-006-001,RADIO,NO,,
47-29-66-48,0535-006-001,PUBLICATION,NO,,
47-29-66-48,0535-006-001,NEIGHBOUR,NO,,
47-29-66-48,0535-006-001,OTHER (SPECIFY),NO,,
01-41-05-70,0536-001-001,GOVERNMENT EXTENSION,NO,,
01-41-05-70,0536-001-001,NGO,NO,,
01-41-05-70,0536-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
01-41-05-70,0536-001-001,LARGE SCALE FARMER,NO,,
01-41-05-70,0536-001-001,RADIO,NO,,
01-41-05-70,0536-001-001,PUBLICATION,NO,,
01-41-05-70,0536-001-001,NEIGHBOUR,NO,,
01-41-05-70,0536-001-001,OTHER (SPECIFY),YES,NO,
98-57-18-93,0537-001-001,GOVERNMENT EXTENSION,NO,,
98-57-18-93,0537-001-001,NGO,NO,,
98-57-18-93,0537-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
98-57-18-93,0537-001-001,LARGE SCALE FARMER,NO,,
98-57-18-93,0537-001-001,RADIO,NO,,
98-57-18-93,0537-001-001,PUBLICATION,NO,,
98-57-18-93,0537-001-001,NEIGHBOUR,YES,NO,
98-57-18-93,0537-001-001,OTHER (SPECIFY),NO,,
68-28-88-02,0539-001-001,GOVERNMENT EXTENSION,NO,,
68-28-88-02,0539-001-001,NGO,NO,,
68-28-88-02,0539-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
68-28-88-02,0539-001-001,LARGE SCALE FARMER,NO,,
68-28-88-02,0539-001-001,RADIO,NO,,
68-28-88-02,0539-001-001,PUBLICATION,NO,,
68-28-88-02,0539-001-001,NEIGHBOUR,YES,NO,
68-28-88-02,0539-001-001,OTHER (SPECIFY),,,
37-80-27-56,0540-001-001,GOVERNMENT EXTENSION,NO,,
37-80-27-56,0540-001-001,NGO,NO,,
37-80-27-56,0540-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
37-80-27-56,0540-001-001,LARGE SCALE FARMER,NO,,
37-80-27-56,0540-001-001,RADIO,NO,,
37-80-27-56,0540-001-001,PUBLICATION,NO,,
37-80-27-56,0540-001-001,NEIGHBOUR,NO,,
37-80-27-56,0540-001-001,OTHER (SPECIFY),NO,,
37-42-25-72,0541-001-001,GOVERNMENT EXTENSION,,,
37-42-25-72,0541-001-001,NGO,,,
37-42-25-72,0541-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
37-42-25-72,0541-001-001,LARGE SCALE FARMER,,,
37-42-25-72,0541-001-001,RADIO,,,
37-42-25-72,0541-001-001,PUBLICATION,,,
37-42-25-72,0541-001-001,NEIGHBOUR,,,
37-42-25-72,0541-001-001,OTHER (SPECIFY),,,
30-80-71-86,0542-001-002,GOVERNMENT EXTENSION,,,
30-80-71-86,0542-001-002,NGO,,,
30-80-71-86,0542-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
30-80-71-86,0542-001-002,LARGE SCALE FARMER,,,
30-80-71-86,0542-001-002,RADIO,YES,,
30-80-71-86,0542-001-002,PUBLICATION,,,
30-80-71-86,0542-001-002,NEIGHBOUR,YES,NO,
30-80-71-86,0542-001-002,OTHER (SPECIFY),,,
12-00-28-08,0543-001-001,GOVERNMENT EXTENSION,NO,,
12-00-28-08,0543-001-001,NGO,NO,,
12-00-28-08,0543-001-001,COOPERATIVE/FARMER'S ASSOCIATION,YES,NO,
12-00-28-08,0543-001-001,LARGE SCALE FARMER,NO,,
12-00-28-08,0543-001-001,RADIO,NO,,
12-00-28-08,0543-001-001,PUBLICATION,NO,,
12-00-28-08,0543-001-001,NEIGHBOUR,NO,,
12-00-28-08,0543-001-001,OTHER (SPECIFY),NO,,
86-66-07-32,0544-001-001,GOVERNMENT EXTENSION,NO,,
86-66-07-32,0544-001-001,NGO,NO,,
86-66-07-32,0544-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
86-66-07-32,0544-001-001,LARGE SCALE FARMER,NO,,
86-66-07-32,0544-001-001,RADIO,NO,,
86-66-07-32,0544-001-001,PUBLICATION,NO,,
86-66-07-32,0544-001-001,NEIGHBOUR,NO,,
86-66-07-32,0544-001-001,OTHER (SPECIFY),NO,,
25-52-41-32,0545-006-001,GOVERNMENT EXTENSION,NO,,
25-52-41-32,0545-006-001,NGO,NO,,
25-52-41-32,0545-006-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
25-52-41-32,0545-006-001,LARGE SCALE FARMER,NO,,
25-52-41-32,0545-006-001,RADIO,NO,,
25-52-41-32,0545-006-001,PUBLICATION,NO,,
25-52-41-32,0545-006-001,NEIGHBOUR,NO,,
25-52-41-32,0545-006-001,OTHER (SPECIFY),NO,,
36-69-26-36,0545-006-003,GOVERNMENT EXTENSION,,,
36-69-26-36,0545-006-003,NGO,,,
36-69-26-36,0545-006-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
36-69-26-36,0545-006-003,LARGE SCALE FARMER,,,
36-69-26-36,0545-006-003,RADIO,,,
36-69-26-36,0545-006-003,PUBLICATION,,,
36-69-26-36,0545-006-003,NEIGHBOUR,,,
36-69-26-36,0545-006-003,OTHER (SPECIFY),,,
15-14-78-14,0545-008-001,GOVERNMENT EXTENSION,,,
15-14-78-14,0545-008-001,NGO,,,
15-14-78-14,0545-008-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
15-14-78-14,0545-008-001,LARGE SCALE FARMER,,,
15-14-78-14,0545-008-001,RADIO,,,
15-14-78-14,0545-008-001,PUBLICATION,,,
15-14-78-14,0545-008-001,NEIGHBOUR,,,
15-14-78-14,0545-008-001,OTHER (SPECIFY),,,
20-78-49-50,0547-001-001,GOVERNMENT EXTENSION,NO,,
20-78-49-50,0547-001-001,NGO,NO,,
20-78-49-50,0547-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
20-78-49-50,0547-001-001,LARGE SCALE FARMER,NO,,
20-78-49-50,0547-001-001,RADIO,NO,,
20-78-49-50,0547-001-001,PUBLICATION,NO,,
20-78-49-50,0547-001-001,NEIGHBOUR,YES,NO,
20-78-49-50,0547-001-001,OTHER (SPECIFY),NO,,
60-56-78-78,0547-001-002,GOVERNMENT EXTENSION,,,
60-56-78-78,0547-001-002,NGO,,,
60-56-78-78,0547-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
60-56-78-78,0547-001-002,LARGE SCALE FARMER,,,
60-56-78-78,0547-001-002,RADIO,,,
60-56-78-78,0547-001-002,PUBLICATION,,,
60-56-78-78,0547-001-002,NEIGHBOUR,,,
60-56-78-78,0547-001-002,OTHER (SPECIFY),,,
26-14-17-11,0548-001-001,GOVERNMENT EXTENSION,NO,,
26-14-17-11,0548-001-001,NGO,NO,,
26-14-17-11,0548-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
26-14-17-11,0548-001-001,LARGE SCALE FARMER,NO,,
26-14-17-11,0548-001-001,RADIO,YES,,
26-14-17-11,0548-001-001,PUBLICATION,NO,,
26-14-17-11,0548-001-001,NEIGHBOUR,YES,NO,
26-14-17-11,0548-001-001,OTHER (SPECIFY),NO,,
67-70-48-74,0548-002-001,GOVERNMENT EXTENSION,,,
67-70-48-74,0548-002-001,NGO,,,
67-70-48-74,0548-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
67-70-48-74,0548-002-001,LARGE SCALE FARMER,,,
67-70-48-74,0548-002-001,RADIO,,,
67-70-48-74,0548-002-001,PUBLICATION,,,
67-70-48-74,0548-002-001,NEIGHBOUR,,,
67-70-48-74,0548-002-001,OTHER (SPECIFY),,,
29-47-94-46,0548-002-002,GOVERNMENT EXTENSION,,,
29-47-94-46,0548-002-002,NGO,,,
29-47-94-46,0548-002-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
29-47-94-46,0548-002-002,LARGE SCALE FARMER,,,
29-47-94-46,0548-002-002,RADIO,,,
29-47-94-46,0548-002-002,PUBLICATION,,,
29-47-94-46,0548-002-002,NEIGHBOUR,,,
29-47-94-46,0548-002-002,OTHER (SPECIFY),,,
91-35-93-10,0549-001-001,GOVERNMENT EXTENSION,,,
91-35-93-10,0549-001-001,NGO,,,
91-35-93-10,0549-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
91-35-93-10,0549-001-001,LARGE SCALE FARMER,,,
91-35-93-10,0549-001-001,RADIO,,,
91-35-93-10,0549-001-001,PUBLICATION,,,
91-35-93-10,0549-001-001,NEIGHBOUR,,,
91-35-93-10,0549-001-001,OTHER (SPECIFY),,,
15-00-68-84,0549-001-002,GOVERNMENT EXTENSION,,,
15-00-68-84,0549-001-002,NGO,,,
15-00-68-84,0549-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
15-00-68-84,0549-001-002,LARGE SCALE FARMER,,,
15-00-68-84,0549-001-002,RADIO,,,
15-00-68-84,0549-001-002,PUBLICATION,,,
15-00-68-84,0549-001-002,NEIGHBOUR,,,
15-00-68-84,0549-001-002,OTHER (SPECIFY),,,
12-92-38-13,0550-001-001,GOVERNMENT EXTENSION,,,
12-92-38-13,0550-001-001,NGO,,,
12-92-38-13,0550-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
12-92-38-13,0550-001-001,LARGE SCALE FARMER,,,
12-92-38-13,0550-001-001,RADIO,,,
12-92-38-13,0550-001-001,PUBLICATION,,,
12-92-38-13,0550-001-001,NEIGHBOUR,,,
12-92-38-13,0550-001-001,OTHER (SPECIFY),,,
22-35-45-21,0551-001-001,GOVERNMENT EXTENSION,NO,,
22-35-45-21,0551-001-001,NGO,NO,,
22-35-45-21,0551-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
22-35-45-21,0551-001-001,LARGE SCALE FARMER,NO,,
22-35-45-21,0551-001-001,RADIO,NO,,
22-35-45-21,0551-001-001,PUBLICATION,NO,,
22-35-45-21,0551-001-001,NEIGHBOUR,YES,NO,
22-35-45-21,0551-001-001,OTHER (SPECIFY),NO,,
34-63-03-45,0551-001-003,GOVERNMENT EXTENSION,,,
34-63-03-45,0551-001-003,NGO,,,
34-63-03-45,0551-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
34-63-03-45,0551-001-003,LARGE SCALE FARMER,,,
34-63-03-45,0551-001-003,RADIO,,,
34-63-03-45,0551-001-003,PUBLICATION,,,
34-63-03-45,0551-001-003,NEIGHBOUR,,,
34-63-03-45,0551-001-003,OTHER (SPECIFY),,,
05-83-32-40,0551-001-006,GOVERNMENT EXTENSION,,,
05-83-32-40,0551-001-006,NGO,,,
05-83-32-40,0551-001-006,COOPERATIVE/FARMER'S ASSOCIATION,,,
05-83-32-40,0551-001-006,LARGE SCALE FARMER,,,
05-83-32-40,0551-001-006,RADIO,,,
05-83-32-40,0551-001-006,PUBLICATION,,,
05-83-32-40,0551-001-006,NEIGHBOUR,,,
05-83-32-40,0551-001-006,OTHER (SPECIFY),,,
74-15-69-60,0552-001-001,GOVERNMENT EXTENSION,,,
74-15-69-60,0552-001-001,NGO,,,
74-15-69-60,0552-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
74-15-69-60,0552-001-001,LARGE SCALE FARMER,,,
74-15-69-60,0552-001-001,RADIO,,,
74-15-69-60,0552-001-001,PUBLICATION,,,
74-15-69-60,0552-001-001,NEIGHBOUR,,,
74-15-69-60,0552-001-001,OTHER (SPECIFY),,,
21-74-91-31,0553-001-001,GOVERNMENT EXTENSION,,,
21-74-91-31,0553-001-001,NGO,,,
21-74-91-31,0553-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
21-74-91-31,0553-001-001,LARGE SCALE FARMER,,,
21-74-91-31,0553-001-001,RADIO,,,
21-74-91-31,0553-001-001,PUBLICATION,,,
21-74-91-31,0553-001-001,NEIGHBOUR,,,
21-74-91-31,0553-001-001,OTHER (SPECIFY),,,
75-36-95-19,0554-001-001,GOVERNMENT EXTENSION,,,
75-36-95-19,0554-001-001,NGO,,,
75-36-95-19,0554-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
75-36-95-19,0554-001-001,LARGE SCALE FARMER,,,
75-36-95-19,0554-001-001,RADIO,,,
75-36-95-19,0554-001-001,PUBLICATION,,,
75-36-95-19,0554-001-001,NEIGHBOUR,,,
75-36-95-19,0554-001-001,OTHER (SPECIFY),,,
12-86-07-37,0554-003-001,GOVERNMENT EXTENSION,NO,,
12-86-07-37,0554-003-001,NGO,NO,,
12-86-07-37,0554-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
12-86-07-37,0554-003-001,LARGE SCALE FARMER,NO,,
12-86-07-37,0554-003-001,RADIO,NO,,
12-86-07-37,0554-003-001,PUBLICATION,NO,,
12-86-07-37,0554-003-001,NEIGHBOUR,NO,,
12-86-07-37,0554-003-001,OTHER (SPECIFY),NO,,
10-60-75-53,0555-001-001,GOVERNMENT EXTENSION,,,
10-60-75-53,0555-001-001,NGO,,,
10-60-75-53,0555-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
10-60-75-53,0555-001-001,LARGE SCALE FARMER,,,
10-60-75-53,0555-001-001,RADIO,,,
10-60-75-53,0555-001-001,PUBLICATION,,,
10-60-75-53,0555-001-001,NEIGHBOUR,,,
10-60-75-53,0555-001-001,OTHER (SPECIFY),,,
53-84-84-32,0557-001-001,GOVERNMENT EXTENSION,NO,,
53-84-84-32,0557-001-001,NGO,NO,,
53-84-84-32,0557-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
53-84-84-32,0557-001-001,LARGE SCALE FARMER,NO,,
53-84-84-32,0557-001-001,RADIO,YES,,
53-84-84-32,0557-001-001,PUBLICATION,NO,,
53-84-84-32,0557-001-001,NEIGHBOUR,YES,NO,
53-84-84-32,0557-001-001,OTHER (SPECIFY),NO,,
67-80-33-73,0559-001-001,GOVERNMENT EXTENSION,,,
67-80-33-73,0559-001-001,NGO,,,
67-80-33-73,0559-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
67-80-33-73,0559-001-001,LARGE SCALE FARMER,,,
67-80-33-73,0559-001-001,RADIO,,,
67-80-33-73,0559-001-001,PUBLICATION,,,
67-80-33-73,0559-001-001,NEIGHBOUR,,,
67-80-33-73,0559-001-001,OTHER (SPECIFY),,,
08-79-34-76,0565-001-001,GOVERNMENT EXTENSION,NO,,
08-79-34-76,0565-001-001,NGO,NO,,
08-79-34-76,0565-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
08-79-34-76,0565-001-001,LARGE SCALE FARMER,YES,NO,
08-79-34-76,0565-001-001,RADIO,YES,,
08-79-34-76,0565-001-001,PUBLICATION,NO,,
08-79-34-76,0565-001-001,NEIGHBOUR,YES,NO,
08-79-34-76,0565-001-001,OTHER (SPECIFY),NO,,
82-44-68-41,0565-003-001,GOVERNMENT EXTENSION,YES,NO,
82-44-68-41,0565-003-001,NGO,NO,,
82-44-68-41,0565-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
82-44-68-41,0565-003-001,LARGE SCALE FARMER,NO,,
82-44-68-41,0565-003-001,RADIO,YES,,
82-44-68-41,0565-003-001,PUBLICATION,NO,,
82-44-68-41,0565-003-001,NEIGHBOUR,NO,,
82-44-68-41,0565-003-001,OTHER (SPECIFY),NO,,
94-14-64-63,0565-004-001,GOVERNMENT EXTENSION,NO,,
94-14-64-63,0565-004-001,NGO,NO,,
94-14-64-63,0565-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
94-14-64-63,0565-004-001,LARGE SCALE FARMER,NO,,
94-14-64-63,0565-004-001,RADIO,NO,,
94-14-64-63,0565-004-001,PUBLICATION,NO,,
94-14-64-63,0565-004-001,NEIGHBOUR,NO,,
94-14-64-63,0565-004-001,OTHER (SPECIFY),NO,,
34-81-69-35,0565-005-001,GOVERNMENT EXTENSION,NO,,
34-81-69-35,0565-005-001,NGO,NO,,
34-81-69-35,0565-005-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
34-81-69-35,0565-005-001,LARGE SCALE FARMER,NO,,
34-81-69-35,0565-005-001,RADIO,YES,,
34-81-69-35,0565-005-001,PUBLICATION,NO,,
34-81-69-35,0565-005-001,NEIGHBOUR,YES,NO,
34-81-69-35,0565-005-001,OTHER (SPECIFY),NO,,
24-83-68-12,0566-001-001,GOVERNMENT EXTENSION,NO,,
24-83-68-12,0566-001-001,NGO,NO,,
24-83-68-12,0566-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
24-83-68-12,0566-001-001,LARGE SCALE FARMER,NO,,
24-83-68-12,0566-001-001,RADIO,NO,,
24-83-68-12,0566-001-001,PUBLICATION,NO,,
24-83-68-12,0566-001-001,NEIGHBOUR,NO,,
24-83-68-12,0566-001-001,OTHER (SPECIFY),NO,,
28-88-07-10,0567-001-001,GOVERNMENT EXTENSION,NO,,
28-88-07-10,0567-001-001,NGO,NO,,
28-88-07-10,0567-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
28-88-07-10,0567-001-001,LARGE SCALE FARMER,NO,,
28-88-07-10,0567-001-001,RADIO,NO,,
28-88-07-10,0567-001-001,PUBLICATION,NO,,
28-88-07-10,0567-001-001,NEIGHBOUR,YES,NO,
28-88-07-10,0567-001-001,OTHER (SPECIFY),NO,,
38-87-96-66,0568-001-001,GOVERNMENT EXTENSION,NO,,
38-87-96-66,0568-001-001,NGO,NO,,
38-87-96-66,0568-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
38-87-96-66,0568-001-001,LARGE SCALE FARMER,YES,NO,
38-87-96-66,0568-001-001,RADIO,NO,,
38-87-96-66,0568-001-001,PUBLICATION,NO,,
38-87-96-66,0568-001-001,NEIGHBOUR,YES,NO,
38-87-96-66,0568-001-001,OTHER (SPECIFY),NO,,
83-04-78-20,0569-001-001,GOVERNMENT EXTENSION,NO,,
83-04-78-20,0569-001-001,NGO,NO,,
83-04-78-20,0569-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
83-04-78-20,0569-001-001,LARGE SCALE FARMER,YES,NO,
83-04-78-20,0569-001-001,RADIO,NO,,
83-04-78-20,0569-001-001,PUBLICATION,NO,,
83-04-78-20,0569-001-001,NEIGHBOUR,YES,NO,
83-04-78-20,0569-001-001,OTHER (SPECIFY),NO,,
15-73-35-36,0570-001-001,GOVERNMENT EXTENSION,NO,,
15-73-35-36,0570-001-001,NGO,NO,,
15-73-35-36,0570-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
15-73-35-36,0570-001-001,LARGE SCALE FARMER,NO,,
15-73-35-36,0570-001-001,RADIO,NO,,
15-73-35-36,0570-001-001,PUBLICATION,NO,,
15-73-35-36,0570-001-001,NEIGHBOUR,NO,,
15-73-35-36,0570-001-001,OTHER (SPECIFY),NO,,
