interview__key,sdd_hhid,hh_n01a,enterprise_id,hh_n02_2,hh_n02_3a,hh_n02_3,hh_n03_1,hh_n03_2,hh_n03_3,hh_n03_4,hh_n03_5,hh_n03_6,hh_n04a,hh_n04b,hh_n04_1,hh_n04_2,hh_n04_3,hh_n05_1,hh_n05_2,hh_n06,hh_n07_1,hh_n07_2,hh_n08_1,hh_n08_2,hh_n08_3,hh_n09_1,hh_n09_2,hh_n10,hh_n11,hh_n12,hh_n13_1,hh_n13_2,hh_n14_1,hh_n14_2,hh_n15,hh_n16,hh_n17,hh_n18,hh_n19,hh_n20,hh_n21_1,hh_n21_2,hh_n21_3,hh_n21_4
03-55-55-72,0391-005-001,YES,2,FUNDI PIKIPIKI,"Wholesale and retail trade, repair of motor vehicles and motorcycles",WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1,,,,,,1,,1,YES,,1,,"VEHICLE, CART, TEMP. STALL - IN MARKET",3,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,300000,0,0,MONTH,7000,MONTH,7000,2,0,0,0,12,5000,NO,NO,NO,NO
42-04-98-59,0392-001-002,YES,1,KUTENGENEZA POMBE NA KUUZA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,6,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,200000,0,10000,MONTH,123600,MONTH,29600,0,0,94000,0,12,6000,NO,NO,NO,NO
91-52-62-82,0393-001-001,YES,1,KUUZA MAANDAZI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,4,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,10000,0,0,MONTH,199200,MONTH,120000,0,0,55200,24000,3,100000,NO,NO,NO,NO
91-52-62-82,0393-001-001,YES,2,FUNDI CHEREHANI,Other service activities,ACTIVITIES OF MEMBERSHIP ORGANIZATIONS,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,1,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,250000,0,0,MONTH,15000,MONTH,15000,0,0,0,0,5,10000,NO,NO,NO,NO
68-78-67-09,0393-002-001,YES,1,BIASHARA YA CHAPATI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",3,,,,,,3,,3,YES,,3,,NO FIXED LOCATION/MOBILE,0,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,10000,0,0,WEEK,56000,WEEK,21000,0,0,0,14000,2,80000,NO,NO,NO,NO
59-34-76-55,0394-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-50-77-12,0395-001-001,YES,1,KUNUNUA NA KUUZA POMBE YA KIENYEJI,Accommodation and food service activities,BEVERAGE SERVING ACTIVITIES,1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,32,8,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,28000,0,14000,WEEK,98000,WEEK,39000,0,0,39000,20000,12,39000,NO,NO,NO,NO
07-50-77-12,0395-001-001,YES,2,KUUZA MISHIKAKI YA NYAMA,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,6,8,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,4000,0,25000,WEEK,140000,WEEK,30000,0,0,80000,30000,12,30000,NO,NO,NO,NO
07-50-77-12,0395-001-001,YES,3,SALOON YA KIKE,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,3,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,3,3,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,740000,0,0,WEEK,105000,WEEK,75000,0,0,32000,28000,12,180000,NO,NO,NO,NO
36-58-37-13,0395-001-006,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-39-84-55,0396-001-001,YES,1,FUNDI  CHUMA,Manufacturing,MANUFACTURE OF BASIC METALS,1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,5,2,OWN SAVINGS,GIFT FROM FAMILY/FRIENDS,,FINAL CONSUMERS,SMALL BUSINESS,550000,20000,0,MONTH,120000,MONTH,80000,0,0,20000,20000,12,80000,NO,NO,NO,NO
03-85-55-92,0396-102-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-77-08-50,0397-001-001,YES,1,KUCHOMA TOFARI,Manufacturing,OTHER MANUFACTURING,1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,40,0,OWN SAVINGS,,,FINAL CONSUMERS,,25000,0,0,MONTH,160000,MONTH,100000,0,0,0,60000,4,100000,NO,NO,NO,NO
26-73-74-39,0398-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-00-98-96,0398-001-002,YES,1,KUENDESHA PIKIPIKI YAKE.,Transportation and storage,OTHER LAND TRANSPORT,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,4,6,OTHER (SPECIFY),LOAN FROM MONEY LENDER,,FINAL CONSUMERS,,2200000,0,0,WEEK,70000,WEEK,40000,0,0,0,30000,12,120000,NO,YES,YES,NO
46-80-56-01,0398-001-003,YES,1,BIASHARA YA SAMAKI WAKAVU,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,6,,,,,,6,,6,YES,,6,,OTHER TEMPORARY STRUCTURE,10,0,OWN SAVINGS,,,FINAL CONSUMERS,SMALL BUSINESS,40000,0,20000,WEEK,160000,WEEK,20000,0,0,560000,0,11,80000,NO,NO,NO,NO
05-84-71-82,0398-001-005,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-52-50-40,0399-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-55-95-04,0400-001-001,YES,1,KUUZA UNGA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,0,2,OWN SAVINGS,,,FINAL CONSUMERS,,2000,0,0,MONTH,225000,MONTH,150000,0,0,75000,0,2,2,NO,NO,NO,NO
80-55-95-04,0400-001-001,YES,2,KUCHIMBA MADINI,Mining and quarrying,MINING OF METAL ORES,1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,23,0,NO START-UP COST,,,SMALL BUSINESS,LARGE ESTABLISHED BUSINESS,38000,0,0,MONTH,60000,MONTH,60000,0,0,0,0,12,150000,NO,NO,NO,NO
65-75-62-15,0401-001-001,YES,1,BIASHARA YA GENGE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",1,5,,,,,1,,1,YES,,1,5,FIXED STALL/ KIOSK - STREET,2,4,GIFT FROM FAMILY/FRIENDS,OWN SAVINGS,,FINAL CONSUMERS,,25000,0,0,MONTH,720000,MONTH,450000,0,0,270000,0,8,450000,NO,NO,NO,NO
96-25-62-36,0402-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-17-85-60,0402-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-24-28-19,0403-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-48-39-75,0404-001-001,YES,1,FUNDI MAJIKO NA SUFURIA,Manufacturing,OTHER MANUFACTURING,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,40,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,500000,50000,375000,MONTH,140000,MONTH,60000,0,0,80000,0,12,80000,NO,NO,NO,NO
71-97-65-36,0405-001-001,YES,1,FUNDI SEREMALA,Manufacturing,"MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK, EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS",2,3,,,,,2,3,2,YES,,2,3,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,10,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,300000,40000,0,MONTH,150000,MONTH,130000,0,0,20000,0,9,120000,NO,NO,NO,NO
29-44-70-33,0405-001-005,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-31-11,0405-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-14-26-71,0406-001-001,YES,1,KUUZA MITUMBA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,1,NO,NOT AVAILABLE DURING TIME IN EA,2,,NO FIXED LOCATION/MOBILE,3,4,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,25000,0,0,MONTH,500000,MONTH,150000,0,0,0,0,12,150000,NO,NO,NO,NO
90-30-68-35,0407-001-001,YES,1,BIASHARA YA MKAA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,3,6,NO START-UP COST,,,SMALL BUSINESS,,5000,0,0,MONTH,50000,MONTH,45000,0,0,0,5000,6,45000,NO,NO,NO,NO
51-68-01-74,0408-001-001,YES,1,KUUZA POMBE YA KIENYEJI,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,0,1,OWN SAVINGS,,,FINAL CONSUMERS,,20000,15000,15000,WEEK,105000,WEEK,52600,0,0,157800,0,3,314400,NO,NO,NO,NO
45-60-97-69,0409-001-001,YES,1,KUCHOMA NA KUUZA MKAA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,3,3,OTHER (SPECIFY),,,FINAL CONSUMERS,,15000,0,0,MONTH,216000,MONTH,216000,0,0,0,0,12,200000,NO,NO,NO,NO
45-60-97-69,0409-001-001,YES,2,MASHINE YA KUSAGA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,1,3,4,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,6,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,3000000,0,0,MONTH,106000,MONTH,46000,0,0,0,60000,12,46000,NO,YES,NO,NO
98-64-80-85,0411-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-95-98-51,0412-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-06-16-32,0414-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-47-44-47,0415-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-54-64-43,0416-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-37-92-17,0418-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-99-70-78,0419-001-001,YES,1,USHONAJI MAVAZI,Manufacturing,MANUFACTURE OF TEXTILES,2,,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,5,0,OWN SAVINGS,,,FINAL CONSUMERS,,200000,0,0,MONTH,70000,MONTH,50000,0,0,5000,0,10,50000,NO,NO,NO,NO
29-39-31-65,0420-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-43-28-26,0420-001-003,YES,1,KUUZA SAMAKI,"Agriculture, forestry and fishing",FISHING AND AQUACULTURE,1,2,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,0,9,NO START-UP COST,,,FINAL CONSUMERS,,0,0,0,WEEK,7000,WEEK,5000,0,0,0,2000,9,20000,NO,NO,NO,NO
53-51-88-47,0421-001-001,YES,1,DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,1,7,,,,,7,,7,YES,,1,7,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,3,5,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,350000,0,250000,MONTH,180000,MONTH,50000,0,0,130000,0,12,65000,NO,NO,YES,NO
52-26-67-08,0421-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-95-75-04,0422-001-001,YES,1,FUNDI UJENZI NYUMBA,Construction,CONSTRUCTION OF BUILDINGS,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,8,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,65000,0,0,MONTH,50000,MONTH,50000,0,0,0,0,9,50000,NO,NO,NO,NO
64-07-55-27,0422-106-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-15-63-11,0424-001-001,YES,1,KUUZA SAMAKI,"Agriculture, forestry and fishing",FISHING AND AQUACULTURE,4,,,,,,4,,4,YES,,4,,NO FIXED LOCATION/MOBILE,10,120,OWN SAVINGS,,,FINAL CONSUMERS,SMALL BUSINESS,170000,0,0,MONTH,80000,MONTH,70000,0,0,0,0,12,660000,NO,NO,NO,NO
79-86-35-12,0425-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-01-92-97,0426-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-36-66-15,0427-001-001,YES,1,KUNUNUA NA KUUZA DAGAA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,3,,,,,,3,,3,YES,,3,,NO FIXED LOCATION/MOBILE,3,6,LOAN FROM FAMILY/FRIENDS,GIFT FROM FAMILY/FRIENDS,,FINAL CONSUMERS,,5000,0,0,MONTH,140000,MONTH,60000,0,0,80000,0,8,60000,NO,NO,NO,NO
19-76-84-95,0428-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-66-47-16,0428-001-007,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46-28-63-44,0430-002-001,YES,1,KUUZA DAGAA,"Agriculture, forestry and fishing",FISHING AND AQUACULTURE,5,,,,,,5,,2,NO,NOT AVAILABLE DURING TIME IN EA,5,,NO FIXED LOCATION/MOBILE,3,0,NON-AGRICULTURAL CREDIT,,,FINAL CONSUMERS,,120000,0,0,MONTH,400000,MONTH,60000,0,0,200000,140000,7,50000,NO,NO,NO,NO
32-32-47-74,0431-001-001,YES,1,KUUZA DUKA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,5,60,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,605000,400000,400000,MONTH,95000,MONTH,15000,0,0,80000,0,12,10000,NO,NO,NO,NO
32-32-47-74,0431-001-001,YES,2,"BIASHARA YA MAANDAZI,",Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,4,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,4,48,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,22500,0,6000,MONTH,148800,MONTH,48000,0,0,100800,148800,12,48000,NO,NO,NO,NO
20-19-96-28,0432-001-001,YES,1,KUUZA DAGAA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,3,,,,,,3,,3,YES,,3,,NO FIXED LOCATION/MOBILE,3,3,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,15000,0,0,MONTH,130000,MONTH,70000,0,0,100000,30000,6,60000,,,NO,
20-19-96-28,0432-001-001,YES,2,FUNDI SEREMALA,Manufacturing,"MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK, EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS",2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,12,12,INHERITED,,,FINAL CONSUMERS,,200000,0,18000,MONTH,200000,MONTH,100000,0,0,80000,20000,6,50000,NO,NO,NO,NO
38-89-22-03,0435-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-59-90-58,0436-001-001,YES,1,KUUZA  SAMAKI WAKAVU,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,3,,,,,,3,,3,YES,,3,,NO FIXED LOCATION/MOBILE,0,1,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,0,0,0,MONTH,100000,MONTH,45000,0,0,50000,5000,1,45000,NO,NO,NO,NO
60-87-75-28,0436-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-49-85-68,0437-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-38-17-08,0438-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-43-99-10,0438-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-42-81-55,0439-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-91-18-42,0440-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-91-48-29,0440-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-93-26-71,0440-003-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-07-58-53,0441-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-88-93-30,0443-001-001,YES,1,KUNUNUA NA KUUZA NYAMA YA KUKAANGA,Accommodation and food service activities,FOOD AND BEVERAGE SERVICE ACTIVITIES,1,2,,,,,1,,1,YES,,1,,FIXED STALL/ KIOSK - STREET,20,4,OWN SAVINGS,,,FINAL CONSUMERS,,300000,0,380000,WEEK,900000,MONTH,320000,0,0,0,80000,12,350000,NO,NO,YES,NO
62-63-62-03,0443-003-002,YES,1,BIASHARA YA NYAMA YA NGURUWE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",2,,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,5,8,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,80000,0,140000,WEEK,500000,WEEK,80000,0,0,0,7500,12,320000,NO,YES,NO,NO
48-35-65-64,0443-004-001,YES,1,BIASHARA YA MBAO,"Wholesale and retail trade, repair of motor vehicles and motorcycles","WHOLESALE TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,0,5,PROCEEDS FROM NON-AG BUSINESS,,,LARGE ESTABLISHED BUSINESS,,20000,0,0,MONTH,1800000,MONTH,900000,0,0,0,0,5,900000,NO,YES,NO,NO
48-35-65-64,0443-004-001,YES,2,BIASHARA YA NYAMA YA NGURUWE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",1,,,,,,1,,1,YES,,1,,FIXED STALL/ KIOSK - STREET,5,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,50000,0,140000,WEEK,420000,WEEK,60000,2,130000,0,15000,12,240000,NO,YES,NO,NO
48-35-65-64,0443-004-001,YES,3,BIASHARA YA MGAHAWA,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,STRUCTURE ATTACHED TO /OUTSIDE OWN OR BUS. PARTNER'S HOUSE,0,2,LOAN FROM SACCOS,,,FINAL CONSUMERS,,50000,0,100000,WEEK,54000,WEEK,21000,0,0,0,15000,2,80000,NO,YES,NO,NO
68-42-42-49,0443-005-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-82-03-42,0444-001-001,YES,1,KUCHIMBA VISIMA NA MASHIMO YA CHOO,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,3,,,,,,3,,3,YES,,3,,CONSTRUCTION SITE,3,6,OWN SAVINGS,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,FINAL CONSUMERS,,50000,0,0,MONTH,150000,MONTH,150000,0,0,0,0,7,100000,NO,NO,NO,NO
65-60-88-82,0444-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-77-71-52,0445-001-002,YES,1,KUUZA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",4,,,,,,4,,4,YES,,4,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,2,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,172000,0,1500000,MONTH,324000,MONTH,40000,0,0,260000,24000,12,30000,NO,YES,NO,NO
73-77-71-52,0445-001-002,YES,2,DEREVA BODABODA,Transportation and storage,OTHER LAND TRANSPORT,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,2,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,1800000,0,0,MONTH,160000,WEEK,35000,0,0,0,20000,12,80000,NO,YES,NO,NO
86-47-16-30,0447-001-001,YES,1,KUUZA NGUO,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,3,,,,,,3,,3,YES,,3,,NO FIXED LOCATION/MOBILE,0,3,OWN SAVINGS,,,FINAL CONSUMERS,,5000,0,10000,MONTH,50000,MONTH,30000,0,0,0,0,3,35000,NO,NO,NO,NO
27-83-38-78,0448-002-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-34-75-08,0448-002-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-14-45-91,0448-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-61-77-92,0448-003-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-86-99-60,0448-004-001,YES,1,KUUZA VIATU,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,1,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,3000,0,50000,MONTH,200000,MONTH,100000,0,0,0,0,8,100000,NO,NO,NO,NO
18-51-98-42,0448-007-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-69-67-98,0449-001-001,YES,1,KUUZA KUNI,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,30,12,NO START-UP COST,,,FINAL CONSUMERS,,0,0,30000,MONTH,10000,MONTH,10000,0,0,0,0,12,10000,NO,NO,NO,NO
57-69-67-98,0449-001-001,YES,2,KUUZA KOKOTO,Mining and quarrying,OTHER MINING AND QUARRYING,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,3,12,NO START-UP COST,,,FINAL CONSUMERS,,0,0,20000,MONTH,0,MONTH,0,0,0,0,0,12,20000,NO,NO,NO,NO
27-74-78-37,0449-001-003,YES,1,KUUZA SAMAKI,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,4,12,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,2000,0,0,WEEK,0,WEEK,0,0,0,0,0,12,160000,NO,NO,NO,NO
10-67-74-98,0451-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-78-61-03,0452-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-87-11-16,0454-002-002,YES,1,KUUZA BAGIA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,3,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,100000,0,0,WEEK,140000,WEEK,70000,0,0,280000,0,12,250000,NO,NO,NO,NO
96-19-28-79,0454-003-001,YES,1,BIASHARA YA DUKA LA BIDHAA MCHANGANYIKO,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,2,,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,5,3,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,300000,0,500000,MONTH,2100000,MONTH,300000,0,0,0,0,12,300000,NO,NO,YES,NO
96-19-28-79,0454-003-001,YES,2,BIASHARA YA BODABODA,Transportation and storage,OTHER PASSENGER LAND TRANSPORT,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,5,3,LOAN FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,2200000,0,0,MONTH,450000,MONTH,315000,0,0,0,105000,12,315000,NO,YES,YES,NO
80-39-97-04,0455-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-66-17-10,0456-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-23-57-59,0457-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-92-81-05,0459-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
