interview__key,sdd_hhid,sdd_indid,asset_id,hh_g201,asset_no,hh_g202,hh_g203,hh_g204,hh_g205,hh_g206_1,hh_g206_2,hh_g206_3,hh_g207,hh_g208a,hh_g208b,hh_g209_1,hh_g209_2,hh_g209_3,hh_g210a,hh_g210b,hh_g211,hh_g212,hh_g213,hh_g214_1,hh_g214_2,hh_g214_3
66-54-30-86,0195-001-001,4,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
37-52-42-87,0195-001-003,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
37-52-42-87,0195-001-003,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
37-52-42-87,0195-001-003,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
37-52-42-87,0195-001-003,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
37-52-42-87,0195-001-003,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
88-74-53-78,0198-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
88-74-53-78,0198-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
88-74-53-78,0198-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
88-74-53-78,0198-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
88-74-53-78,0198-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
68-34-72-68,0200-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
68-34-72-68,0200-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,250000,NO,,,,
68-34-72-68,0200-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
68-34-72-68,0200-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,600000,NO,,,,
68-34-72-68,0200-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
21-95-94-12,0201-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-95-94-12,0201-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,10000,NO,,,,
21-95-94-12,0201-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-95-94-12,0201-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
21-95-94-12,0201-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
61-58-21-91,0203-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-58-21-91,0203-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
61-58-21-91,0203-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-58-21-91,0203-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
61-58-21-91,0203-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
85-27-88-94,0204-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
85-27-88-94,0204-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,12000,NO,,,,
85-27-88-94,0204-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
85-27-88-94,0204-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
85-27-88-94,0204-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
11-75-06-50,0211-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
11-75-06-50,0211-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
11-75-06-50,0211-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
11-75-06-50,0211-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
11-75-06-50,0211-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
49-03-77-61,0212-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
49-03-77-61,0212-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
49-03-77-61,0212-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
49-03-77-61,0212-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
49-03-77-61,0212-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
80-82-58-54,0214-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,300000,NO,,,,
80-82-58-54,0214-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
43-96-13-63,0216-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,DO NOT KNOW,NO,,,,
43-96-13-63,0216-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
11-90-11-27,0216-006-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
11-90-11-27,0216-006-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
11-90-11-27,0216-006-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
11-90-11-27,0216-006-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
11-90-11-27,0216-006-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
06-94-34-79,0217-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
06-94-34-79,0217-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,700000,NO,,,,
06-94-34-79,0217-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
06-94-34-79,0217-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
06-94-34-79,0217-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
58-92-13-43,0218-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
58-92-13-43,0218-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,50000,NO,,,,
58-92-13-43,0218-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
58-92-13-43,0218-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
58-92-13-43,0218-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,2,1,500000,NO,,,,
60-79-06-82,0218-001-002,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,1,0,200000,NO,,,,
60-79-06-82,0218-001-002,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
06-92-75-91,0218-001-005,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
06-92-75-91,0218-001-005,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
06-92-75-91,0218-001-005,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
06-92-75-91,0218-001-005,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
06-92-75-91,0218-001-005,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
00-92-63-48,0220-001-003,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
00-92-63-48,0220-001-003,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,180000,NO,,,,
00-92-63-48,0220-001-003,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
00-92-63-48,0220-001-003,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
00-92-63-48,0220-001-003,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
73-82-11-64,0220-001-007,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
73-82-11-64,0220-001-007,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,25000,NO,,,,
73-82-11-64,0220-001-007,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
73-82-11-64,0220-001-007,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
73-82-11-64,0220-001-007,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
75-78-20-22,0220-001-008,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
75-78-20-22,0220-001-008,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,10000,NO,,,,
75-78-20-22,0220-001-008,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
75-78-20-22,0220-001-008,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
75-78-20-22,0220-001-008,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
77-56-32-86,0222-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
77-56-32-86,0222-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,350000,NO,,,,
77-56-32-86,0222-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
77-56-32-86,0222-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
77-56-32-86,0222-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
77-56-32-86,0222-001-001,7,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
77-56-32-86,0222-001-001,7,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,7,,,0,0,56000,NO,,,,
77-56-32-86,0222-001-001,7,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
77-56-32-86,0222-001-001,7,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
77-56-32-86,0222-001-001,7,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
67-31-73-27,0223-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
67-31-73-27,0223-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,1,1,500000,NO,,,,
67-31-73-27,0223-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
67-31-73-27,0223-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
67-31-73-27,0223-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
33-67-18-79,0224-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
33-67-18-79,0224-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,320000,NO,,,,
33-67-18-79,0224-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
33-67-18-79,0224-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
33-67-18-79,0224-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
84-84-63-90,0225-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
84-84-63-90,0225-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,45000,NO,,,,
84-84-63-90,0225-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
84-84-63-90,0225-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
84-84-63-90,0225-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
19-92-84-46,0226-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-92-84-46,0226-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,180000,NO,,,,
19-92-84-46,0226-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-92-84-46,0226-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
19-92-84-46,0226-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
29-59-86-09,0228-001-003,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
29-59-86-09,0228-001-003,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,12000,NO,,,,
29-59-86-09,0228-001-003,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
29-59-86-09,0228-001-003,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
29-59-86-09,0228-001-003,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
36-07-10-97,0230-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
36-07-10-97,0230-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,DO NOT KNOW,YES,YES,,,
36-07-10-97,0230-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
36-07-10-97,0230-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,,,,NO,,,2,,,0,0,2300000,NO,,,,
36-07-10-97,0230-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
17-61-33-27,0231-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,120000,NO,,,,
17-61-33-27,0231-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
17-61-33-27,0231-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
17-61-33-27,0231-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
17-61-33-27,0231-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
32-98-50-34,0232-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
32-98-50-34,0232-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
32-98-50-34,0232-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
32-98-50-34,0232-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
32-98-50-34,0232-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
16-71-73-07,0233-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
16-71-73-07,0233-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
16-71-73-07,0233-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
16-71-73-07,0233-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
16-71-73-07,0233-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
93-28-19-25,0236-005-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
93-28-19-25,0236-005-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
93-28-19-25,0236-005-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
93-28-19-25,0236-005-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
93-28-19-25,0236-005-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
93-28-19-25,0236-005-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
81-08-56-98,0239-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
81-08-56-98,0239-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
81-08-56-98,0239-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
81-08-56-98,0239-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
81-08-56-98,0239-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
32-58-01-01,0239-001-004,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
32-58-01-01,0239-001-004,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,5000,NO,,,,
32-58-01-01,0239-001-004,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
32-58-01-01,0239-001-004,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
32-58-01-01,0239-001-004,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
02-85-17-16,0241-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
02-85-17-16,0241-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
02-85-17-16,0241-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
02-85-17-16,0241-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
02-85-17-16,0241-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,300000,NO,,,,
99-85-97-80,0242-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
