interview__key,sdd_hhid,lvstckid,lf03_01,lf03_02_1,lf03_02_2,lf03_02_3,lf03_02_4,lf03_03,lf03_04,lf03_05_1,lf03_05_2,lf03_05_3,lf03_05_4,lf03_06,lf03_07,lf03_08,lf03_09,lf03_10,lf03_11,lf03_12,lf03_13,lf03_14
44-15-41-02,0467-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
35-25-01-93,0468-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
28-12-55-49,0469-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
28-12-55-49,0469-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
28-12-55-49,0469-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
28-12-55-49,0469-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
28-12-55-49,0469-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
28-12-55-49,0469-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
42-91-86-83,0469-001-003,LARGE RUMINANTS,YES,LUMPY SKIN DISEASE (MAPELENGOZI),,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,CBPP (HOMA YA MAPAFU),LUMPY SKIN DISEASE (MAPELENGOZI),,,"YES, SOME",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",DIPPING / DIP TANK,NO,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,25000
42-91-86-83,0469-001-003,SMALL RUMINANTS,YES,CCPP (HOMA YA MAPAFU KWA MBUZI),,,,"YES, SOME",DISTRICT VET CLINIC,CCPP (HOMA YA MAPAFU KWA MBUZI),,,,"YES, SOME",DISTRICT VET CLINIC,"YES, SOME",DIPPING / DIP TANK,NO,,"YES, SOME",DISTRICT VET CLINIC,5000
42-91-86-83,0469-001-003,PIGS,NO,,,,,,,,,,,,,,,,,,,
42-91-86-83,0469-001-003,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),SMALL POX (NDUI),,,NO,,,,,,NO,,,,,,NO,,0
42-91-86-83,0469-001-003,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
42-91-86-83,0469-001-003,DOGS,NO,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,PIGS,,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,POULTRY,,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,DONKEYS,,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,DOGS,,,,,,,,,,,,,,,,,,,,
99-52-82-56,0470-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
99-52-82-56,0470-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
99-52-82-56,0470-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
99-52-82-56,0470-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
99-52-82-56,0470-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
99-52-82-56,0470-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
01-20-50-14,0471-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
01-20-50-14,0471-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
01-20-50-14,0471-001-001,PIGS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
01-20-50-14,0471-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, SOME",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,"YES, SOME",THE HOUSEHOLD,18000
01-20-50-14,0471-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
01-20-50-14,0471-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
38-25-53-03,0472-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
38-25-53-03,0472-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
38-25-53-03,0472-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
38-25-53-03,0472-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
38-25-53-03,0472-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
38-25-53-03,0472-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
73-12-47-39,0473-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
73-12-47-39,0473-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
73-12-47-39,0473-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
73-12-47-39,0473-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
73-12-47-39,0473-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
73-12-47-39,0473-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
05-32-96-07,0474-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
05-32-96-07,0474-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
05-32-96-07,0474-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
05-32-96-07,0474-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
05-32-96-07,0474-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
05-32-96-07,0474-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
78-45-68-39,0476-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
78-45-68-39,0476-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
78-45-68-39,0476-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
78-45-68-39,0476-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
78-45-68-39,0476-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
78-45-68-39,0476-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
65-39-07-89,0476-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
65-39-07-89,0476-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
65-39-07-89,0476-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
65-39-07-89,0476-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
65-39-07-89,0476-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
65-39-07-89,0476-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
72-03-92-77,0477-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
72-03-92-77,0477-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
72-03-92-77,0477-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
72-03-92-77,0477-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
72-03-92-77,0477-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
72-03-92-77,0477-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
94-04-57-79,0478-001-001,LARGE RUMINANTS,YES,ECF (NDIGANA KALI),,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,ECF (NDIGANA KALI),,,,NO,,NO,,NO,,"YES, SOME",DISTRICT VET CLINIC,13000
94-04-57-79,0478-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
94-04-57-79,0478-001-001,PIGS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
94-04-57-79,0478-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,2000
94-04-57-79,0478-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
94-04-57-79,0478-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
94-62-16-61,0479-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
94-62-16-61,0479-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
94-62-16-61,0479-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
94-62-16-61,0479-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
94-62-16-61,0479-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
94-62-16-61,0479-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
44-86-40-50,0481-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
44-86-40-50,0481-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
44-86-40-50,0481-001-001,PIGS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
44-86-40-50,0481-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
44-86-40-50,0481-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
44-86-40-50,0481-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
25-23-86-61,0483-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
25-23-86-61,0483-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
25-23-86-61,0483-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
25-23-86-61,0483-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
25-23-86-61,0483-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
25-23-86-61,0483-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
29-78-41-94,0484-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
29-78-41-94,0484-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
29-78-41-94,0484-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
29-78-41-94,0484-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
29-78-41-94,0484-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
29-78-41-94,0484-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
67-76-38-68,0485-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
67-76-38-68,0485-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
67-76-38-68,0485-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
67-76-38-68,0485-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
67-76-38-68,0485-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
67-76-38-68,0485-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
47-36-77-75,0486-001-002,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
47-36-77-75,0486-001-002,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
47-36-77-75,0486-001-002,PIGS,NO,,,,,,,,,,,,,,,,,,,
47-36-77-75,0486-001-002,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,24000
47-36-77-75,0486-001-002,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
47-36-77-75,0486-001-002,DOGS,NO,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
68-66-69-90,0488-002-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
68-66-69-90,0488-002-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
68-66-69-90,0488-002-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
68-66-69-90,0488-002-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
68-66-69-90,0488-002-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
68-66-69-90,0488-002-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
66-18-09-29,0489-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
66-18-09-29,0489-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
66-18-09-29,0489-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
66-18-09-29,0489-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
66-18-09-29,0489-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
66-18-09-29,0489-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
61-73-23-72,0491-001-001,LARGE RUMINANTS,YES,CBPP (HOMA YA MAPAFU),NOT SICK,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,17000
61-73-23-72,0491-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,NO,,5000
61-73-23-72,0491-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
61-73-23-72,0491-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
61-73-23-72,0491-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
61-73-23-72,0491-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
53-31-43-03,0491-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-31-43-03,0491-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-31-43-03,0491-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
53-31-43-03,0491-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
53-31-43-03,0491-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
53-31-43-03,0491-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,PIGS,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,POULTRY,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,DONKEYS,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,DOGS,,,,,,,,,,,,,,,,,,,,
76-15-29-53,0491-002-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
76-15-29-53,0491-002-001,SMALL RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),CCPP (HOMA YA MAPAFU KWA MBUZI),ECF (NDIGANA KALI),,,NO,,NO,,NO,,NO,,3000
76-15-29-53,0491-002-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
76-15-29-53,0491-002-001,POULTRY,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,1000
76-15-29-53,0491-002-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
76-15-29-53,0491-002-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
68-73-60-31,0491-003-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
68-73-60-31,0491-003-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
68-73-60-31,0491-003-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
68-73-60-31,0491-003-001,POULTRY,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,7000
68-73-60-31,0491-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
68-73-60-31,0491-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),GOMBORO (GUMBORO),,,NO,,,,,,NO,,7000
00-55-08-95,0491-004-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
20-63-33-06,0492-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
20-63-33-06,0492-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
20-63-33-06,0492-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
20-63-33-06,0492-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
20-63-33-06,0492-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
20-63-33-06,0492-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
69-69-83-72,0493-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
69-69-83-72,0493-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
69-69-83-72,0493-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
69-69-83-72,0493-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
69-69-83-72,0493-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
69-69-83-72,0493-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
47-92-40-90,0494-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
47-92-40-90,0494-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
47-92-40-90,0494-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
47-92-40-90,0494-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
47-92-40-90,0494-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
47-92-40-90,0494-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
94-84-76-53,0494-105-001,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),CBPP (HOMA YA MAPAFU),,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,19500
94-84-76-53,0494-105-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
94-84-76-53,0494-105-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
94-84-76-53,0494-105-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
94-84-76-53,0494-105-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
94-84-76-53,0494-105-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
85-40-12-14,0496-001-002,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,CBPP (HOMA YA MAPAFU),,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,4500
85-40-12-14,0496-001-002,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
85-40-12-14,0496-001-002,PIGS,NO,,,,,,,,,,,,,,,,,,,
85-40-12-14,0496-001-002,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),GOMBORO (GUMBORO),,,NO,,,,,,NO,,,,,,NO,,0
85-40-12-14,0496-001-002,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
85-40-12-14,0496-001-002,DOGS,NO,,,,,,,,,,,,,,,,,,,
82-96-20-56,0497-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),LUMPY SKIN DISEASE (MAPELENGOZI),,,,NO,,NO,,NO,,NO,,8000
82-96-20-56,0497-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
82-96-20-56,0497-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
82-96-20-56,0497-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
82-96-20-56,0497-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
82-96-20-56,0497-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
86-35-99-27,0498-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
86-35-99-27,0498-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
86-35-99-27,0498-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
86-35-99-27,0498-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
86-35-99-27,0498-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
86-35-99-27,0498-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
85-30-11-93,0498-001-006,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
85-30-11-93,0498-001-006,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
85-30-11-93,0498-001-006,PIGS,NO,,,,,,,,,,,,,,,,,,,
85-30-11-93,0498-001-006,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
85-30-11-93,0498-001-006,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
