interview__key,sdd_hhid,wqt_selection,wqt_prob,wqt_blank_s,wqt_blank_p,wqt_01,wqt_02,wqt_03,wqt_04,wqt_05,wqt_06,wqt_07_1,wqt_07_2,wqt_07_3,wqt_08,wqt_09,wqt_10,wqt_11,wqt_12,wqt_13__Latitude,wqt_13__Longitude,wqt_13__Accuracy,wqt_13__Altitude,wqt_13__Timestamp,wqt_14,wqt_15,wqt_16,wqt_17,wqt_18,wqt_19a,wqt_19,wqt_20,wqr_01a,wqr_01,wqr_02,wqr_03,wqr_04,wqr_05,wqr_06,wqr_07a,wqr_07,wqr_08,wqr_09,wqr_10,wqr_11,wqr_12,wqr_13,wqr_14,wqr_15,wqr_16,wqr_17,wqr_18
84-55-32-10,0202-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-58-21-91,0203-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-70-71-25,0203-001-002,YES,0.54545456,NO,,YES,2,2019-06-12T18:14:21,YES,COVERED CONTAINER,NO,,,,2019-06-12T20:35:40,2019-06-12T20:37:43,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-6.8014031,39.2268117,16.5,36.599998474121094,2019-06-13T08:10:40,YES,2019-06-12T20:38:30,2019-06-12T21:01:03,2019-06-12T21:14:23,1008830,NO,,,NO,2019-06-14T14:21:21,4,wqr_03__.jpg,2019-06-14T18:35:26,0,NO,YES,2019-06-14T18:36:24,1,wqr_09__.jpg,2019-06-14T18:37:17,0,NO,,,,,,
85-27-88-94,0204-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-89-03-58,0204-001-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-87-80-64,0204-008-001,YES,0.54545456,NO,,YES,2,2019-06-14T11:53:53,YES,COVERED CONTAINER,NO,,,,2019-06-14T11:54:20,2019-06-14T12:13:14,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.8110301,39.2322101,38,-33.099998474121094,2019-06-14T09:15:19,YES,2019-06-14T12:20:36,2019-06-14T12:45:04,2019-06-14T12:47:43,1008848,NO,,,NO,2019-06-17T00:23:20,0,wqr_03__.jpg,2019-06-17T00:26:09,0,NO,YES,2019-06-17T00:26:27,0,wqr_09__.jpg,2019-06-17T00:27:19,0,NO,,,,,,
58-88-28-93,0205-001-001,YES,0.85714287,NO,,YES,2,2019-05-10T14:12:26,YES,COVERED CONTAINER,NO,,,,2019-05-10T14:13:09,2019-05-10T14:22:26,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-6.8009984,39.226346,13.5,45.099998474121094,2019-05-10T12:34:02,YES,2019-05-10T14:41:06,2019-05-10T14:47:25,,,NO,,,NO,2019-05-12T08:59:13,6,wqr_03__.jpg,2019-05-12T09:00:47,0,YES,YES,2019-05-12T09:01:45,5,wqr_09__.jpg,2019-05-12T09:02:32,0,YES,,,,,,
83-06-62-27,0208-004-001,YES,0.85714287,YES,0.16666667,YES,1,2019-05-02T13:29:04,YES,UNCOVERED CONTAINER,YES,BOIL,,,2019-05-02T13:30:41,2019-05-02T13:42:24,PROTECTED SPRING,YES,,-1.8066511,31.5485244,12,1448.0999755859375,2019-05-02T11:02:31,YES,2019-05-02T13:55:07,2019-05-02T14:03:37,2019-05-02T14:10:18,,YES,2019-05-02T19:08:51,2019-05-02T19:28:19,YES,2019-05-04T18:04:04,3,wqr_03__.jpg,2019-05-04T18:08:25,0,YES,YES,2019-05-04T18:09:07,2,wqr_09__.jpg,2019-05-04T18:11:47,0,NO,2019-05-04T18:12:28,0,wqr_15__.jpg,2019-05-04T18:14:24,0,NO
79-05-47-33,0210-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-96-67-80,0210-002-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-75-06-50,0211-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-67-43-95,0211-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-03-77-61,0212-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,YES,,YES,,YES,2,2019-04-04T02:06:17,YES,COVERED CONTAINER,YES,BOIL,,,2019-04-04T02:06:49,2019-04-04T02:07:01,RAINWATER COLLECTION,NO,OTHER (SPECIFY),,,,,,,,,,,YES,,,YES,2019-04-04T11:27:00,0,wqr_03__.jpg,2019-04-04T11:28:52,0,NO,,,,,,,,,,,,,
47-56-60-71,0215-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-90-11-27,0216-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-94-34-79,0217-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-85-44-36,0217-002-001,YES,1,NO,,YES,2,2019-05-30T11:46:29,YES,COVERED CONTAINER,NO,,,,2019-05-30T14:11:39,2019-05-30T14:17:57,TUBEWELL/BOREHOLE,YES,,-7.395031,36.9891959,19.5,523.5999755859375,2019-05-30T11:36:20,NO,,,,,NO,,,NO,2019-05-31T17:11:40,101,wqr_03__.jpg,2019-05-31T17:19:09,1,YES,NO,,,,,,,,,,,,
58-92-13-43,0218-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-79-06-82,0218-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-30-23-38,0218-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-92-75-91,0218-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-66-63-47,0219-001-001,YES,1,NO,,YES,1,2019-05-25T11:45:58,YES,COVERED CONTAINER,YES,ADD BLEACH/CHLORINE,,,2019-05-25T11:53:08,2019-05-25T12:01:07,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.819992,37.6534138,8.5,482,2019-05-25T09:18:39,YES,2019-05-25T12:06:34,2019-05-25T12:15:46,2019-05-25T12:20:06,1008897,NO,,,YES,2019-05-26T14:13:45,5,wqr_03__.jpg,2019-05-26T14:14:30,0,YES,YES,2019-05-26T14:14:56,0,wqr_09__.jpg,2019-05-26T14:15:44,0,NO,,,,,,
32-61-13-34,0219-005-001,YES,1,YES,0.16666667,YES,2,2019-05-24T11:02:30,YES,COVERED CONTAINER,YES,ADD BLEACH/CHLORINE,STRAINED IT THROUGH A CLOTH,,2019-05-24T11:16:21,2019-05-24T11:28:34,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.826733,37.6443775,36.5,125.30000305175781,2019-05-24T08:34:32,NO,,,,,YES,2019-05-24T11:38:30,2019-05-24T11:46:17,YES,2019-05-25T17:17:00,101,wqr_03__.jpg,2019-05-25T17:17:55,3,YES,NO,,,,,,,2019-05-25T17:18:31,0,wqr_15__.jpg,2019-05-25T17:19:30,0,NO
97-60-22-72,0220-001-001,YES,0.66666669,NO,,YES,1,2019-07-13T13:31:17,YES,COVERED CONTAINER,NO,,,,2019-07-13T13:31:42,2019-07-13T13:37:56,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.9430764,39.2418921,28.5,54.599998474121094,2019-07-13T10:44:01,YES,2019-07-13T13:44:06,2019-07-13T13:49:28,2019-07-13T13:49:39,,NO,,,NO,2019-07-14T15:40:23,2,wqr_03__.jpg,2019-07-14T15:41:40,0,NO,YES,2019-07-14T15:45:19,0,wqr_09__.jpg,2019-07-14T15:45:30,0,NO,,,,,,
00-92-63-48,0220-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-53-90-07,0220-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-82-11-64,0220-001-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-78-20-22,0220-001-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-34-26-43,0221-001-001,YES,0.66666669,NO,,YES,1,2019-07-10T11:34:02,YES,COVERED CONTAINER,NO,,,,2019-07-10T11:35:40,2019-07-10T11:38:07,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.791493,39.2443975,15.5,-15.399999618530273,2019-07-10T09:21:31,YES,2019-07-10T11:44:23,2019-07-10T11:51:46,,,NO,,,NO,2019-07-11T18:43:21,0,wqr_03__.jpg,2019-07-11T18:44:31,0,NO,YES,2019-07-11T18:44:51,1,wqr_09__.jpg,2019-07-11T18:46:05,0,NO,,,,,,
77-56-32-86,0222-001-001,YES,0.66666669,NO,,YES,1,2019-07-09T12:13:51,YES,COVERED CONTAINER,YES,BOIL,,,2019-07-09T12:18:58,2019-07-09T12:25:20,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.7896907,39.2497199,37,-74.5,2019-07-09T11:06:09,YES,2019-07-09T12:48:21,2019-07-09T12:53:38,,,NO,,,YES,2019-07-11T18:21:45,4,wqr_03__.jpg,2019-07-11T18:24:30,0,NO,YES,2019-07-11T18:25:05,5,wqr_09__.jpg,2019-07-11T18:25:53,0,NO,,,,,,
67-31-73-27,0223-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-67-18-79,0224-001-001,YES,1,YES,0.33333334,YES,1,2019-05-27T09:55:18,YES,COVERED CONTAINER,NO,,,,2019-05-27T09:56:26,2019-05-27T10:08:54,CART WITH SMALL TANK/DRUM,YES,,-6.3834429,37.3325851,24.5,419.70001220703125,2019-05-27T09:15:27,YES,2019-05-27T10:09:55,2019-05-27T10:17:24,2019-05-27T10:33:59,1008895,YES,2019-05-27T13:50:31,2019-05-27T13:55:24,NO,2019-05-28T20:10:23,64,wqr_03__.jpg,2019-05-28T20:12:53,2,YES,YES,2019-05-28T20:13:30,16,wqr_09__.jpg,2019-05-28T20:14:12,0,YES,2019-05-28T20:08:38,0,wqr_15__.jpg,2019-05-28T20:09:30,0,NO
84-84-63-90,0225-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-31-02-65,0225-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-92-84-46,0226-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-59-86-09,0228-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-35-51-47,0228-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-34-22-32,0228-001-005,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-31-82-27,0228-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-07-10-97,0230-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-61-33-27,0231-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-98-50-34,0232-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-97-13-97,0232-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-71-73-07,0233-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-13-25-26,0235-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-28-19-25,0236-005-001,YES,1,NO,,YES,1,2019-05-01T10:14:18,YES,COVERED CONTAINER,NO,,,,2019-05-01T10:14:53,2019-05-01T10:14:56,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-10.4692393,35.3265984,40.5,1016.7999877929687,2019-05-01T07:17:04,YES,2019-05-01T10:17:11,2019-05-01T10:17:12,,,NO,,,NO,2019-05-02T12:41:31,101,wqr_03__.jpg,2019-05-02T12:43:23,1,YES,YES,2019-05-02T12:43:58,101,wqr_09__.jpg,2019-05-02T12:45:35,4,YES,,,,,,
38-93-36-62,0238-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
81-08-56-98,0239-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
32-58-01-01,0239-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-72-46-38,0239-106-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
28-82-44-02,0240-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
02-85-17-16,0241-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
05-26-99-01,0243-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,YES,1,YES,0.16666667,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,YES,0.85714287,NO,,YES,1,2019-05-10T12:44:46,YES,COVERED CONTAINER,NO,,,,2019-05-10T12:45:15,2019-05-10T13:00:43,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.8104366,39.2477744,12,-7.800000190734863,2019-05-10T10:04:54,YES,2019-05-10T13:06:33,2019-05-10T13:15:53,,,NO,,,NO,2019-05-12T10:22:33,16,wqr_03__.jpg,2019-05-12T10:25:00,0,NO,YES,2019-05-12T10:27:34,101,wqr_09__.jpg,2019-05-12T10:28:20,2,YES,,,,,,
29-56-58-07,0249-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-43-87-43,0251-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-10-80-24,0252-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-10-37-20,0253-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-44-07-30,0255-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-84-07-76,0255-001-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-73-22-28,0257-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-63-08-39,0259-001-001,YES,0.85714287,YES,0.16666667,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
51-99-35-71,0259-004-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
12-03-97-45,0260-001-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
35-64-91-26,0261-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-90-36-67,0261-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-56-57-06,0262-001-002,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-66-70-99,0263-001-004,YES,,NO,,YES,4,2019-04-17T10:19:46,YES,UNCOVERED CONTAINER,NO,,,,2019-04-17T10:20:42,2019-04-17T10:33:59,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.9763155,39.2874409,25.5,55.5,2019-04-17T14:36:30,YES,2019-04-17T10:37:50,2019-04-17T10:50:58,2019-04-17T10:53:37,1008972,NO,,,NO,2019-04-19T01:45:48,101,wqr_03__.jpg,2019-04-19T01:47:53,5,YES,YES,2019-04-19T01:49:22,101,wqr_09__.jpg,2019-04-19T01:50:23,0,NO,,,,,,
07-23-75-51,0263-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-76-27-22,0264-001-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
96-22-42-95,0265-001-001,YES,1,NO,,YES,2,2019-05-24T13:11:12,YES,COVERED CONTAINER,NO,,,,2019-05-24T13:27:29,2019-05-24T13:37:13,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-6.8058659,37.6719035,17,468.3999938964844,2019-05-25T07:18:18,YES,2019-05-25T10:20:28,2019-05-25T10:31:26,2019-05-25T10:36:12,1008831,NO,,,NO,2019-05-25T17:18:29,101,wqr_03__.jpg,2019-05-25T17:19:51,44,YES,YES,2019-05-26T14:15:07,0,wqr_09__.jpg,2019-05-26T14:16:01,0,NO,,,,,,
21-28-91-77,0266-001-001,YES,,YES,,YES,1,2019-04-14T04:32:02,YES,COVERED CONTAINER,NO,,,,2019-04-14T04:37:52,2019-04-14T04:52:22,PROTECTED DUG WELL,YES,,-7.9954303,38.7616433,39.5,24.399999618530273,2019-04-14T09:09:14,YES,2019-04-14T05:12:39,2019-04-14T05:27:12,2019-04-14T06:35:45,15675286,YES,2019-04-14T04:53:30,2019-04-14T05:00:53,NO,2019-04-15T14:45:15,6,wqr_03__.jpg,2019-04-15T14:46:48,0,YES,YES,2019-04-15T14:47:39,101,wqr_09__.jpg,2019-04-15T14:48:33,0,NO,2019-04-15T14:49:07,4,wqr_15__.jpg,2019-04-15T14:49:45,0,NO
08-95-27-37,0267-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-07-21-94,0267-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-93-73-52,0267-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-28-40-86,0267-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-01-39-09,0267-104-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-73-94-40,0268-001-001,YES,,NO,,YES,1,2019-04-15T05:11:27,YES,COVERED CONTAINER,NO,,,,2019-04-15T07:57:23,2019-04-15T08:08:53,CART WITH SMALL TANK/DRUM,YES,,-7.6329737,39.0610631,21.5,133.89999389648437,2019-04-15T11:37:20,YES,2019-04-15T08:13:11,2019-04-15T08:19:16,2019-04-15T08:25:00,1008729,NO,,,NO,2019-04-17T04:07:43,29,wqr_03__.jpg,2019-04-15T09:09:18,0,NO,YES,2019-04-17T04:10:54,32,wqr_09__.jpg,2019-04-17T04:13:20,0,YES,,,,,,
88-55-89-02,0268-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-15-41-44,0269-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-15-25-13,0271-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-00-41-84,0272-001-001,YES,0.54545456,NO,,YES,2,2019-06-22T13:04:53,YES,COVERED CONTAINER,NO,,,,2019-06-22T13:05:47,2019-06-22T13:16:33,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-6.8934602,39.2702246,13,-11.899999618530273,2019-06-22T10:27:49,NO,,,,,NO,,,NO,2019-06-24T18:48:10,7,wqr_03__.jpg,2019-06-24T18:48:58,0,NO,NO,,,,,,,,,,,,
57-34-89-32,0273-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-68-94-38,0273-005-001,YES,0.54545456,NO,,YES,2,2019-06-22T17:48:59,YES,COVERED CONTAINER,NO,,,,2019-06-22T17:50:11,2019-06-22T17:53:31,TUBEWELL/BOREHOLE,YES,,-6.88524369,39.27708457,49,-65,2019-06-22T14:28:21,YES,2019-06-22T18:00:45,2019-06-22T18:04:19,2019-06-22T18:06:28,,NO,,,NO,2019-06-25T08:41:11,72,wqr_03__.jpg,2019-06-25T08:42:45,0,YES,YES,2019-06-25T08:43:20,87,wqr_09__.jpg,2019-06-25T08:43:44,0,YES,,,,,,
14-60-99-32,0274-001-001,YES,0.54545456,YES,0.16666667,YES,1,2019-06-25T12:53:17,YES,COVERED CONTAINER,NO,,,,2019-06-25T12:54:04,2019-06-25T13:08:44,TUBEWELL/BOREHOLE,YES,,-6.8930416,39.2701208,22.5,11.399999618530273,2019-06-25T10:38:50,YES,2019-06-25T13:16:29,2019-06-25T13:21:00,2019-06-25T13:23:48,,YES,2019-06-25T13:26:52,2019-06-25T13:39:06,NO,2019-06-28T14:30:45,101,wqr_03__.jpg,2019-06-28T14:27:58,2,YES,YES,2019-06-28T14:32:03,101,wqr_09__.jpg,2019-06-28T14:32:35,4,YES,2019-06-28T14:25:50,0,wqr_15__.jpg,2019-06-28T14:26:56,0,NO
32-61-54-24,0275-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,YES,0.54545456,NO,,YES,6,2019-06-26T12:52:44,YES,COVERED CONTAINER,NO,,,,2019-06-26T12:53:12,2019-06-26T12:57:48,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-6.8934439,39.2704565,12.5,-21.200000762939453,2019-06-26T09:59:19,NO,,,,,NO,,,NO,2019-06-28T14:15:52,0,wqr_03__.jpg,2019-06-28T14:20:55,0,NO,NO,,,,,,,,,,,,
80-89-25-38,0277-008-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-41-80-11,0278-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-25-30-64,0279-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-03-08-46,0279-002-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-72-25-05,0279-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,YES,0.54545456,NO,,YES,2,2019-06-23T13:19:23,YES,COVERED CONTAINER,NO,,,,2019-06-23T13:20:32,2019-06-23T13:36:49,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.893194,39.2706353,12,1.600000023841858,2019-06-23T10:40:49,NO,,,,,NO,,,NO,2019-06-24T18:42:34,11,wqr_03__.jpg,2019-06-24T18:45:18,0,NO,NO,,,,,,,,,,,,
18-82-85-31,0280-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-02-00-74,0280-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-17-56-66,0283-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-01-71-66,0283-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-28-80-40,0283-003-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-73-08-47,0284-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-61-30-78,0287-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-18-85-05,0291-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,YES,0.75,NO,,YES,2,2019-06-29T14:43:42,YES,COVERED CONTAINER,NO,,,,2019-06-29T14:44:05,2019-06-29T14:49:45,TUBEWELL/BOREHOLE,YES,,-8.5033692,39.2609105,9,-16.5,2019-06-29T11:52:59,YES,2019-06-29T14:53:07,2019-06-29T14:57:11,2019-06-29T14:57:50,,NO,,,NO,2019-06-30T16:23:32,101,wqr_03__.jpg,2019-06-30T16:24:33,3,YES,YES,2019-06-30T16:25:07,101,wqr_09__.jpg,2019-06-30T16:25:47,1,YES,,,,,,
55-20-85-17,0294-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
