interview__key,sdd_hhid,plotnum,cropid,ag4a_01,ag4a_02,ag4a_03,ag4a_04,ag4a_05,ag4a_06,ag4a_08,ag4a_10_1,ag4a_10_2,ag4a_10a_1,ag4a_10a_2,ag4a_10b,ag4a_10c_1,ag4a_10c_2,ag4a_12,ag4a_13_1,ag4a_13_2,ag4a_17,ag4a_18,ag4a_19,ag4a_20,ag4a_21,ag4a_22,ag4a_23,ag4a_24_1,ag4a_24_2,ag4a_25,ag4a_26,ag4a_27,ag4a_28,ag4a_29_1,ag4a_29_2
21-30-35-20,0510-003-001,3,1,YES,,,NO,,MAHINDI,TRADITIONAL,3,KG,3,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MAY,JUNE,,,144,32000,1,4
17-59-80-31,0511-001-001,2,3,NO,1/4,WAS DIVIDED,NO,,10,TRADITIONAL,10,KG,HAKUNA,,,10,KG,5000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,0.1,YES,RAINS,JUNE,JUNE,,,180,132000,1,2
17-59-80-31,0511-001-001,2,26,NO,3/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,45,KG,HAKUNA,,,45,KG,30000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,0.75,YES,RAINS,MAY,MAY,,,450,150000,1,2
02-15-25-91,0512-001-001,1,1,YES,,,NO,,KIENYEJI,TRADITIONAL,3,KG,HAKUNA,,,3,KG,0,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,YES,DROUGHT,MAY,MAY,,,100,30000,1,
29-85-19-31,0513-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,PUNDAMILIA,IMPROVED,4,KG,HAKUNA,,,4,KG,26000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,1,NO,,MAY,MAY,,,216,60000,1,2
29-85-19-31,0513-001-001,1,75,YES,,,YES,MORE FERTILE FOR THE SOIL,MABOGA,TRADITIONAL,250,OTHER (SPECIFY),250,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,MARCH,JUNE,,,150,50000,1,2
29-85-19-31,0513-001-001,2,26,YES,,,NO,,ALIZETI,TRADITIONAL,3,20 LITER BUCKET,3,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,MAY,JUNE,,,672,350000,1,2
50-14-76-19,0514-001-001,1,1,YES,,,NO,,SEED_CO,IMPROVED,3,KG,1,KG,TRADITIONAL,2,KG,15000,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,0.5,NO,,MAY,JUNE,,,108,25000,1,2
50-14-76-19,0514-001-001,2,3,YES,,,NO,,MKOMBITUNA,TRADITIONAL,1,KG,HAKUNA,,,1,KG,500,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,2.5,NO,,MAY,JUNE,,,36,192000,1,2
16-94-94-48,0515-001-001,2,26,NO,1/2,"OTHER, SPECIFY",NO,,SERENA PUNDAMILIA,TRADITIONAL,40,KG,40,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,6,NO,,MAY,JUNE,,,260,300000,1,2
16-94-94-48,0515-001-001,3,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,PIONNER,IMPROVED,2,KG,HAKUNA,,,2,KG,13000,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,0.25,NO,,MAY,JUNE,,,108,30000,1,2
16-94-94-48,0515-001-001,3,3,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,SERENA,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.25,NO,,MAY,JUNE,,,120,49000,1,2
24-89-62-63,0515-003-001,1,1,YES,,,NO,,PUNDAMILIA,TRADITIONAL,1.5,KG,1.5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,198,55000,1,2
24-89-62-63,0515-003-001,2,3,NO,1/2,WAS DIVIDED,NO,,MTAMA,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,200,84000,1,2
24-89-62-63,0515-003-001,2,26,NO,1/2,WAS DIVIDED,NO,,ALIZETI,TRADITIONAL,1.5,KG,1.5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,JUNE,JUNE,,,220,80000,1,2
55-47-18-86,0517-001-001,2,11,NO,1/4,WAS DIVIDED,NO,,VIAZI VITAMU,TRADITIONAL,1,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,APRIL,JULY,,,120,70000,1,
10-21-26-14,0518-001-001,1,1,YES,,,NO,,KISASA,IMPROVED,1,KG,HAKUNA,,,1,KG,6000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,DROUGHT,NO,DRY,,,,,,,,,,,
10-21-26-14,0518-001-001,2,3,YES,,,NO,,MTAMA MFUPI,TRADITIONAL,3,KG,3,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.2,YES,DROUGHT,JUNE,JUNE,,,60,32000,1,
10-21-26-14,0518-001-001,3,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KISASA,IMPROVED,3,KG,HAKUNA,,,3,KG,18000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,DROUGHT,YES,,0.5,YES,DROUGHT,JUNE,JUNE,,,240,96000,1,
10-21-26-14,0518-001-001,3,26,NO,1/2,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,22,KG,22,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.5,YES,DROUGHT,JUNE,JUNE,,,180,60000,1,
10-21-26-14,0518-001-001,3,28,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.1,YES,DROUGHT,MAY,MAY,,,120,36000,1,
57-94-84-68,0519-001-002,1,1,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,SEEDCO,IMPROVED,2,KG,HAKUNA,,,2,KG,12000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,0.5,NO,,MAY,JUNE,,,600,150000,1,2
57-94-84-68,0519-001-002,1,11,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KANISIA,TRADITIONAL,70,KG,HAKUNA,,,70,KG,6000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.25,NO,,MAY,JULY,,,240,30000,1,2
57-94-84-68,0519-001-002,1,19,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,SMALL CUP,HAKUNA,,,1,SMALL CUP,1500,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,0.5,NO,,JANUARY,MARCH,,,12,24000,1,2
57-94-84-68,0519-001-002,2,2,YES,,,NO,,KIENYEJI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,12000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,1,NO,,APRIL,JUNE,,,3000,1500000,1,2
92-69-46-35,0521-001-001,1,1,YES,,,NO,,KIENYEJI,TRADITIONAL,4,KG,HAKUNA,,,4,KG,48000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,YES,,2,NO,,JUNE,JUNE,,,1800,720000,1,
92-69-46-35,0521-001-001,2,28,NO,1/4,LACK OF TOOLS/EQUIPMENTS,NO,,KIENYEJI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,50000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,YES,,2.5,NO,,MAY,MAY,,,240,18000,1,
92-69-46-35,0521-001-001,3,2,YES,,,NO,,KIENYEJI,TRADITIONAL,80,KG,HAKUNA,,,80,KG,60000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,YES,,3,NO,,JUNE,JUNE,,,2800,1200000,1,
92-69-46-35,0521-001-001,4,2,YES,,,NO,,KIENYEJI,TRADITIONAL,40,KG,HAKUNA,,,40,KG,30000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,NO,DRY,,,,,,,,,,,
92-69-46-35,0521-001-001,6,2,YES,,,NO,,KIENYEJI,TRADITIONAL,60,KG,HAKUNA,,,60,KG,45000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,YES,,2.5,NO,,JUNE,JUNE,,,2160,1080000,1,
85-65-43-35,0521-001-003,1,1,NO,3/4,WAS DIVIDED,NO,,DK,IMPROVED,1,KG,HAKUNA,,,1,KG,5500,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,NO,,MAY,MAY,,,200,60000,1,
75-59-73-61,0522-001-001,2,2,YES,,,NO,,KIENYEJI,TRADITIONAL,9,KG,HAKUNA,,,9,KG,8000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,1,NO,,JUNE,JUNE,,,2240,800000,1,2
81-44-06-49,0525-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYE,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,1,YES,DROUGHT,JUNE,JUNE,,,600,180000,1,2
81-44-06-49,0525-001-001,1,28,NO,1/2,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,KARANGA NYEKUNDU,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.75,YES,DROUGHT,APRIL,APRIL,,,450,180000,1,2
81-44-06-49,0525-001-001,2,2,YES,,,NO,,KIENYEJI,TRADITIONAL,90,KG,90,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,5,NO,,MAY,JUNE,,,7350,3430000,1,2
81-44-06-49,0525-001-001,3,11,YES,,,NO,,KIENYEJI,TRADITIONAL,4,OTHER (SPECIFY),4,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,APRIL,AUGUST,,,1500,180000,1,2
81-44-06-49,0525-001-001,5,28,YES,,,NO,,KARANGA NYEKUNDU,TRADITIONAL,1,OTHER (SPECIFY),1,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.75,YES,DROUGHT,APRIL,APRIL,,,210,70000,1,2
44-54-17-13,0525-003-004,2,2,YES,,,NO,,KIENYEJI,TRADITIONAL,1,20 LITER BUCKET,1,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.25,YES,DROUGHT,JUNE,JUNE,,,450,150000,2,
36-34-79-20,0525-004-001,3,1,YES,,,NO,,STUKA,IMPROVED,6,KG,HAKUNA,,,6,KG,36000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,ANIMALS,YES,,0.4,YES,DROUGHT,MAY,MAY,,,500,210000,1,
36-34-79-20,0525-004-001,4,1,YES,,,YES,MORE FERTILE FOR THE SOIL,STUKA,IMPROVED,8,KG,HAKUNA,,,8,KG,48000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,ANIMALS,YES,,0.5,YES,DROUGHT,APRIL,MAY,,,600,253000,1,
36-34-79-20,0525-004-001,4,28,YES,,,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.3,YES,DROUGHT,MARCH,APRIL,,,60,60000,1,
96-26-27-84,0525-005-001,1,1,NO,1/4,LACK OF TOOLS/EQUIPMENTS,NO,,KIENYEJI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,YES,DROUGHT,JUNE,JUNE,,,720,180000,1,2
96-26-27-84,0525-005-001,1,28,NO,1/4,LACK OF TOOLS/EQUIPMENTS,NO,,KIENYEJI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,30000,GULIO,NDANI YA KIJIJI/MJI,NO,,YES,,1,YES,DROUGHT,APRIL,APRIL,,,60,60000,1,2
57-59-30-22,0525-005-003,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.5,YES,DROUGHT,APRIL,MAY,,,480,120000,1,2
57-59-30-22,0525-005-003,1,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.25,YES,DROUGHT,APRIL,MAY,,,180,60000,1,2
84-63-95-42,0528-001-001,1,1,NO,1/4,WAS DIVIDED,NO,,MAHINDI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,3.5,YES,DROUGHT,MARCH,APRIL,,,2800,1680000,1,
84-63-95-42,0528-001-001,2,2,YES,,,NO,,MPUNGA,TRADITIONAL,24,KG,24,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,1.5,YES,DROUGHT,APRIL,MAY,,,2000,1800000,1,
84-63-95-42,0528-001-001,3,2,YES,,,NO,,MPUNGA,TRADITIONAL,36,KG,36,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,3,YES,DROUGHT,MAY,JUNE,,,3000,2700000,1,
31-74-85-54,0528-001-002,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,DK,"IMPROVED, RECYCLED",2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.25,YES,DROUGHT,MAY,MAY,,,140,35000,1,
31-74-85-54,0528-001-002,1,28,YES,,,YES,MORE FERTILE FOR THE SOIL,KARANGA NYEKUNDU,"IMPROVED, RECYCLED",4,KG,4,KG,IMPROVED RECYCLED,HAKUNA,,,,,YES,DROUGHT,YES,,0.25,YES,DROUGHT,APRIL,APRIL,,,42,30000,1,
16-41-04-04,0529-001-001,1,1,NO,3/4,WAS DIVIDED,YES,OTHER (SPECIFY),PIONEA,TRADITIONAL,40,KG,40,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,2,YES,DROUGHT,MAY,JUNE,,,2600,780000,1,
16-41-04-04,0529-001-001,1,28,NO,1/2,WAS DIVIDED,YES,OTHER (SPECIFY),KARANGA,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,1,YES,DROUGHT,MAY,JUNE,,,300,756000,1,
16-41-04-04,0529-001-001,2,11,NO,1/2,LACK SEEDS,NO,,VIAZI VITAMU,TRADITIONAL,3,OTHER (SPECIFY),3,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,1,YES,DROUGHT,JUNE,SEPTEMBER,,,360,120000,1,
16-41-04-04,0529-001-001,3,28,NO,1/4,DROUGHT,NO,,KARANGA,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,0.2,YES,DROUGHT,MAY,JUNE,,,100,252000,1,
16-41-04-04,0529-001-001,4,2,YES,,,NO,,MPUNGA,TRADITIONAL,50,KG,50,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,2,YES,DROUGHT,MAY,JUNE,,,1500,1000000,1,
04-32-04-23,0529-001-003,1,1,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,0.1,YES,DROUGHT,APRIL,APRIL,,,200,60000,1,2
04-32-04-23,0529-001-003,1,28,NO,1/4,DROUGHT,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,0.1,YES,DROUGHT,MARCH,MARCH,,,60,90000,1,2
26-24-72-45,0530-001-001,2,1,NO,3/4,WAS DIVIDED,NO,,DK 450,IMPROVED,4,KG,HAKUNA,,,4,KG,21000,DUKANI/MCHUUZI,WILAYA NYINGINE,NO,,YES,,0.5,YES,INSECTS,JUNE,JUNE,,,324,126000,1,
26-24-72-45,0530-001-001,2,11,NO,1/4,WAS DIVIDED,NO,,VIAZI VYEKUNDU,TRADITIONAL,1,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.3,NO,,JULY,SEPTEMBER,,,300,75000,1,
26-24-72-45,0530-001-001,3,17,NO,1/4,LACK SEEDS,NO,,MEKUNDU,TRADITIONAL,2,LARGE CUP,HAKUNA,,,2,LARGE CUP,3000,SOKO,KARIBU NA KIJIJI,YES,INSECTS,YES,,0.2,YES,INSECTS,APRIL,APRIL,,,25,25000,1,
53-12-65-26,0530-001-003,1,1,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,SEEDCO,"IMPROVED, RECYCLED",1,20 LITER BUCKET,1,20 LITER BUCKET,IMPROVED RECYCLED,HAKUNA,,,,,YES,INSECTS,YES,,4,YES,INSECTS,APRIL,NOVEMBER,,,1200,864000,1,
53-12-65-26,0530-001-003,1,2,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,KALAMATA,TRADITIONAL,5,20 LITER BUCKET,5,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,NO,,YES,,3,YES,DROUGHT,JUNE,JULY,,,630,336000,1,
53-12-65-26,0530-001-003,1,28,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,KARANGA NYEKUNDU,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MARCH,APRIL,,,180,90000,1,
53-12-65-26,0530-001-003,1,34,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,MBEGU BORA,IMPROVED,4,20 LITER BUCKET,HAKUNA,,,4,20 LITER BUCKET,28000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,YES,,6,YES,INSECTS,JUNE,JULY,,,600,720000,1,
53-12-65-26,0530-001-003,2,1,NO,1/2,"OTHER, SPECIFY",NO,,SEEDCO,IMPROVED,24,KG,HAKUNA,,,24,KG,48000,DUKANI/MCHUUZI,MKOA MWINGINE,YES,INSECTS,YES,,3,YES,INSECTS,APRIL,APRIL,,,500,300000,1,
79-87-34-06,0531-001-001,2,2,YES,,,NO,,KIENYEJI,TRADITIONAL,40,KG,HAKUNA,,,40,KG,20000,JIRANI,NDANI YA KIJIJI/MJI,NO,,NO,DRY,,,,,,,,,,,
79-87-34-06,0531-001-001,3,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,5,KG,HAKUNA,,,5,KG,5000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,5,YES,DROUGHT,JUNE,JUNE,,,360,90000,1,
79-87-34-06,0531-001-001,3,28,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,5,YES,DROUGHT,APRIL,MAY,,,980,294000,1,
92-68-11-85,0532-001-001,1,1,YES,,,NO,,DK 99,IMPROVED,20,KG,HAKUNA,,,20,KG,118000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,YES,,4,NO,,JUNE,JUNE,,,2160,840000,1,2
92-68-11-85,0532-001-001,3,2,NO,3/4,LACK OF TOOLS/EQUIPMENTS,NO,,KALAMATA,TRADITIONAL,85,KG,85,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,3.5,YES,DROUGHT,JUNE,JUNE,,,4800,1800000,1,2
08-64-64-36,0534-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,15,KG,15,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.75,YES,DROUGHT,APRIL,APRIL,,,880,245000,1,2
08-64-64-36,0534-001-001,1,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,1,YES,DROUGHT,MAY,MAY,,,336,280000,1,2
08-64-64-36,0534-001-001,1,34,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MBEGU YA KISASA,TRADITIONAL,18,KG,HAKUNA,,,18,KG,240000,CHAMA WAKULIMA,NDANI YA KIJIJI/MJI,YES,INSECTS,YES,,1,YES,INSECTS,JUNE,JUNE,,,110,132000,1,2
08-64-64-36,0534-001-001,3,2,YES,,,NO,,KIENYEJI,TRADITIONAL,2,20 LITER BUCKET,2,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,1.25,YES,DROUGHT,JUNE,JUNE,,,2100,980000,1,2
08-64-64-36,0534-001-001,5,2,NO,1/2,LACK OF TOOLS/EQUIPMENTS,NO,,KIENYEJI,TRADITIONAL,2,20 LITER BUCKET,2,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,2,YES,DROUGHT,MAY,MAY,,,3150,1470000,1,2
30-98-08-59,0535-001-001,1,1,NO,1/4,LACK OF TOOLS/EQUIPMENTS,NO,,STUKA,IMPROVED,8,KG,HAKUNA,,,8,KG,40000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,ANIMALS,YES,,0.2,YES,DROUGHT,APRIL,MAY,,,300,90000,1,
01-41-05-70,0536-001-001,1,1,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,3,KG,HAKUNA,,,3,KG,36000,GULIO,NDANI YA KIJIJI/MJI,NO,,YES,,1,YES,DROUGHT,JUNE,JUNE,,,560,224000,1,2
01-41-05-70,0536-001-001,1,2,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,11000,GULIO,NDANI YA KIJIJI/MJI,NO,,YES,,1,YES,DROUGHT,JUNE,JUNE,,,840,360000,1,2
01-41-05-70,0536-001-001,1,28,NO,1/4,WAS DIVIDED,NO,,NYEKUNDU,IMPROVED,40,KG,HAKUNA,,,40,KG,22000,GULIO,NDANI YA KIJIJI/MJI,NO,,YES,,1,YES,DROUGHT,APRIL,APRIL,,,2700,702000,1,2
98-57-18-93,0537-001-001,4,1,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,20 LITER BUCKET,1,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.5,YES,DROUGHT,JUNE,JUNE,,,160,80000,1,2
98-57-18-93,0537-001-001,4,2,NO,1/2,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,5,20 LITER BUCKET,5,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.25,YES,DROUGHT,JUNE,JUNE,,,405,140000,1,
98-57-18-93,0537-001-001,4,11,YES,,,NO,,KIENYEJI,TRADITIONAL,5,OTHER (SPECIFY),5,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.5,YES,DROUGHT,JUNE,JUNE,,,450,40000,1,2
68-28-88-02,0539-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,UKILIGURU,"IMPROVED, RECYCLED",1,20 LITER BUCKET,1,20 LITER BUCKET,IMPROVED RECYCLED,HAKUNA,,,,,YES,ANIMALS,YES,,10,YES,ANIMALS,MAY,AUGUST,,,2800,840000,1,2
68-28-88-02,0539-001-001,1,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KARANGA NYEUPE,TRADITIONAL,1,20 LITER BUCKET,1,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,NO,,YES,,16,NO,,APRIL,MAY,,,720,324000,1,2
30-80-71-86,0542-001-002,1,1,YES,,,NO,,KITALE DK,"IMPROVED, RECYCLED",1,20 LITER BUCKET,1,20 LITER BUCKET,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,2,NO,,APRIL,JUNE,,,864,240000,2,
12-00-28-08,0543-001-001,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,SEEDCO,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,3,NO,,JULY,JULY,,,432,168000,1,2
12-00-28-08,0543-001-001,2,11,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,LULU,TRADITIONAL,10,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.3,NO,,JUNE,JULY,,,100,12000,1,2
12-00-28-08,0543-001-001,2,34,YES,,,YES,MORE FERTILE FOR THE SOIL,PAMBA,TRADITIONAL,30,KG,HAKUNA,,,30,KG,19500,USHIRIKA,NDANI YA KIJIJI/MJI,NO,,YES,,3,NO,,JULY,JULY,,,545,600000,1,
25-52-41-32,0545-006-001,1,2,YES,,,NO,,SALO,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,5,NO,,JUNE,JUNE,,,1400,1000000,1,
20-78-49-50,0547-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,APRIL,APRIL,,,60,5000,1,
20-78-49-50,0547-001-001,1,18,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,APRIL,APRIL,,,10,6000,1,
20-78-49-50,0547-001-001,1,74,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,0.5,SMALL CUP,0.5,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,APRIL,APRIL,,,20,10000,1,
26-14-17-11,0548-001-001,1,1,NO,1/2,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,APRIL,MAY,,,54,21000,2,
26-14-17-11,0548-001-001,1,18,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KUNDE NYEUPE,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,MARCH,MARCH,,,20,30000,2,
22-35-45-21,0551-001-001,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,DK,IMPROVED,2,KG,HAKUNA,,,2,KG,7000,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,0.5,NO,,MAY,MAY,,,120,96000,1,2
22-35-45-21,0551-001-001,2,17,YES,,,YES,MORE FERTILE FOR THE SOIL,SOYA,TRADITIONAL,2,KG,HAKUNA,,,2,KG,2400,SOKO,KARIBU NA KIJIJI,NO,,YES,,0.5,NO,,APRIL,APRIL,,,20,10000,1,2
