interview__key,sdd_hhid,productid,lf08_01,lf08_02,lf08_03_1,lf08_03_2,lf08_04,lf08_05_1,lf08_05_2,lf08_06,lf08_07_a,lf08_07_b,lf08_07_c,lf08_08_1,lf08_08_2
93-13-13-82,0183-002-003,SKIN/HIDES,NO,,,,,,,,,,,,
00-11-15-68,0184-001-001,EGGS,,,,,,,,,,,,,
00-11-15-68,0184-001-001,HONEY,,,,,,,,,,,,,
00-11-15-68,0184-001-001,SKIN/HIDES,,,,,,,,,,,,,
52-59-56-82,0185-001-002,EGGS,,,,,,,,,,,,,
52-59-56-82,0185-001-002,HONEY,,,,,,,,,,,,,
52-59-56-82,0185-001-002,SKIN/HIDES,,,,,,,,,,,,,
91-74-83-64,0186-001-001,EGGS,,,,,,,,,,,,,
91-74-83-64,0186-001-001,HONEY,,,,,,,,,,,,,
91-74-83-64,0186-001-001,SKIN/HIDES,,,,,,,,,,,,,
90-16-09-17,0186-001-005,EGGS,,,,,,,,,,,,,
90-16-09-17,0186-001-005,HONEY,,,,,,,,,,,,,
90-16-09-17,0186-001-005,SKIN/HIDES,,,,,,,,,,,,,
80-57-22-37,0186-003-001,EGGS,,,,,,,,,,,,,
80-57-22-37,0186-003-001,HONEY,,,,,,,,,,,,,
80-57-22-37,0186-003-001,SKIN/HIDES,,,,,,,,,,,,,
15-56-66-55,0186-004-001,EGGS,,,,,,,,,,,,,
15-56-66-55,0186-004-001,HONEY,,,,,,,,,,,,,
15-56-66-55,0186-004-001,SKIN/HIDES,,,,,,,,,,,,,
55-87-10-73,0187-001-001,EGGS,,,,,,,,,,,,,
55-87-10-73,0187-001-001,HONEY,,,,,,,,,,,,,
55-87-10-73,0187-001-001,SKIN/HIDES,,,,,,,,,,,,,
19-67-55-32,0187-001-003,EGGS,,,,,,,,,,,,,
19-67-55-32,0187-001-003,HONEY,,,,,,,,,,,,,
19-67-55-32,0187-001-003,SKIN/HIDES,,,,,,,,,,,,,
22-19-42-39,0188-001-001,EGGS,YES,4,88,PIECES,NO,,,,,,,,
22-19-42-39,0188-001-001,HONEY,NO,,,,,,,,,,,,
22-19-42-39,0188-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
32-98-17-50,0189-001-001,EGGS,,,,,,,,,,,,,
32-98-17-50,0189-001-001,HONEY,,,,,,,,,,,,,
32-98-17-50,0189-001-001,SKIN/HIDES,,,,,,,,,,,,,
69-12-32-87,0191-001-001,EGGS,,,,,,,,,,,,,
69-12-32-87,0191-001-001,HONEY,,,,,,,,,,,,,
69-12-32-87,0191-001-001,SKIN/HIDES,,,,,,,,,,,,,
88-53-04-67,0192-001-002,EGGS,,,,,,,,,,,,,
88-53-04-67,0192-001-002,HONEY,,,,,,,,,,,,,
88-53-04-67,0192-001-002,SKIN/HIDES,,,,,,,,,,,,,
45-87-86-23,0193-001-001,EGGS,,,,,,,,,,,,,
45-87-86-23,0193-001-001,HONEY,,,,,,,,,,,,,
45-87-86-23,0193-001-001,SKIN/HIDES,,,,,,,,,,,,,
18-27-98-28,0194-001-001,EGGS,,,,,,,,,,,,,
18-27-98-28,0194-001-001,HONEY,,,,,,,,,,,,,
18-27-98-28,0194-001-001,SKIN/HIDES,,,,,,,,,,,,,
22-11-01-92,0194-007-002,EGGS,,,,,,,,,,,,,
22-11-01-92,0194-007-002,HONEY,,,,,,,,,,,,,
22-11-01-92,0194-007-002,SKIN/HIDES,,,,,,,,,,,,,
66-54-30-86,0195-001-001,EGGS,,,,,,,,,,,,,
66-54-30-86,0195-001-001,HONEY,,,,,,,,,,,,,
66-54-30-86,0195-001-001,SKIN/HIDES,,,,,,,,,,,,,
37-52-42-87,0195-001-003,EGGS,,,,,,,,,,,,,
37-52-42-87,0195-001-003,HONEY,,,,,,,,,,,,,
37-52-42-87,0195-001-003,SKIN/HIDES,,,,,,,,,,,,,
43-65-07-99,0195-006-001,EGGS,,,,,,,,,,,,,
43-65-07-99,0195-006-001,HONEY,,,,,,,,,,,,,
43-65-07-99,0195-006-001,SKIN/HIDES,,,,,,,,,,,,,
73-01-73-94,0196-001-001,EGGS,YES,4,10,PIECES,NO,,,,,,,,
73-01-73-94,0196-001-001,HONEY,NO,,,,,,,,,,,,
73-01-73-94,0196-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
42-23-49-92,0197-001-001,EGGS,,,,,,,,,,,,,
42-23-49-92,0197-001-001,HONEY,,,,,,,,,,,,,
42-23-49-92,0197-001-001,SKIN/HIDES,,,,,,,,,,,,,
88-74-53-78,0198-001-001,EGGS,,,,,,,,,,,,,
88-74-53-78,0198-001-001,HONEY,,,,,,,,,,,,,
88-74-53-78,0198-001-001,SKIN/HIDES,,,,,,,,,,,,,
56-90-38-75,0199-001-001,EGGS,,,,,,,,,,,,,
56-90-38-75,0199-001-001,HONEY,,,,,,,,,,,,,
56-90-38-75,0199-001-001,SKIN/HIDES,,,,,,,,,,,,,
22-00-58-38,0199-001-002,EGGS,,,,,,,,,,,,,
22-00-58-38,0199-001-002,HONEY,,,,,,,,,,,,,
22-00-58-38,0199-001-002,SKIN/HIDES,,,,,,,,,,,,,
43-54-63-75,0199-001-014,EGGS,,,,,,,,,,,,,
43-54-63-75,0199-001-014,HONEY,,,,,,,,,,,,,
43-54-63-75,0199-001-014,SKIN/HIDES,,,,,,,,,,,,,
43-42-16-20,0199-008-001,EGGS,,,,,,,,,,,,,
43-42-16-20,0199-008-001,HONEY,,,,,,,,,,,,,
43-42-16-20,0199-008-001,SKIN/HIDES,,,,,,,,,,,,,
74-58-36-12,0199-008-003,EGGS,,,,,,,,,,,,,
74-58-36-12,0199-008-003,HONEY,,,,,,,,,,,,,
74-58-36-12,0199-008-003,SKIN/HIDES,,,,,,,,,,,,,
68-34-72-68,0200-001-001,EGGS,,,,,,,,,,,,,
68-34-72-68,0200-001-001,HONEY,,,,,,,,,,,,,
68-34-72-68,0200-001-001,SKIN/HIDES,,,,,,,,,,,,,
21-95-94-12,0201-001-001,EGGS,,,,,,,,,,,,,
21-95-94-12,0201-001-001,HONEY,,,,,,,,,,,,,
21-95-94-12,0201-001-001,SKIN/HIDES,,,,,,,,,,,,,
84-55-32-10,0202-002-001,EGGS,YES,2,16,PIECES,NO,,,,,,,,
84-55-32-10,0202-002-001,HONEY,NO,,,,,,,,,,,,
84-55-32-10,0202-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
61-58-21-91,0203-001-001,EGGS,,,,,,,,,,,,,
61-58-21-91,0203-001-001,HONEY,,,,,,,,,,,,,
61-58-21-91,0203-001-001,SKIN/HIDES,,,,,,,,,,,,,
58-70-71-25,0203-001-002,EGGS,,,,,,,,,,,,,
58-70-71-25,0203-001-002,HONEY,,,,,,,,,,,,,
58-70-71-25,0203-001-002,SKIN/HIDES,,,,,,,,,,,,,
85-27-88-94,0204-001-001,EGGS,,,,,,,,,,,,,
85-27-88-94,0204-001-001,HONEY,,,,,,,,,,,,,
85-27-88-94,0204-001-001,SKIN/HIDES,,,,,,,,,,,,,
40-89-03-58,0204-001-009,EGGS,,,,,,,,,,,,,
40-89-03-58,0204-001-009,HONEY,,,,,,,,,,,,,
40-89-03-58,0204-001-009,SKIN/HIDES,,,,,,,,,,,,,
64-87-80-64,0204-008-001,EGGS,,,,,,,,,,,,,
64-87-80-64,0204-008-001,HONEY,,,,,,,,,,,,,
64-87-80-64,0204-008-001,SKIN/HIDES,,,,,,,,,,,,,
58-88-28-93,0205-001-001,EGGS,,,,,,,,,,,,,
58-88-28-93,0205-001-001,HONEY,,,,,,,,,,,,,
58-88-28-93,0205-001-001,SKIN/HIDES,,,,,,,,,,,,,
83-06-62-27,0208-004-001,EGGS,YES,3,30,PIECES,NO,,,,,,,,
83-06-62-27,0208-004-001,HONEY,NO,,,,,,,,,,,,
83-06-62-27,0208-004-001,SKIN/HIDES,NO,,,,,,,,,,,,
79-05-47-33,0210-001-001,EGGS,,,,,,,,,,,,,
79-05-47-33,0210-001-001,HONEY,,,,,,,,,,,,,
79-05-47-33,0210-001-001,SKIN/HIDES,,,,,,,,,,,,,
03-96-67-80,0210-002-002,EGGS,,,,,,,,,,,,,
03-96-67-80,0210-002-002,HONEY,,,,,,,,,,,,,
03-96-67-80,0210-002-002,SKIN/HIDES,,,,,,,,,,,,,
11-75-06-50,0211-001-001,EGGS,,,,,,,,,,,,,
11-75-06-50,0211-001-001,HONEY,,,,,,,,,,,,,
11-75-06-50,0211-001-001,SKIN/HIDES,,,,,,,,,,,,,
26-67-43-95,0211-006-001,EGGS,,,,,,,,,,,,,
26-67-43-95,0211-006-001,HONEY,,,,,,,,,,,,,
26-67-43-95,0211-006-001,SKIN/HIDES,,,,,,,,,,,,,
49-03-77-61,0212-001-001,EGGS,,,,,,,,,,,,,
49-03-77-61,0212-001-001,HONEY,,,,,,,,,,,,,
49-03-77-61,0212-001-001,SKIN/HIDES,,,,,,,,,,,,,
80-82-58-54,0214-001-001,EGGS,,,,,,,,,,,,,
80-82-58-54,0214-001-001,HONEY,,,,,,,,,,,,,
80-82-58-54,0214-001-001,SKIN/HIDES,,,,,,,,,,,,,
47-56-60-71,0215-001-001,EGGS,YES,2,16,PIECES,NO,,,,,,,,
47-56-60-71,0215-001-001,HONEY,NO,,,,,,,,,,,,
47-56-60-71,0215-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
43-96-13-63,0216-001-001,EGGS,,,,,,,,,,,,,
43-96-13-63,0216-001-001,HONEY,,,,,,,,,,,,,
43-96-13-63,0216-001-001,SKIN/HIDES,,,,,,,,,,,,,
11-90-11-27,0216-006-001,EGGS,,,,,,,,,,,,,
11-90-11-27,0216-006-001,HONEY,,,,,,,,,,,,,
11-90-11-27,0216-006-001,SKIN/HIDES,,,,,,,,,,,,,
06-94-34-79,0217-001-001,EGGS,,,,,,,,,,,,,
06-94-34-79,0217-001-001,HONEY,,,,,,,,,,,,,
06-94-34-79,0217-001-001,SKIN/HIDES,,,,,,,,,,,,,
02-85-44-36,0217-002-001,EGGS,,,,,,,,,,,,,
02-85-44-36,0217-002-001,HONEY,,,,,,,,,,,,,
02-85-44-36,0217-002-001,SKIN/HIDES,,,,,,,,,,,,,
58-92-13-43,0218-001-001,EGGS,,,,,,,,,,,,,
58-92-13-43,0218-001-001,HONEY,,,,,,,,,,,,,
58-92-13-43,0218-001-001,SKIN/HIDES,,,,,,,,,,,,,
60-79-06-82,0218-001-002,EGGS,,,,,,,,,,,,,
60-79-06-82,0218-001-002,HONEY,,,,,,,,,,,,,
60-79-06-82,0218-001-002,SKIN/HIDES,,,,,,,,,,,,,
43-30-23-38,0218-001-003,EGGS,YES,2,25,PIECES,NO,,,,,,,,
43-30-23-38,0218-001-003,HONEY,NO,,,,,,,,,,,,
43-30-23-38,0218-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
06-92-75-91,0218-001-005,EGGS,,,,,,,,,,,,,
06-92-75-91,0218-001-005,HONEY,,,,,,,,,,,,,
06-92-75-91,0218-001-005,SKIN/HIDES,,,,,,,,,,,,,
98-66-63-47,0219-001-001,EGGS,,,,,,,,,,,,,
98-66-63-47,0219-001-001,HONEY,,,,,,,,,,,,,
98-66-63-47,0219-001-001,SKIN/HIDES,,,,,,,,,,,,,
32-61-13-34,0219-005-001,EGGS,,,,,,,,,,,,,
32-61-13-34,0219-005-001,HONEY,,,,,,,,,,,,,
32-61-13-34,0219-005-001,SKIN/HIDES,,,,,,,,,,,,,
97-60-22-72,0220-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
97-60-22-72,0220-001-001,HONEY,NO,,,,,,,,,,,,
97-60-22-72,0220-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
00-92-63-48,0220-001-003,EGGS,,,,,,,,,,,,,
00-92-63-48,0220-001-003,HONEY,,,,,,,,,,,,,
00-92-63-48,0220-001-003,SKIN/HIDES,,,,,,,,,,,,,
14-53-90-07,0220-001-006,EGGS,,,,,,,,,,,,,
14-53-90-07,0220-001-006,HONEY,,,,,,,,,,,,,
14-53-90-07,0220-001-006,SKIN/HIDES,,,,,,,,,,,,,
73-82-11-64,0220-001-007,EGGS,,,,,,,,,,,,,
73-82-11-64,0220-001-007,HONEY,,,,,,,,,,,,,
73-82-11-64,0220-001-007,SKIN/HIDES,,,,,,,,,,,,,
75-78-20-22,0220-001-008,EGGS,,,,,,,,,,,,,
75-78-20-22,0220-001-008,HONEY,,,,,,,,,,,,,
75-78-20-22,0220-001-008,SKIN/HIDES,,,,,,,,,,,,,
93-34-26-43,0221-001-001,EGGS,,,,,,,,,,,,,
93-34-26-43,0221-001-001,HONEY,,,,,,,,,,,,,
93-34-26-43,0221-001-001,SKIN/HIDES,,,,,,,,,,,,,
77-56-32-86,0222-001-001,EGGS,,,,,,,,,,,,,
77-56-32-86,0222-001-001,HONEY,,,,,,,,,,,,,
77-56-32-86,0222-001-001,SKIN/HIDES,,,,,,,,,,,,,
67-31-73-27,0223-001-001,EGGS,,,,,,,,,,,,,
67-31-73-27,0223-001-001,HONEY,,,,,,,,,,,,,
67-31-73-27,0223-001-001,SKIN/HIDES,,,,,,,,,,,,,
33-67-18-79,0224-001-001,EGGS,,,,,,,,,,,,,
33-67-18-79,0224-001-001,HONEY,,,,,,,,,,,,,
33-67-18-79,0224-001-001,SKIN/HIDES,,,,,,,,,,,,,
84-84-63-90,0225-001-001,EGGS,,,,,,,,,,,,,
84-84-63-90,0225-001-001,HONEY,,,,,,,,,,,,,
84-84-63-90,0225-001-001,SKIN/HIDES,,,,,,,,,,,,,
72-31-02-65,0225-001-003,EGGS,,,,,,,,,,,,,
72-31-02-65,0225-001-003,HONEY,,,,,,,,,,,,,
72-31-02-65,0225-001-003,SKIN/HIDES,,,,,,,,,,,,,
19-92-84-46,0226-001-001,EGGS,,,,,,,,,,,,,
19-92-84-46,0226-001-001,HONEY,,,,,,,,,,,,,
19-92-84-46,0226-001-001,SKIN/HIDES,,,,,,,,,,,,,
29-59-86-09,0228-001-003,EGGS,,,,,,,,,,,,,
29-59-86-09,0228-001-003,HONEY,,,,,,,,,,,,,
29-59-86-09,0228-001-003,SKIN/HIDES,,,,,,,,,,,,,
45-35-51-47,0228-001-004,EGGS,,,,,,,,,,,,,
45-35-51-47,0228-001-004,HONEY,,,,,,,,,,,,,
45-35-51-47,0228-001-004,SKIN/HIDES,,,,,,,,,,,,,
54-34-22-32,0228-001-005,EGGS,,,,,,,,,,,,,
54-34-22-32,0228-001-005,HONEY,,,,,,,,,,,,,
54-34-22-32,0228-001-005,SKIN/HIDES,,,,,,,,,,,,,
64-31-82-27,0228-001-006,EGGS,,,,,,,,,,,,,
64-31-82-27,0228-001-006,HONEY,,,,,,,,,,,,,
64-31-82-27,0228-001-006,SKIN/HIDES,,,,,,,,,,,,,
36-07-10-97,0230-001-001,EGGS,YES,6,280,PIECES,YES,240,PIECES,96000,9,,NDANI YA KIJIJI /MJI,2,
36-07-10-97,0230-001-001,HONEY,NO,,,,,,,,,,,,
36-07-10-97,0230-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
17-61-33-27,0231-001-001,EGGS,YES,6,30,PIECES,NO,,,,,,,,
17-61-33-27,0231-001-001,HONEY,NO,,,,,,,,,,,,
17-61-33-27,0231-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
32-98-50-34,0232-001-001,EGGS,,,,,,,,,,,,,
32-98-50-34,0232-001-001,HONEY,,,,,,,,,,,,,
32-98-50-34,0232-001-001,SKIN/HIDES,,,,,,,,,,,,,
70-97-13-97,0232-001-002,EGGS,,,,,,,,,,,,,
70-97-13-97,0232-001-002,HONEY,,,,,,,,,,,,,
70-97-13-97,0232-001-002,SKIN/HIDES,,,,,,,,,,,,,
16-71-73-07,0233-001-001,EGGS,YES,2,73,PIECES,NO,,,,,,,,
16-71-73-07,0233-001-001,HONEY,NO,,,,,,,,,,,,
16-71-73-07,0233-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
88-13-25-26,0235-001-002,EGGS,,,,,,,,,,,,,
88-13-25-26,0235-001-002,HONEY,,,,,,,,,,,,,
88-13-25-26,0235-001-002,SKIN/HIDES,,,,,,,,,,,,,
93-28-19-25,0236-005-001,EGGS,YES,2,20,PIECES,NO,,,,,,,,
93-28-19-25,0236-005-001,HONEY,NO,,,,,,,,,,,,
93-28-19-25,0236-005-001,SKIN/HIDES,NO,,,,,,,,,,,,
38-93-36-62,0238-001-001,EGGS,,,,,,,,,,,,,
38-93-36-62,0238-001-001,HONEY,,,,,,,,,,,,,
38-93-36-62,0238-001-001,SKIN/HIDES,,,,,,,,,,,,,
81-08-56-98,0239-001-001,EGGS,,,,,,,,,,,,,
81-08-56-98,0239-001-001,HONEY,,,,,,,,,,,,,
81-08-56-98,0239-001-001,SKIN/HIDES,,,,,,,,,,,,,
32-58-01-01,0239-001-004,EGGS,,,,,,,,,,,,,
32-58-01-01,0239-001-004,HONEY,,,,,,,,,,,,,
32-58-01-01,0239-001-004,SKIN/HIDES,,,,,,,,,,,,,
47-72-46-38,0239-106-001,EGGS,,,,,,,,,,,,,
47-72-46-38,0239-106-001,HONEY,,,,,,,,,,,,,
47-72-46-38,0239-106-001,SKIN/HIDES,,,,,,,,,,,,,
28-82-44-02,0240-001-001,EGGS,,,,,,,,,,,,,
28-82-44-02,0240-001-001,HONEY,,,,,,,,,,,,,
28-82-44-02,0240-001-001,SKIN/HIDES,,,,,,,,,,,,,
02-85-17-16,0241-001-001,EGGS,,,,,,,,,,,,,
02-85-17-16,0241-001-001,HONEY,,,,,,,,,,,,,
02-85-17-16,0241-001-001,SKIN/HIDES,,,,,,,,,,,,,
99-85-97-80,0242-001-001,EGGS,YES,5,50,PIECES,YES,150,PIECES,75000,3,,KARIBU NA KIJIJI,1,2
99-85-97-80,0242-001-001,HONEY,NO,,,,,,,,,,,,
99-85-97-80,0242-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
05-26-99-01,0243-001-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
05-26-99-01,0243-001-001,HONEY,NO,,,,,,,,,,,,
05-26-99-01,0243-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
21-44-88-45,0244-001-001,EGGS,YES,5,57,PIECES,NO,,,,,,,,
21-44-88-45,0244-001-001,HONEY,NO,,,,,,,,,,,,
21-44-88-45,0244-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
42-03-35-97,0247-001-001,EGGS,,,,,,,,,,,,,
42-03-35-97,0247-001-001,HONEY,,,,,,,,,,,,,
42-03-35-97,0247-001-001,SKIN/HIDES,,,,,,,,,,,,,
29-56-58-07,0249-001-001,EGGS,NO,,,,,,,,,,,,
29-56-58-07,0249-001-001,HONEY,NO,,,,,,,,,,,,
29-56-58-07,0249-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
47-43-87-43,0251-001-001,EGGS,,,,,,,,,,,,,
47-43-87-43,0251-001-001,HONEY,,,,,,,,,,,,,
47-43-87-43,0251-001-001,SKIN/HIDES,,,,,,,,,,,,,
67-10-80-24,0252-001-001,EGGS,,,,,,,,,,,,,
67-10-80-24,0252-001-001,HONEY,,,,,,,,,,,,,
67-10-80-24,0252-001-001,SKIN/HIDES,,,,,,,,,,,,,
47-10-37-20,0253-001-001,EGGS,,,,,,,,,,,,,
47-10-37-20,0253-001-001,HONEY,,,,,,,,,,,,,
47-10-37-20,0253-001-001,SKIN/HIDES,,,,,,,,,,,,,
11-56-64-74,0254-001-001,EGGS,,,,,,,,,,,,,
11-56-64-74,0254-001-001,HONEY,,,,,,,,,,,,,
11-56-64-74,0254-001-001,SKIN/HIDES,,,,,,,,,,,,,
66-44-07-30,0255-001-001,EGGS,YES,3,10,PIECES,NO,,,,,,,,
66-44-07-30,0255-001-001,HONEY,NO,,,,,,,,,,,,
66-44-07-30,0255-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
42-84-07-76,0255-001-009,EGGS,,,,,,,,,,,,,
42-84-07-76,0255-001-009,HONEY,,,,,,,,,,,,,
42-84-07-76,0255-001-009,SKIN/HIDES,,,,,,,,,,,,,
56-73-22-28,0257-001-001,EGGS,YES,4,30,PIECES,NO,,,,,,,,
56-73-22-28,0257-001-001,HONEY,NO,,,,,,,,,,,,
56-73-22-28,0257-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
68-63-08-39,0259-001-001,EGGS,,,,,,,,,,,,,
68-63-08-39,0259-001-001,HONEY,,,,,,,,,,,,,
68-63-08-39,0259-001-001,SKIN/HIDES,,,,,,,,,,,,,
51-99-35-71,0259-004-001,EGGS,,,,,,,,,,,,,
51-99-35-71,0259-004-001,HONEY,,,,,,,,,,,,,
51-99-35-71,0259-004-001,SKIN/HIDES,,,,,,,,,,,,,
12-03-97-45,0260-001-001,EGGS,YES,3,30,PIECES,NO,,,,,,,,
12-03-97-45,0260-001-001,HONEY,NO,,,,,,,,,,,,
12-03-97-45,0260-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
35-64-91-26,0261-001-001,EGGS,,,,,,,,,,,,,
35-64-91-26,0261-001-001,HONEY,,,,,,,,,,,,,
35-64-91-26,0261-001-001,SKIN/HIDES,,,,,,,,,,,,,
85-90-36-67,0261-001-002,EGGS,,,,,,,,,,,,,
85-90-36-67,0261-001-002,HONEY,,,,,,,,,,,,,
85-90-36-67,0261-001-002,SKIN/HIDES,,,,,,,,,,,,,
91-56-57-06,0262-001-002,EGGS,,,,,,,,,,,,,
91-56-57-06,0262-001-002,HONEY,,,,,,,,,,,,,
91-56-57-06,0262-001-002,SKIN/HIDES,,,,,,,,,,,,,
89-92-90-61,0263-001-001,EGGS,,,,,,,,,,,,,
89-92-90-61,0263-001-001,HONEY,,,,,,,,,,,,,
89-92-90-61,0263-001-001,SKIN/HIDES,,,,,,,,,,,,,
73-66-70-99,0263-001-004,EGGS,,,,,,,,,,,,,
73-66-70-99,0263-001-004,HONEY,,,,,,,,,,,,,
73-66-70-99,0263-001-004,SKIN/HIDES,,,,,,,,,,,,,
07-23-75-51,0263-001-006,EGGS,,,,,,,,,,,,,
07-23-75-51,0263-001-006,HONEY,,,,,,,,,,,,,
07-23-75-51,0263-001-006,SKIN/HIDES,,,,,,,,,,,,,
72-76-27-22,0264-001-001,EGGS,,,,,,,,,,,,,
72-76-27-22,0264-001-001,HONEY,,,,,,,,,,,,,
72-76-27-22,0264-001-001,SKIN/HIDES,,,,,,,,,,,,,
96-22-42-95,0265-001-001,EGGS,,,,,,,,,,,,,
96-22-42-95,0265-001-001,HONEY,,,,,,,,,,,,,
96-22-42-95,0265-001-001,SKIN/HIDES,,,,,,,,,,,,,
21-28-91-77,0266-001-001,EGGS,,,,,,,,,,,,,
21-28-91-77,0266-001-001,HONEY,,,,,,,,,,,,,
21-28-91-77,0266-001-001,SKIN/HIDES,,,,,,,,,,,,,
08-95-27-37,0267-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
08-95-27-37,0267-001-001,HONEY,NO,,,,,,,,,,,,
08-95-27-37,0267-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
56-07-21-94,0267-001-003,EGGS,,,,,,,,,,,,,
56-07-21-94,0267-001-003,HONEY,,,,,,,,,,,,,
56-07-21-94,0267-001-003,SKIN/HIDES,,,,,,,,,,,,,
61-93-73-52,0267-001-005,EGGS,,,,,,,,,,,,,
61-93-73-52,0267-001-005,HONEY,,,,,,,,,,,,,
61-93-73-52,0267-001-005,SKIN/HIDES,,,,,,,,,,,,,
45-28-40-86,0267-001-006,EGGS,,,,,,,,,,,,,
45-28-40-86,0267-001-006,HONEY,,,,,,,,,,,,,
45-28-40-86,0267-001-006,SKIN/HIDES,,,,,,,,,,,,,
70-01-39-09,0267-104-001,EGGS,,,,,,,,,,,,,
70-01-39-09,0267-104-001,HONEY,,,,,,,,,,,,,
70-01-39-09,0267-104-001,SKIN/HIDES,,,,,,,,,,,,,
99-73-94-40,0268-001-001,EGGS,,,,,,,,,,,,,
99-73-94-40,0268-001-001,HONEY,,,,,,,,,,,,,
99-73-94-40,0268-001-001,SKIN/HIDES,,,,,,,,,,,,,
88-55-89-02,0268-001-002,EGGS,,,,,,,,,,,,,
88-55-89-02,0268-001-002,HONEY,,,,,,,,,,,,,
88-55-89-02,0268-001-002,SKIN/HIDES,,,,,,,,,,,,,
07-15-41-44,0269-001-001,EGGS,,,,,,,,,,,,,
07-15-41-44,0269-001-001,HONEY,,,,,,,,,,,,,
07-15-41-44,0269-001-001,SKIN/HIDES,,,,,,,,,,,,,
13-53-55-54,0270-002-001,EGGS,,,,,,,,,,,,,
13-53-55-54,0270-002-001,HONEY,,,,,,,,,,,,,
13-53-55-54,0270-002-001,SKIN/HIDES,,,,,,,,,,,,,
44-15-25-13,0271-002-001,EGGS,YES,2,17,PIECES,NO,,,,,,,,
44-15-25-13,0271-002-001,HONEY,NO,,,,,,,,,,,,
44-15-25-13,0271-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
19-00-41-84,0272-001-001,EGGS,,,,,,,,,,,,,
19-00-41-84,0272-001-001,HONEY,,,,,,,,,,,,,
19-00-41-84,0272-001-001,SKIN/HIDES,,,,,,,,,,,,,
57-34-89-32,0273-001-001,EGGS,,,,,,,,,,,,,
57-34-89-32,0273-001-001,HONEY,,,,,,,,,,,,,
57-34-89-32,0273-001-001,SKIN/HIDES,,,,,,,,,,,,,
83-68-94-38,0273-005-001,EGGS,,,,,,,,,,,,,
83-68-94-38,0273-005-001,HONEY,,,,,,,,,,,,,
83-68-94-38,0273-005-001,SKIN/HIDES,,,,,,,,,,,,,
14-60-99-32,0274-001-001,EGGS,,,,,,,,,,,,,
14-60-99-32,0274-001-001,HONEY,,,,,,,,,,,,,
14-60-99-32,0274-001-001,SKIN/HIDES,,,,,,,,,,,,,
32-61-54-24,0275-001-002,EGGS,YES,4,16,PIECES,NO,,,,,,,,
32-61-54-24,0275-001-002,HONEY,NO,,,,,,,,,,,,
32-61-54-24,0275-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
22-59-93-72,0276-001-001,EGGS,,,,,,,,,,,,,
22-59-93-72,0276-001-001,HONEY,,,,,,,,,,,,,
22-59-93-72,0276-001-001,SKIN/HIDES,,,,,,,,,,,,,
71-02-30-95,0277-001-001,EGGS,,,,,,,,,,,,,
71-02-30-95,0277-001-001,HONEY,,,,,,,,,,,,,
71-02-30-95,0277-001-001,SKIN/HIDES,,,,,,,,,,,,,
80-89-25-38,0277-008-001,EGGS,,,,,,,,,,,,,
80-89-25-38,0277-008-001,HONEY,,,,,,,,,,,,,
80-89-25-38,0277-008-001,SKIN/HIDES,,,,,,,,,,,,,
85-41-80-11,0278-001-001,EGGS,,,,,,,,,,,,,
85-41-80-11,0278-001-001,HONEY,,,,,,,,,,,,,
85-41-80-11,0278-001-001,SKIN/HIDES,,,,,,,,,,,,,
71-70-87-92,0278-001-002,EGGS,,,,,,,,,,,,,
71-70-87-92,0278-001-002,HONEY,,,,,,,,,,,,,
71-70-87-92,0278-001-002,SKIN/HIDES,,,,,,,,,,,,,
60-25-30-64,0279-002-001,EGGS,,,,,,,,,,,,,
60-25-30-64,0279-002-001,HONEY,,,,,,,,,,,,,
60-25-30-64,0279-002-001,SKIN/HIDES,,,,,,,,,,,,,
71-03-08-46,0279-002-002,EGGS,,,,,,,,,,,,,
71-03-08-46,0279-002-002,HONEY,,,,,,,,,,,,,
71-03-08-46,0279-002-002,SKIN/HIDES,,,,,,,,,,,,,
98-72-25-05,0279-003-001,EGGS,,,,,,,,,,,,,
98-72-25-05,0279-003-001,HONEY,,,,,,,,,,,,,
98-72-25-05,0279-003-001,SKIN/HIDES,,,,,,,,,,,,,
23-05-27-92,0279-006-001,EGGS,YES,3,24,PIECES,NO,,,,,,,,
23-05-27-92,0279-006-001,HONEY,NO,,,,,,,,,,,,
