interview__key,sdd_hhid,sourceid,ag12a_01_1,ag12a_01_2,ag12a_01_3,ag12a_01_4,ag12a_01_5,ag12a_01_6,ag12a_01_7,ag12a_01_8,ag12a_02,ag12a_03_1,ag12a_03_2,ag12a_03_3,ag12a_03_4,ag12a_04,ag12a_05,ag12a_06,ag12a_07
68-73-60-31,0491-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
68-73-60-31,0491-003-001,LARGE SCALE FARMER,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,
68-73-60-31,0491-003-001,OTHER,NO,NO,NO,NO,NO,NO,NO,YES,YES,1,,,,AVERAGE,NO,,1
00-55-08-95,0491-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-55-08-95,0491-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-55-08-95,0491-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-55-08-95,0491-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-55-08-95,0491-004-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-63-33-06,0492-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-63-33-06,0492-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-63-33-06,0492-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-63-33-06,0492-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-63-33-06,0492-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
69-69-83-72,0493-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
69-69-83-72,0493-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
69-69-83-72,0493-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
69-69-83-72,0493-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
69-69-83-72,0493-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
47-92-40-90,0494-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
47-92-40-90,0494-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
47-92-40-90,0494-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
47-92-40-90,0494-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
47-92-40-90,0494-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-84-76-53,0494-105-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-84-76-53,0494-105-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-84-76-53,0494-105-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-84-76-53,0494-105-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-84-76-53,0494-105-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-90-97-55,0495-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-90-97-55,0495-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-90-97-55,0495-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-90-97-55,0495-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-90-97-55,0495-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-40-12-14,0496-001-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-40-12-14,0496-001-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-40-12-14,0496-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-40-12-14,0496-001-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-40-12-14,0496-001-002,OTHER,YES,YES,NO,NO,NO,NO,NO,YES,YES,2,3,,,AVERAGE,NO,,1
82-96-20-56,0497-001-001,GOVERNMENT EXTENSION,NO,YES,NO,NO,NO,NO,NO,NO,YES,1,,,,GOOD,NO,,1
82-96-20-56,0497-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
82-96-20-56,0497-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
82-96-20-56,0497-001-001,LARGE SCALE FARMER,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,
82-96-20-56,0497-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
58-25-83-45,0497-001-003,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
58-25-83-45,0497-001-003,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
58-25-83-45,0497-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
58-25-83-45,0497-001-003,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
58-25-83-45,0497-001-003,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-35-99-27,0498-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-35-99-27,0498-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-35-99-27,0498-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-35-99-27,0498-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-35-99-27,0498-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-30-11-93,0498-001-006,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-30-11-93,0498-001-006,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-30-11-93,0498-001-006,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-30-11-93,0498-001-006,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-30-11-93,0498-001-006,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-45-26-49,0498-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-45-26-49,0498-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-45-26-49,0498-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-45-26-49,0498-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-45-26-49,0498-004-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-15-31-20,0499-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-15-31-20,0499-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-15-31-20,0499-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-15-31-20,0499-001-001,LARGE SCALE FARMER,NO,,,,,,,NO,,,,,,,,,
31-15-31-20,0499-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
51-60-75-13,0499-001-004,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
51-60-75-13,0499-001-004,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
51-60-75-13,0499-001-004,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
51-60-75-13,0499-001-004,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
51-60-75-13,0499-001-004,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-78-01-38,0499-004-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-78-01-38,0499-004-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-78-01-38,0499-004-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-78-01-38,0499-004-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-78-01-38,0499-004-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-76-23-69,0500-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-76-23-69,0500-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-76-23-69,0500-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-76-23-69,0500-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-76-23-69,0500-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-34-91-83,0501-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-34-91-83,0501-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-34-91-83,0501-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-34-91-83,0501-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-34-91-83,0501-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-06-30-25,0502-001-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-06-30-25,0502-001-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-06-30-25,0502-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-06-30-25,0502-001-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
94-06-30-25,0502-001-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-52-98-92,0502-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-52-98-92,0502-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-52-98-92,0502-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-52-98-92,0502-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-52-98-92,0502-004-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-96-70-22,0503-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-96-70-22,0503-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-96-70-22,0503-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-96-70-22,0503-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
20-96-70-22,0503-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-14-61-05,0504-008-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-14-61-05,0504-008-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-14-61-05,0504-008-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-14-61-05,0504-008-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-14-61-05,0504-008-001,OTHER,NO,YES,NO,NO,NO,NO,NO,NO,YES,1,,,,GOOD,NO,,1
08-87-48-82,0505-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-87-48-82,0505-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-87-48-82,0505-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-87-48-82,0505-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-87-48-82,0505-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-21-21-03,0505-001-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-21-21-03,0505-001-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-21-21-03,0505-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-21-21-03,0505-001-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-21-21-03,0505-001-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-41-21-88,0506-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-41-21-88,0506-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-41-21-88,0506-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-41-21-88,0506-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
31-41-21-88,0506-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-79-94-61,0506-003-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-79-94-61,0506-003-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-79-94-61,0506-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-79-94-61,0506-003-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-79-94-61,0506-003-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
30-76-15-30,0508-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
30-76-15-30,0508-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
30-76-15-30,0508-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
30-76-15-30,0508-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
30-76-15-30,0508-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-51-58-04,0509-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-51-58-04,0509-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-51-58-04,0509-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-51-58-04,0509-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-51-58-04,0509-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-51-31-09,0510-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-51-31-09,0510-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-51-31-09,0510-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-51-31-09,0510-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-51-31-09,0510-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-30-35-20,0510-003-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-30-35-20,0510-003-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-30-35-20,0510-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-30-35-20,0510-003-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-30-35-20,0510-003-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
17-59-80-31,0511-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
17-59-80-31,0511-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
17-59-80-31,0511-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
17-59-80-31,0511-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
17-59-80-31,0511-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-15-25-91,0512-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-15-25-91,0512-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-15-25-91,0512-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-15-25-91,0512-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-15-25-91,0512-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-85-19-31,0513-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-85-19-31,0513-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-85-19-31,0513-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-85-19-31,0513-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-85-19-31,0513-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-14-76-19,0514-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-14-76-19,0514-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-14-76-19,0514-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-14-76-19,0514-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-14-76-19,0514-001-001,OTHER,YES,NO,NO,NO,NO,NO,NO,NO,YES,1,,,,GOOD,NO,,BADO
16-94-94-48,0515-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-94-94-48,0515-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-94-94-48,0515-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-94-94-48,0515-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-94-94-48,0515-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-89-62-63,0515-003-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-89-62-63,0515-003-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-89-62-63,0515-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-89-62-63,0515-003-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
24-89-62-63,0515-003-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-47-18-86,0517-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-47-18-86,0517-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-47-18-86,0517-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-47-18-86,0517-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-47-18-86,0517-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-21-26-14,0518-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-21-26-14,0518-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-21-26-14,0518-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-21-26-14,0518-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-21-26-14,0518-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
57-94-84-68,0519-001-002,GOVERNMENT EXTENSION,YES,NO,NO,NO,NO,NO,NO,NO,YES,1,,,,AVERAGE,NO,,1
57-94-84-68,0519-001-002,NGO,NO,,NO,NO,NO,NO,NO,NO,,,,,,,,,
57-94-84-68,0519-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
57-94-84-68,0519-001-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
57-94-84-68,0519-001-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
92-69-46-35,0521-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
92-69-46-35,0521-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
92-69-46-35,0521-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
92-69-46-35,0521-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
92-69-46-35,0521-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-65-43-35,0521-001-003,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-65-43-35,0521-001-003,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-65-43-35,0521-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-65-43-35,0521-001-003,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
85-65-43-35,0521-001-003,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
34-50-10-45,0521-001-011,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
34-50-10-45,0521-001-011,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
34-50-10-45,0521-001-011,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
34-50-10-45,0521-001-011,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
34-50-10-45,0521-001-011,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-59-73-61,0522-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-59-73-61,0522-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-59-73-61,0522-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-59-73-61,0522-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-59-73-61,0522-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-44-06-49,0525-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,YES,YES,YES,1,,,,AVERAGE,NO,,1
81-44-06-49,0525-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-44-06-49,0525-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-44-06-49,0525-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-44-06-49,0525-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
44-54-17-13,0525-003-004,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
44-54-17-13,0525-003-004,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
44-54-17-13,0525-003-004,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
