interview__key,sdd_hhid,sdd_indid,hh_e01_1,hh_e01,hh_e02,hh_e03,hh_e04,hh_e05,hh_e06,hh_e07,hh_e08,hh_e09,hh_e10,hh_e11,hh_e12,hh_e13,hh_e14,hh_e15,hh_e16,hh_e17,hh_e18,hh_e19,hh_e20,hh_e21,hh_e22,hh_e23,hh_e24,hh_e25,hh_e26,hh_e27,hh_e28,hh_e29,hh_e30a,hh_e30b_1a,hh_e30b_2a,hh_e30b_3a,hh_e30b_4a,hh_e30b_1,hh_e30b_2,hh_e30b_3,hh_e31a,hh_e31b,hh_e31b_1,hh_e31b_2,hh_e31b_3,hh_e31b_4,hh_e32,hh_e33,hh_e34,hh_e35,hh_e35_2,hh_e36,hh_e37a,hh_e37b,hh_e38,hh_e39,hh_e40,hh_e41,hh_e42,hh_e43,hh_e44a,hh_e44b,hh_e44c,hh_e45,hh_e46,hh_e47a,hh_e47b,hh_e48a,hh_e48b,hh_e49,hh_e50,hh_e51a,hh_e51b,hh_e52,hh_e53a,hh_e53b,hh_e54,hh_e55,hh_e56,hh_e57,hh_e58,hh_e59
17-70-91-53,0516-001-001,1,YES,YES,,YES,61,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUJENGA NYUMBA,CRAFT AND RELATED TRADES WORKERS,"BUILDING AND RELATED TRADESï¿½ WORKERS, EXCLUDING ELECTRICIANS",BUILDING FINISHERS AND RELATED TRADES WORKERS,PLASTERERS,,,,UJENZI WA NYUMBA,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,5,YES,,50000,WEEK,NO,,,7,4,61,61,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
17-70-91-53,0516-001-001,2,YES,YES,,NO,,YES,28,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
17-70-91-53,0516-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-47-18-86,0517-001-001,1,YES,YES,,YES,40,NO,,YES,5,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,LOCAL GOVERNMENT,MWALIMU SEKONDARI,PROFESSIONALS,TEACHING PROFESSIONALS,SECONDARY EDUCATION TEACHERS,SECONDARY EDUCATION TEACHERS,,,,ELIMU YA SEKONDARI,,Education,Education,Secondary education,General secondary education,40,YES,,730000,MONTH,NO,,,12,4,40,40,YES,PERMANENT CONTRACT,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
55-47-18-86,0517-001-001,2,YES,YES,,YES,40,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,LOCAL GOVERNMENT,MWALIMU MSINGI,TECHNICIANS AND ASSOCIATE PROFESSIONALS,TEACHING ASSOCIATE PROFESSIONALS,PRIMARY SCHOOL AND EARLY CHILDHOOD TEACHERS,PRIMARY SCHOOL TEACHERS,,,,ELIMU MSINGI,,Education,Education,Pre-primary and primary education,Pre-primary and primary education,15,YES,,450000,MONTH,NO,,,12,4,40,40,YES,PERMANENT CONTRACT,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
55-47-18-86,0517-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
55-47-18-86,0517-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-21-26-14,0518-001-001,1,YES,YES,,NO,,NO,,YES,20,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
10-21-26-14,0518-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
10-21-26-14,0518-001-001,3,YES,NO,1,NO,,NO,,YES,32,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
10-21-26-14,0518-001-001,4,YES,NO,1,NO,,NO,,YES,10,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
10-21-26-14,0518-001-001,5,YES,YES,,NO,,NO,,YES,35,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
10-21-26-14,0518-001-001,6,YES,YES,,NO,,NO,,YES,24,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
10-21-26-14,0518-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,1,YES,YES,,NO,,NO,,YES,12,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
57-94-84-68,0519-001-002,2,YES,YES,,NO,,NO,,YES,3,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
57-94-84-68,0519-001-002,3,YES,YES,,NO,,NO,,YES,5,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
57-94-84-68,0519-001-002,4,YES,YES,,NO,,NO,,YES,24,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,YES,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
57-94-84-68,0519-001-002,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92-69-46-35,0521-001-001,1,YES,YES,,YES,40,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,FUNDI UJENZI,CRAFT AND RELATED TRADES WORKERS,"BUILDING AND RELATED TRADESï¿½ WORKERS, EXCLUDING ELECTRICIANS",BUILDING FINISHERS AND RELATED TRADES WORKERS,ROOFERS,,,,UJENZI,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,2,YES,,15000,DAY,NO,,,5,4,40,40,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,SEASONAL WORK,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,SEASONAL WORK,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,CONFLICT (MILITANCY/INSURGENCY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,6,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,7,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,8,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,9,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,10,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,SEASONAL WORK,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,CONFLICT (MILITANCY/INSURGENCY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,13,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,RETIRED OR PENSIONER,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,14,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,SEASONAL WORK,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,CONFLICT (MILITANCY/INSURGENCY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
92-69-46-35,0521-001-001,15,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,1,YES,YES,,YES,40,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,FUNDI UJENZI WA NYUMBA,CRAFT AND RELATED TRADES WORKERS,"BUILDING AND RELATED TRADESï¿½ WORKERS, EXCLUDING ELECTRICIANS",BUILDING FINISHERS AND RELATED TRADES WORKERS,PLASTERERS,,,,UJENZI WA NYUMBA,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,5,YES,,15000,DAY,NO,,,7,3,40,40,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
85-65-43-35,0521-001-003,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
85-65-43-35,0521-001-003,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,1,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,YES,SEASONAL WORK,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
34-50-10-45,0521-001-011,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
34-50-10-45,0521-001-011,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,ON LEAVE/HOLIDAY,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,CONFLICT (MILITANCY/INSURGENCY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
75-59-73-61,0522-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,SEASONAL WORK,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,CONFLICT (MILITANCY/INSURGENCY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
75-59-73-61,0522-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
75-59-73-61,0522-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
75-59-73-61,0522-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-44-06-49,0525-001-001,1,YES,YES,,NO,,NO,,YES,15,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,2,YES,YES,,NO,,NO,,YES,12,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,3,YES,YES,,NO,,NO,,YES,14,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,4,YES,YES,,NO,,NO,,YES,14,MAINLY FOR FAMILY USE,NO,YES,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,6,YES,YES,,YES,3,NO,,YES,1,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUFYATUA TOFALI,ELEMENTARY OCCUPATIONS,"LABOURERS IN MINING, CONSTRUCTION, MANUFACTURING AND TRANSPORT",MINING AND CONSTRUCTION LABOURERS,BUILDING CONSTRUCTION LABOURERS,,,,KUFYATUA TOFALI,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,3,YES,,50000,WEEK,NO,,,3,3,9,9,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,7,YES,YES,,NO,,YES,84,YES,12,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
81-44-06-49,0525-001-001,8,YES,YES,,NO,,NO,,YES,12,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,9,YES,YES,,NO,,NO,,YES,12,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,10,YES,YES,,NO,,NO,,YES,12,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,13,YES,YES,,NO,,NO,,YES,12,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
81-44-06-49,0525-001-001,14,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-44-06-49,0525-001-001,15,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-44-06-49,0525-001-001,16,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,1,YES,YES,,NO,,YES,24,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
84-11-21-22,0525-003-001,6,YES,YES,,NO,,YES,9,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
84-11-21-22,0525-003-001,7,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
44-54-17-13,0525-003-004,1,YES,NO,2,YES,24,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KONDA WA LORI,ELEMENTARY OCCUPATIONS,"LABOURERS IN MINING, CONSTRUCTION, MANUFACTURING AND TRANSPORT",TRANSPORT AND STORAGE LABOURERS,FREIGHT HANDLERS,,,,KUSAFIRISHA MIZIGO,,Transportation and storage,Land transport and transport via pipelines,Other land transport,Other passenger land transport,2,YES,,25000,DAY,NO,,,12,4,40,24,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
44-54-17-13,0525-003-004,2,YES,YES,,YES,12,NO,,YES,4,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUANDAA SHAMBA,"SKILLED AGRICULTURAL, FORESTRY AND FISHERY WORKERS","SUBSISTENCE FARMERS, FISHERS, HUNTERS AND GATHERERS",SUBSISTENCE CROP FARMERS,SUBSISTENCE CROP FARMERS,,,,KUANDAA SHAMBA,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of rice,1,YES,,15000,WEEK,NO,,,1,1,1,12,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
44-54-17-13,0525-003-004,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-54-17-13,0525-003-004,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
36-34-79-20,0525-004-001,1,YES,YES,,NO,,YES,20,YES,14,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
36-34-79-20,0525-004-001,3,YES,YES,,NO,,NO,,YES,1,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
36-34-79-20,0525-004-001,4,YES,NO,3,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
36-34-79-20,0525-004-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,6,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
36-34-79-20,0525-004-001,7,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
36-34-79-20,0525-004-001,8,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
36-34-79-20,0525-004-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,1,YES,YES,,NO,,YES,35,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
96-26-27-84,0525-005-001,2,YES,YES,,NO,,YES,15,YES,12,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
96-26-27-84,0525-005-001,4,YES,YES,,NO,,NO,,YES,2,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,CONFLICT (MILITANCY/INSURGENCY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-26-27-84,0525-005-001,5,YES,NO,1,YES,60,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUPONDA MAWE,ELEMENTARY OCCUPATIONS,REFUSE WORKERS AND OTHER ELEMENTARY WORKERS,OTHER ELEMENTARY WORKERS,ELEMENTARY WORKERS NOT ELSEWHERE CLASSIFIED,,,,UJENZI,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,3,YES,,5000,DAY,NO,,,7,4,60,60,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
96-26-27-84,0525-005-001,9,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-26-27-84,0525-005-001,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,1,YES,YES,,YES,67,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUJENGA NYUMBA,CRAFT AND RELATED TRADES WORKERS,"BUILDING AND RELATED TRADESï¿½ WORKERS, EXCLUDING ELECTRICIANS",BUILDING FRAME AND RELATED TRADES WORKERS,HOUSE BUILDERS,,,,KUJENGA NYUMBA,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,2,YES,,22500,WEEK,NO,,,12,4,35,67,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
57-59-30-22,0525-005-003,2,YES,YES,,YES,10,NO,,YES,2,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUANDAA SHAMBA,"SKILLED AGRICULTURAL, FORESTRY AND FISHERY WORKERS","SUBSISTENCE FARMERS, FISHERS, HUNTERS AND GATHERERS",SUBSISTENCE CROP FARMERS,SUBSISTENCE CROP FARMERS,,,,KUANDAA  SHAMBA,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of other non-perennial crops,3,YES,,15000,WEEK,NO,,,4,2,15,10,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
57-59-30-22,0525-005-003,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
57-59-30-22,0525-005-003,4,YES,NO,2,NO,,NO,,YES,4,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
