interview__key,sdd_hhid,lvstckid,lf07_01,lf07_02_1,lf07_02_2,lf07_03,lf07_04_1,lf07_04_2,lf07_05,lf07_06
70-27-93-09,0469-001-004,PIGS,,,,,,,,
70-27-93-09,0469-001-004,POULTRY,,,,,,,,
70-27-93-09,0469-001-004,DONKEYS,,,,,,,,
70-27-93-09,0469-001-004,OTHER ANIMALS,,,,,,,,
99-52-82-56,0470-001-001,LARGE RUMINANTS,,,,,,,,
99-52-82-56,0470-001-001,SMALL RUMINANTS,,,,,,,,
99-52-82-56,0470-001-001,PIGS,,,,,,,,
99-52-82-56,0470-001-001,POULTRY,NO,,,,,,,
99-52-82-56,0470-001-001,DONKEYS,,,,,,,,
99-52-82-56,0470-001-001,OTHER ANIMALS,,,,,,,,
01-20-50-14,0471-001-001,LARGE RUMINANTS,,,,,,,,
01-20-50-14,0471-001-001,SMALL RUMINANTS,,,,,,,,
01-20-50-14,0471-001-001,PIGS,NO,,,,,,,
01-20-50-14,0471-001-001,POULTRY,NO,,,,,,,
01-20-50-14,0471-001-001,DONKEYS,,,,,,,,
01-20-50-14,0471-001-001,OTHER ANIMALS,,,,,,,,
38-25-53-03,0472-001-001,LARGE RUMINANTS,,,,,,,,
38-25-53-03,0472-001-001,SMALL RUMINANTS,,,,,,,,
38-25-53-03,0472-001-001,PIGS,,,,,,,,
38-25-53-03,0472-001-001,POULTRY,,,,,,,,
38-25-53-03,0472-001-001,DONKEYS,,,,,,,,
38-25-53-03,0472-001-001,OTHER ANIMALS,,,,,,,,
73-12-47-39,0473-001-001,LARGE RUMINANTS,,,,,,,,
73-12-47-39,0473-001-001,SMALL RUMINANTS,,,,,,,,
73-12-47-39,0473-001-001,PIGS,,,,,,,,
73-12-47-39,0473-001-001,POULTRY,,,,,,,,
73-12-47-39,0473-001-001,DONKEYS,,,,,,,,
73-12-47-39,0473-001-001,OTHER ANIMALS,,,,,,,,
05-32-96-07,0474-001-001,LARGE RUMINANTS,,,,,,,,
05-32-96-07,0474-001-001,SMALL RUMINANTS,,,,,,,,
05-32-96-07,0474-001-001,PIGS,,,,,,,,
05-32-96-07,0474-001-001,POULTRY,NO,,,,,,,
05-32-96-07,0474-001-001,DONKEYS,,,,,,,,
05-32-96-07,0474-001-001,OTHER ANIMALS,,,,,,,,
90-68-34-99,0475-001-001,LARGE RUMINANTS,,,,,,,,
90-68-34-99,0475-001-001,SMALL RUMINANTS,,,,,,,,
90-68-34-99,0475-001-001,PIGS,,,,,,,,
90-68-34-99,0475-001-001,POULTRY,,,,,,,,
90-68-34-99,0475-001-001,DONKEYS,,,,,,,,
90-68-34-99,0475-001-001,OTHER ANIMALS,,,,,,,,
65-14-41-78,0475-001-002,LARGE RUMINANTS,,,,,,,,
65-14-41-78,0475-001-002,SMALL RUMINANTS,,,,,,,,
65-14-41-78,0475-001-002,PIGS,,,,,,,,
65-14-41-78,0475-001-002,POULTRY,,,,,,,,
65-14-41-78,0475-001-002,DONKEYS,,,,,,,,
65-14-41-78,0475-001-002,OTHER ANIMALS,,,,,,,,
78-45-68-39,0476-001-001,LARGE RUMINANTS,,,,,,,,
78-45-68-39,0476-001-001,SMALL RUMINANTS,,,,,,,,
78-45-68-39,0476-001-001,PIGS,,,,,,,,
78-45-68-39,0476-001-001,POULTRY,,,,,,,,
78-45-68-39,0476-001-001,DONKEYS,,,,,,,,
78-45-68-39,0476-001-001,OTHER ANIMALS,,,,,,,,
65-39-07-89,0476-001-002,LARGE RUMINANTS,,,,,,,,
65-39-07-89,0476-001-002,SMALL RUMINANTS,,,,,,,,
65-39-07-89,0476-001-002,PIGS,,,,,,,,
65-39-07-89,0476-001-002,POULTRY,,,,,,,,
65-39-07-89,0476-001-002,DONKEYS,,,,,,,,
65-39-07-89,0476-001-002,OTHER ANIMALS,,,,,,,,
72-03-92-77,0477-001-001,LARGE RUMINANTS,,,,,,,,
72-03-92-77,0477-001-001,SMALL RUMINANTS,NO,,,,,,,
72-03-92-77,0477-001-001,PIGS,,,,,,,,
72-03-92-77,0477-001-001,POULTRY,NO,,,,,,,
72-03-92-77,0477-001-001,DONKEYS,,,,,,,,
72-03-92-77,0477-001-001,OTHER ANIMALS,,,,,,,,
94-04-57-79,0478-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
94-04-57-79,0478-001-001,SMALL RUMINANTS,NO,,,,,,,
94-04-57-79,0478-001-001,PIGS,NO,,,,,,,
94-04-57-79,0478-001-001,POULTRY,NO,,,,,,,
94-04-57-79,0478-001-001,DONKEYS,,,,,,,,
94-04-57-79,0478-001-001,OTHER ANIMALS,,,,,,,,
94-62-16-61,0479-001-001,LARGE RUMINANTS,,,,,,,,
94-62-16-61,0479-001-001,SMALL RUMINANTS,,,,,,,,
94-62-16-61,0479-001-001,PIGS,,,,,,,,
94-62-16-61,0479-001-001,POULTRY,,,,,,,,
94-62-16-61,0479-001-001,DONKEYS,,,,,,,,
94-62-16-61,0479-001-001,OTHER ANIMALS,,,,,,,,
44-86-40-50,0481-001-001,LARGE RUMINANTS,,,,,,,,
44-86-40-50,0481-001-001,SMALL RUMINANTS,NO,,,,,,,
44-86-40-50,0481-001-001,PIGS,NO,,,,,,,
44-86-40-50,0481-001-001,POULTRY,NO,,,,,,,
44-86-40-50,0481-001-001,DONKEYS,,,,,,,,
44-86-40-50,0481-001-001,OTHER ANIMALS,,,,,,,,
25-23-86-61,0483-001-001,LARGE RUMINANTS,,,,,,,,
25-23-86-61,0483-001-001,SMALL RUMINANTS,,,,,,,,
25-23-86-61,0483-001-001,PIGS,,,,,,,,
25-23-86-61,0483-001-001,POULTRY,,,,,,,,
25-23-86-61,0483-001-001,DONKEYS,,,,,,,,
25-23-86-61,0483-001-001,OTHER ANIMALS,,,,,,,,
29-78-41-94,0484-001-001,LARGE RUMINANTS,,,,,,,,
29-78-41-94,0484-001-001,SMALL RUMINANTS,NO,,,,,,,
29-78-41-94,0484-001-001,PIGS,,,,,,,,
29-78-41-94,0484-001-001,POULTRY,NO,,,,,,,
29-78-41-94,0484-001-001,DONKEYS,,,,,,,,
29-78-41-94,0484-001-001,OTHER ANIMALS,,,,,,,,
67-76-38-68,0485-001-002,LARGE RUMINANTS,,,,,,,,
67-76-38-68,0485-001-002,SMALL RUMINANTS,,,,,,,,
67-76-38-68,0485-001-002,PIGS,,,,,,,,
67-76-38-68,0485-001-002,POULTRY,,,,,,,,
67-76-38-68,0485-001-002,DONKEYS,,,,,,,,
67-76-38-68,0485-001-002,OTHER ANIMALS,,,,,,,,
92-10-23-86,0486-001-001,LARGE RUMINANTS,,,,,,,,
92-10-23-86,0486-001-001,SMALL RUMINANTS,,,,,,,,
92-10-23-86,0486-001-001,PIGS,,,,,,,,
92-10-23-86,0486-001-001,POULTRY,,,,,,,,
92-10-23-86,0486-001-001,DONKEYS,,,,,,,,
92-10-23-86,0486-001-001,OTHER ANIMALS,,,,,,,,
47-36-77-75,0486-001-002,LARGE RUMINANTS,,,,,,,,
47-36-77-75,0486-001-002,SMALL RUMINANTS,,,,,,,,
47-36-77-75,0486-001-002,PIGS,,,,,,,,
47-36-77-75,0486-001-002,POULTRY,NO,,,,,,,
47-36-77-75,0486-001-002,DONKEYS,,,,,,,,
47-36-77-75,0486-001-002,OTHER ANIMALS,,,,,,,,
06-58-60-31,0487-001-001,LARGE RUMINANTS,,,,,,,,
06-58-60-31,0487-001-001,SMALL RUMINANTS,,,,,,,,
06-58-60-31,0487-001-001,PIGS,,,,,,,,
06-58-60-31,0487-001-001,POULTRY,,,,,,,,
06-58-60-31,0487-001-001,DONKEYS,,,,,,,,
06-58-60-31,0487-001-001,OTHER ANIMALS,,,,,,,,
68-66-69-90,0488-002-001,LARGE RUMINANTS,,,,,,,,
68-66-69-90,0488-002-001,SMALL RUMINANTS,,,,,,,,
68-66-69-90,0488-002-001,PIGS,,,,,,,,
68-66-69-90,0488-002-001,POULTRY,NO,,,,,,,
68-66-69-90,0488-002-001,DONKEYS,,,,,,,,
68-66-69-90,0488-002-001,OTHER ANIMALS,,,,,,,,
66-18-09-29,0489-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
66-18-09-29,0489-001-001,SMALL RUMINANTS,NO,,,,,,,
66-18-09-29,0489-001-001,PIGS,,,,,,,,
66-18-09-29,0489-001-001,POULTRY,NO,,,,,,,
66-18-09-29,0489-001-001,DONKEYS,,,,,,,,
66-18-09-29,0489-001-001,OTHER ANIMALS,,,,,,,,
24-04-32-53,0490-001-001,LARGE RUMINANTS,,,,,,,,
24-04-32-53,0490-001-001,SMALL RUMINANTS,,,,,,,,
24-04-32-53,0490-001-001,PIGS,,,,,,,,
24-04-32-53,0490-001-001,POULTRY,,,,,,,,
24-04-32-53,0490-001-001,DONKEYS,,,,,,,,
24-04-32-53,0490-001-001,OTHER ANIMALS,,,,,,,,
61-73-23-72,0491-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
61-73-23-72,0491-001-001,SMALL RUMINANTS,NO,,,,,,,
61-73-23-72,0491-001-001,PIGS,,,,,,,,
61-73-23-72,0491-001-001,POULTRY,,,,,,,,
61-73-23-72,0491-001-001,DONKEYS,,,,,,,,
61-73-23-72,0491-001-001,OTHER ANIMALS,,,,,,,,
53-31-43-03,0491-001-002,LARGE RUMINANTS,,,,,,,,
53-31-43-03,0491-001-002,SMALL RUMINANTS,,,,,,,,
53-31-43-03,0491-001-002,PIGS,,,,,,,,
53-31-43-03,0491-001-002,POULTRY,,,,,,,,
53-31-43-03,0491-001-002,DONKEYS,,,,,,,,
53-31-43-03,0491-001-002,OTHER ANIMALS,,,,,,,,
75-89-58-82,0491-001-003,LARGE RUMINANTS,,,,,,,,
75-89-58-82,0491-001-003,SMALL RUMINANTS,,,,,,,,
75-89-58-82,0491-001-003,PIGS,,,,,,,,
75-89-58-82,0491-001-003,POULTRY,,,,,,,,
75-89-58-82,0491-001-003,DONKEYS,,,,,,,,
75-89-58-82,0491-001-003,OTHER ANIMALS,,,,,,,,
79-64-69-56,0491-001-004,LARGE RUMINANTS,,,,,,,,
79-64-69-56,0491-001-004,SMALL RUMINANTS,,,,,,,,
79-64-69-56,0491-001-004,PIGS,,,,,,,,
79-64-69-56,0491-001-004,POULTRY,,,,,,,,
79-64-69-56,0491-001-004,DONKEYS,,,,,,,,
79-64-69-56,0491-001-004,OTHER ANIMALS,,,,,,,,
76-15-29-53,0491-002-001,LARGE RUMINANTS,,,,,,,,
76-15-29-53,0491-002-001,SMALL RUMINANTS,NO,,,,,,,
76-15-29-53,0491-002-001,PIGS,,,,,,,,
76-15-29-53,0491-002-001,POULTRY,NO,,,,,,,
76-15-29-53,0491-002-001,DONKEYS,,,,,,,,
76-15-29-53,0491-002-001,OTHER ANIMALS,,,,,,,,
68-73-60-31,0491-003-001,LARGE RUMINANTS,,,,,,,,
68-73-60-31,0491-003-001,SMALL RUMINANTS,,,,,,,,
68-73-60-31,0491-003-001,PIGS,,,,,,,,
68-73-60-31,0491-003-001,POULTRY,NO,,,,,,,
68-73-60-31,0491-003-001,DONKEYS,,,,,,,,
68-73-60-31,0491-003-001,OTHER ANIMALS,,,,,,,,
00-55-08-95,0491-004-001,LARGE RUMINANTS,,,,,,,,
00-55-08-95,0491-004-001,SMALL RUMINANTS,,,,,,,,
00-55-08-95,0491-004-001,PIGS,,,,,,,,
00-55-08-95,0491-004-001,POULTRY,NO,,,,,,,
00-55-08-95,0491-004-001,DONKEYS,,,,,,,,
00-55-08-95,0491-004-001,OTHER ANIMALS,,,,,,,,
20-63-33-06,0492-001-001,LARGE RUMINANTS,,,,,,,,
20-63-33-06,0492-001-001,SMALL RUMINANTS,NO,,,,,,,
20-63-33-06,0492-001-001,PIGS,,,,,,,,
20-63-33-06,0492-001-001,POULTRY,NO,,,,,,,
20-63-33-06,0492-001-001,DONKEYS,,,,,,,,
20-63-33-06,0492-001-001,OTHER ANIMALS,,,,,,,,
69-69-83-72,0493-001-001,LARGE RUMINANTS,YES,MANURE,,,500,KG,NO,YES
69-69-83-72,0493-001-001,SMALL RUMINANTS,NO,,,,,,,
69-69-83-72,0493-001-001,PIGS,,,,,,,,
69-69-83-72,0493-001-001,POULTRY,,,,,,,,
69-69-83-72,0493-001-001,DONKEYS,,,,,,,,
69-69-83-72,0493-001-001,OTHER ANIMALS,,,,,,,,
47-92-40-90,0494-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
47-92-40-90,0494-001-001,SMALL RUMINANTS,NO,,,,,,,
47-92-40-90,0494-001-001,PIGS,,,,,,,,
47-92-40-90,0494-001-001,POULTRY,NO,,,,,,,
47-92-40-90,0494-001-001,DONKEYS,,,,,,,,
47-92-40-90,0494-001-001,OTHER ANIMALS,,,,,,,,
94-84-76-53,0494-105-001,LARGE RUMINANTS,YES,MANURE,,,1350,KG,NO,YES
94-84-76-53,0494-105-001,SMALL RUMINANTS,YES,MANURE,,,450,KG,,
94-84-76-53,0494-105-001,PIGS,,,,,,,,
94-84-76-53,0494-105-001,POULTRY,NO,,,,,,,
94-84-76-53,0494-105-001,DONKEYS,,,,,,,,
94-84-76-53,0494-105-001,OTHER ANIMALS,,,,,,,,
24-90-97-55,0495-001-001,LARGE RUMINANTS,,,,,,,,
24-90-97-55,0495-001-001,SMALL RUMINANTS,,,,,,,,
24-90-97-55,0495-001-001,PIGS,,,,,,,,
24-90-97-55,0495-001-001,POULTRY,,,,,,,,
24-90-97-55,0495-001-001,DONKEYS,,,,,,,,
24-90-97-55,0495-001-001,OTHER ANIMALS,,,,,,,,
85-40-12-14,0496-001-002,LARGE RUMINANTS,YES,MANURE,,,160,KG,NO,NO
85-40-12-14,0496-001-002,SMALL RUMINANTS,YES,MANURE,,,40,KG,,
85-40-12-14,0496-001-002,PIGS,,,,,,,,
85-40-12-14,0496-001-002,POULTRY,YES,MANURE,,,10,KG,,
85-40-12-14,0496-001-002,DONKEYS,,,,,,,,
85-40-12-14,0496-001-002,OTHER ANIMALS,,,,,,,,
82-96-20-56,0497-001-001,LARGE RUMINANTS,YES,MANURE,,,2250,KG,NO,NO
82-96-20-56,0497-001-001,SMALL RUMINANTS,YES,MANURE,,,200,KG,,
82-96-20-56,0497-001-001,PIGS,,,,,,,,
82-96-20-56,0497-001-001,POULTRY,YES,MANURE,,,60,KG,,
82-96-20-56,0497-001-001,DONKEYS,,,,,,,,
82-96-20-56,0497-001-001,OTHER ANIMALS,,,,,,,,
58-25-83-45,0497-001-003,LARGE RUMINANTS,,,,,,,,
58-25-83-45,0497-001-003,SMALL RUMINANTS,,,,,,,,
58-25-83-45,0497-001-003,PIGS,,,,,,,,
58-25-83-45,0497-001-003,POULTRY,,,,,,,,
58-25-83-45,0497-001-003,DONKEYS,,,,,,,,
58-25-83-45,0497-001-003,OTHER ANIMALS,,,,,,,,
86-35-99-27,0498-001-001,LARGE RUMINANTS,,,,,,,,
86-35-99-27,0498-001-001,SMALL RUMINANTS,NO,,,,,,,
86-35-99-27,0498-001-001,PIGS,,,,,,,,
86-35-99-27,0498-001-001,POULTRY,NO,,,,,,,
86-35-99-27,0498-001-001,DONKEYS,,,,,,,,
86-35-99-27,0498-001-001,OTHER ANIMALS,,,,,,,,
85-30-11-93,0498-001-006,LARGE RUMINANTS,,,,,,,,
85-30-11-93,0498-001-006,SMALL RUMINANTS,,,,,,,,
85-30-11-93,0498-001-006,PIGS,,,,,,,,
85-30-11-93,0498-001-006,POULTRY,NO,,,,,,,
85-30-11-93,0498-001-006,DONKEYS,,,,,,,,
85-30-11-93,0498-001-006,OTHER ANIMALS,,,,,,,,
24-45-26-49,0498-004-001,LARGE RUMINANTS,,,,,,,,
24-45-26-49,0498-004-001,SMALL RUMINANTS,,,,,,,,
24-45-26-49,0498-004-001,PIGS,,,,,,,,
24-45-26-49,0498-004-001,POULTRY,,,,,,,,
24-45-26-49,0498-004-001,DONKEYS,,,,,,,,
24-45-26-49,0498-004-001,OTHER ANIMALS,,,,,,,,
31-15-31-20,0499-001-001,LARGE RUMINANTS,,,,,,,,
31-15-31-20,0499-001-001,SMALL RUMINANTS,YES,MANURE,,,100,KG,,
31-15-31-20,0499-001-001,PIGS,,,,,,,,
31-15-31-20,0499-001-001,POULTRY,YES,MANURE,,,50,KG,,
31-15-31-20,0499-001-001,DONKEYS,,,,,,,,
31-15-31-20,0499-001-001,OTHER ANIMALS,,,,,,,,
51-60-75-13,0499-001-004,LARGE RUMINANTS,YES,MANURE,,,500,KG,NO,YES
51-60-75-13,0499-001-004,SMALL RUMINANTS,YES,MANURE,,,300,KG,,
51-60-75-13,0499-001-004,PIGS,,,,,,,,
51-60-75-13,0499-001-004,POULTRY,YES,MANURE,,,100,KG,,
51-60-75-13,0499-001-004,DONKEYS,,,,,,,,
51-60-75-13,0499-001-004,OTHER ANIMALS,,,,,,,,
98-78-01-38,0499-004-002,LARGE RUMINANTS,NO,,,,,,NO,YES
98-78-01-38,0499-004-002,SMALL RUMINANTS,,,,,,,,
98-78-01-38,0499-004-002,PIGS,,,,,,,,
98-78-01-38,0499-004-002,POULTRY,NO,,,,,,,
98-78-01-38,0499-004-002,DONKEYS,,,,,,,,
98-78-01-38,0499-004-002,OTHER ANIMALS,,,,,,,,
66-76-23-69,0500-001-001,LARGE RUMINANTS,,,,,,,,
66-76-23-69,0500-001-001,SMALL RUMINANTS,,,,,,,,
66-76-23-69,0500-001-001,PIGS,,,,,,,,
66-76-23-69,0500-001-001,POULTRY,,,,,,,,
66-76-23-69,0500-001-001,DONKEYS,,,,,,,,
66-76-23-69,0500-001-001,OTHER ANIMALS,,,,,,,,
81-34-91-83,0501-001-001,LARGE RUMINANTS,NO,,,,,,YES,YES
81-34-91-83,0501-001-001,SMALL RUMINANTS,,,,,,,,
81-34-91-83,0501-001-001,PIGS,,,,,,,,
81-34-91-83,0501-001-001,POULTRY,NO,,,,,,,
81-34-91-83,0501-001-001,DONKEYS,,,,,,,,
81-34-91-83,0501-001-001,OTHER ANIMALS,,,,,,,,
94-06-30-25,0502-001-002,LARGE RUMINANTS,,,,,,,,
94-06-30-25,0502-001-002,SMALL RUMINANTS,,,,,,,,
94-06-30-25,0502-001-002,PIGS,,,,,,,,
94-06-30-25,0502-001-002,POULTRY,,,,,,,,
94-06-30-25,0502-001-002,DONKEYS,,,,,,,,
94-06-30-25,0502-001-002,OTHER ANIMALS,,,,,,,,
99-52-98-92,0502-004-001,LARGE RUMINANTS,YES,MANURE,,,300,KG,NO,YES
99-52-98-92,0502-004-001,SMALL RUMINANTS,,,,,,,,
99-52-98-92,0502-004-001,PIGS,,,,,,,,
99-52-98-92,0502-004-001,POULTRY,,,,,,,,
99-52-98-92,0502-004-001,DONKEYS,,,,,,,,
99-52-98-92,0502-004-001,OTHER ANIMALS,,,,,,,,
20-96-70-22,0503-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
20-96-70-22,0503-001-001,SMALL RUMINANTS,,,,,,,,
20-96-70-22,0503-001-001,PIGS,,,,,,,,
20-96-70-22,0503-001-001,POULTRY,NO,,,,,,,
20-96-70-22,0503-001-001,DONKEYS,,,,,,,,
20-96-70-22,0503-001-001,OTHER ANIMALS,,,,,,,,
65-14-61-05,0504-008-001,LARGE RUMINANTS,,,,,,,,
65-14-61-05,0504-008-001,SMALL RUMINANTS,,,,,,,,
65-14-61-05,0504-008-001,PIGS,,,,,,,,
65-14-61-05,0504-008-001,POULTRY,,,,,,,,
65-14-61-05,0504-008-001,DONKEYS,,,,,,,,
65-14-61-05,0504-008-001,OTHER ANIMALS,,,,,,,,
35-13-18-76,0504-008-008,LARGE RUMINANTS,,,,,,,,
35-13-18-76,0504-008-008,SMALL RUMINANTS,,,,,,,,
35-13-18-76,0504-008-008,PIGS,,,,,,,,
35-13-18-76,0504-008-008,POULTRY,,,,,,,,
35-13-18-76,0504-008-008,DONKEYS,,,,,,,,
35-13-18-76,0504-008-008,OTHER ANIMALS,,,,,,,,
08-87-48-82,0505-001-001,LARGE RUMINANTS,,,,,,,,
08-87-48-82,0505-001-001,SMALL RUMINANTS,,,,,,,,
08-87-48-82,0505-001-001,PIGS,,,,,,,,
08-87-48-82,0505-001-001,POULTRY,,,,,,,,
08-87-48-82,0505-001-001,DONKEYS,,,,,,,,
08-87-48-82,0505-001-001,OTHER ANIMALS,,,,,,,,
83-21-21-03,0505-001-002,LARGE RUMINANTS,,,,,,,,
83-21-21-03,0505-001-002,SMALL RUMINANTS,,,,,,,,
83-21-21-03,0505-001-002,PIGS,,,,,,,,
83-21-21-03,0505-001-002,POULTRY,NO,,,,,,,
83-21-21-03,0505-001-002,DONKEYS,,,,,,,,
83-21-21-03,0505-001-002,OTHER ANIMALS,,,,,,,,
31-41-21-88,0506-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
31-41-21-88,0506-001-001,SMALL RUMINANTS,NO,,,,,,,
31-41-21-88,0506-001-001,PIGS,,,,,,,,
31-41-21-88,0506-001-001,POULTRY,NO,,,,,,,
31-41-21-88,0506-001-001,DONKEYS,,,,,,,,
31-41-21-88,0506-001-001,OTHER ANIMALS,,,,,,,,
99-79-94-61,0506-003-001,LARGE RUMINANTS,,,,,,,,
99-79-94-61,0506-003-001,SMALL RUMINANTS,,,,,,,,
99-79-94-61,0506-003-001,PIGS,,,,,,,,
99-79-94-61,0506-003-001,POULTRY,NO,,,,,,,
99-79-94-61,0506-003-001,DONKEYS,,,,,,,,
99-79-94-61,0506-003-001,OTHER ANIMALS,,,,,,,,
30-76-15-30,0508-001-001,LARGE RUMINANTS,,,,,,,,
30-76-15-30,0508-001-001,SMALL RUMINANTS,NO,,,,,,,
30-76-15-30,0508-001-001,PIGS,,,,,,,,
30-76-15-30,0508-001-001,POULTRY,NO,,,,,,,
30-76-15-30,0508-001-001,DONKEYS,,,,,,,,
30-76-15-30,0508-001-001,OTHER ANIMALS,,,,,,,,
02-51-58-04,0509-001-001,LARGE RUMINANTS,,,,,,,,
02-51-58-04,0509-001-001,SMALL RUMINANTS,,,,,,,,
02-51-58-04,0509-001-001,PIGS,,,,,,,,
02-51-58-04,0509-001-001,POULTRY,,,,,,,,
02-51-58-04,0509-001-001,DONKEYS,,,,,,,,
02-51-58-04,0509-001-001,OTHER ANIMALS,,,,,,,,
10-51-31-09,0510-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
10-51-31-09,0510-001-001,SMALL RUMINANTS,NO,,,,,,,
10-51-31-09,0510-001-001,PIGS,,,,,,,,
10-51-31-09,0510-001-001,POULTRY,,,,,,,,
10-51-31-09,0510-001-001,DONKEYS,,,,,,,,
10-51-31-09,0510-001-001,OTHER ANIMALS,,,,,,,,
21-30-35-20,0510-003-001,LARGE RUMINANTS,,,,,,,,
21-30-35-20,0510-003-001,SMALL RUMINANTS,,,,,,,,
21-30-35-20,0510-003-001,PIGS,,,,,,,,
21-30-35-20,0510-003-001,POULTRY,NO,,,,,,,
21-30-35-20,0510-003-001,DONKEYS,,,,,,,,
21-30-35-20,0510-003-001,OTHER ANIMALS,,,,,,,,
17-59-80-31,0511-001-001,LARGE RUMINANTS,,,,,,,,
17-59-80-31,0511-001-001,SMALL RUMINANTS,,,,,,,,
17-59-80-31,0511-001-001,PIGS,,,,,,,,
17-59-80-31,0511-001-001,POULTRY,NO,,,,,,,
17-59-80-31,0511-001-001,DONKEYS,,,,,,,,
17-59-80-31,0511-001-001,OTHER ANIMALS,,,,,,,,
02-15-25-91,0512-001-001,LARGE RUMINANTS,,,,,,,,
02-15-25-91,0512-001-001,SMALL RUMINANTS,,,,,,,,
02-15-25-91,0512-001-001,PIGS,,,,,,,,
02-15-25-91,0512-001-001,POULTRY,,,,,,,,
02-15-25-91,0512-001-001,DONKEYS,,,,,,,,
02-15-25-91,0512-001-001,OTHER ANIMALS,,,,,,,,
29-85-19-31,0513-001-001,LARGE RUMINANTS,,,,,,,,
29-85-19-31,0513-001-001,SMALL RUMINANTS,,,,,,,,
29-85-19-31,0513-001-001,PIGS,,,,,,,,
29-85-19-31,0513-001-001,POULTRY,NO,,,,,,,
29-85-19-31,0513-001-001,DONKEYS,,,,,,,,
29-85-19-31,0513-001-001,OTHER ANIMALS,,,,,,,,
50-14-76-19,0514-001-001,LARGE RUMINANTS,,,,,,,,
50-14-76-19,0514-001-001,SMALL RUMINANTS,,,,,,,,
50-14-76-19,0514-001-001,PIGS,,,,,,,,
50-14-76-19,0514-001-001,POULTRY,,,,,,,,
50-14-76-19,0514-001-001,DONKEYS,,,,,,,,
50-14-76-19,0514-001-001,OTHER ANIMALS,,,,,,,,
16-94-94-48,0515-001-001,LARGE RUMINANTS,,,,,,,,
16-94-94-48,0515-001-001,SMALL RUMINANTS,,,,,,,,
16-94-94-48,0515-001-001,PIGS,,,,,,,,
16-94-94-48,0515-001-001,POULTRY,NO,,,,,,,
16-94-94-48,0515-001-001,DONKEYS,,,,,,,,
16-94-94-48,0515-001-001,OTHER ANIMALS,,,,,,,,
24-89-62-63,0515-003-001,LARGE RUMINANTS,,,,,,,,
24-89-62-63,0515-003-001,SMALL RUMINANTS,,,,,,,,
24-89-62-63,0515-003-001,PIGS,,,,,,,,
24-89-62-63,0515-003-001,POULTRY,NO,,,,,,,
24-89-62-63,0515-003-001,DONKEYS,,,,,,,,
24-89-62-63,0515-003-001,OTHER ANIMALS,,,,,,,,
17-70-91-53,0516-001-001,LARGE RUMINANTS,,,,,,,,
17-70-91-53,0516-001-001,SMALL RUMINANTS,,,,,,,,
17-70-91-53,0516-001-001,PIGS,,,,,,,,
17-70-91-53,0516-001-001,POULTRY,,,,,,,,
17-70-91-53,0516-001-001,DONKEYS,,,,,,,,
17-70-91-53,0516-001-001,OTHER ANIMALS,,,,,,,,
55-47-18-86,0517-001-001,LARGE RUMINANTS,,,,,,,,
55-47-18-86,0517-001-001,SMALL RUMINANTS,,,,,,,,
55-47-18-86,0517-001-001,PIGS,,,,,,,,
55-47-18-86,0517-001-001,POULTRY,NO,,,,,,,
55-47-18-86,0517-001-001,DONKEYS,,,,,,,,
55-47-18-86,0517-001-001,OTHER ANIMALS,,,,,,,,
10-21-26-14,0518-001-001,LARGE RUMINANTS,NO,,,,,,YES,NO
10-21-26-14,0518-001-001,SMALL RUMINANTS,NO,,,,,,,
10-21-26-14,0518-001-001,PIGS,,,,,,,,
10-21-26-14,0518-001-001,POULTRY,NO,,,,,,,
10-21-26-14,0518-001-001,DONKEYS,,,,,,,,
10-21-26-14,0518-001-001,OTHER ANIMALS,,,,,,,,
57-94-84-68,0519-001-002,LARGE RUMINANTS,,,,,,,,
57-94-84-68,0519-001-002,SMALL RUMINANTS,,,,,,,,
57-94-84-68,0519-001-002,PIGS,,,,,,,,
57-94-84-68,0519-001-002,POULTRY,,,,,,,,
57-94-84-68,0519-001-002,DONKEYS,,,,,,,,
57-94-84-68,0519-001-002,OTHER ANIMALS,,,,,,,,
92-69-46-35,0521-001-001,LARGE RUMINANTS,YES,MANURE,,,5000,KG,YES,YES
92-69-46-35,0521-001-001,SMALL RUMINANTS,NO,,,,,,,
92-69-46-35,0521-001-001,PIGS,,,,,,,,
92-69-46-35,0521-001-001,POULTRY,NO,,,,,,,
92-69-46-35,0521-001-001,DONKEYS,NO,,,,,,YES,NO
92-69-46-35,0521-001-001,OTHER ANIMALS,,,,,,,,
85-65-43-35,0521-001-003,LARGE RUMINANTS,,,,,,,,
85-65-43-35,0521-001-003,SMALL RUMINANTS,,,,,,,,
85-65-43-35,0521-001-003,PIGS,,,,,,,,
85-65-43-35,0521-001-003,POULTRY,,,,,,,,
85-65-43-35,0521-001-003,DONKEYS,,,,,,,,
85-65-43-35,0521-001-003,OTHER ANIMALS,,,,,,,,
34-50-10-45,0521-001-011,LARGE RUMINANTS,,,,,,,,
34-50-10-45,0521-001-011,SMALL RUMINANTS,,,,,,,,
