interview__key,sdd_hhid,hh_q14,sourceid,hh_q15,hh_q16,hh_q17,hh_q18,hh_q19,hh_q20,hh_q21_1,hh_q21_2,hh_q22_1,hh_q22_2,hh_q22_3,hh_q23,hh_q25_1,hh_q25_2,hh_q26,hh_q27_1,hh_q27_2,hh_q24_1,hh_q24_2,hh_q24_3
77-56-32-86,0222-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,40,MALE,F4,DAR ES SALAAM,YEARS,40,TIGO PESA,FRIENDS/RELATIVES,,600000,1,,200000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
67-31-73-27,0223-001-001,NO,,,,,,,,,,,,,,,,,,,,,
33-67-18-79,0224-001-001,NO,,,,,,,,,,,,,,,,,,,,,
84-84-63-90,0225-001-001,YES,1,**CONFIDENTIAL**,SON,37,MALE,U3,MWANZA,YEARS,5,AIRTEL MONEY,,,480000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
84-84-63-90,0225-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,31,FEMALE,'O'+COURSE,TANGA,YEARS,4,AIRTEL MONEY,M-PESA,,640000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
84-84-63-90,0225-001-001,YES,3,**CONFIDENTIAL**,DAUGHTER,28,FEMALE,'O'+COURSE,MOROGORO,YEARS,4,AIRTEL MONEY,TIGO PESA,,300000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
72-31-02-65,0225-001-003,NO,,,,,,,,,,,,,,,,,,,,,
19-92-84-46,0226-001-001,NO,,,,,,,,,,,,,,,,,,,,,
29-59-86-09,0228-001-003,NO,,,,,,,,,,,,,,,,,,,,,
45-35-51-47,0228-001-004,YES,1,**CONFIDENTIAL**,IN-LAW,38,FEMALE,D7,DAR ES SALAAM,YEARS,38,OTHER (SPECIFY),,,180000,1,2,250000,1,2,HOUSEHOLD CONSUMPTION,,
54-34-22-32,0228-001-005,YES,1,**CONFIDENTIAL**,FRIEND,42,MALE,F4,DAR ES SALAAM,YEARS,42,M-PESA,TIGO PESA,,350000,8,,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
64-31-82-27,0228-001-006,YES,1,**CONFIDENTIAL**,PARENT,38,FEMALE,D7,DAR ES SALAAM,YEARS,38,OTHER (SPECIFY),,,120000,1,,80000,1,,HOUSEHOLD CONSUMPTION,,
36-07-10-97,0230-001-001,NO,,,,,,,,,,,,,,,,,,,,,
17-61-33-27,0231-001-001,NO,,,,,,,,,,,,,,,,,,,,,
32-98-50-34,0232-001-001,NO,,,,,,,,,,,,,,,,,,,,,
70-97-13-97,0232-001-002,YES,1,**CONFIDENTIAL**,BROTHER,40,MALE,F4,JAPAN,YEARS,4,MONEYGRAM,,,2000000,1,2,500000,1,2,HOUSEHOLD CONSUMPTION,BUSINESS,
16-71-73-07,0233-001-001,NO,,,,,,,,,,,,,,,,,,,,,
88-13-25-26,0235-001-002,NO,,,,,,,,,,,,,,,,,,,,,
93-28-19-25,0236-005-001,NO,,,,,,,,,,,,,,,,,,,,,
38-93-36-62,0238-001-001,NO,,,,,,,,,,,,,,,,,,,,,
81-08-56-98,0239-001-001,NO,,,,,,,,,,,,,,,,,,,,,
32-58-01-01,0239-001-004,NO,,,,,,,,,,,,,,,,,,,,,
47-72-46-38,0239-106-001,NO,,,,,,,,,,,,,,,,,,,,,
28-82-44-02,0240-001-001,NO,,,,,,,,,,,,,,,,,,,,,
02-85-17-16,0241-001-001,NO,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,NO,,,,,,,,,,,,,,,,,,,,,
05-26-99-01,0243-001-001,NO,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,NO,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,NO,,,,,,,,,,,,,,,,,,,,,
29-56-58-07,0249-001-001,YES,1,**CONFIDENTIAL**,SON,35,MALE,D5,KILIMANJARO,YEARS,5,M-PESA,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
47-43-87-43,0251-001-001,YES,1,**CONFIDENTIAL**,SON,53,MALE,U3,DAR ES SALAAM,YEARS,15,M-PESA,,,600000,1,,200000,1,,HOUSEHOLD CONSUMPTION,EDUCATION,HEALTH
67-10-80-24,0252-001-001,NO,,,,,,,,,,,,,,,,,,,,,
47-10-37-20,0253-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,U3,DAR ES SALAAM,YEARS,30,M-PESA,TIGO PESA,,200000,2,,150000,1,2,HOUSEHOLD CONSUMPTION,,
47-10-37-20,0253-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,U3,DAR ES SALAAM,YEARS,30,TIGO PESA,AIRTEL MONEY,,100000,2,,250000,2,,HOUSEHOLD CONSUMPTION,,
11-56-64-74,0254-001-001,NO,,,,,,,,,,,,,,,,,,,,,
66-44-07-30,0255-001-001,NO,,,,,,,,,,,,,,,,,,,,,
42-84-07-76,0255-001-009,YES,1,**CONFIDENTIAL**,SON,40,MALE,F4,MTWARA,YEARS,40,AIRTEL MONEY,,,150000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
56-73-22-28,0257-001-001,NO,,,,,,,,,,,,,,,,,,,,,
68-63-08-39,0259-001-001,NO,,,,,,,,,,,,,,,,,,,,,
51-99-35-71,0259-004-001,NO,,,,,,,,,,,,,,,,,,,,,
12-03-97-45,0260-001-001,NO,,,,,,,,,,,,,,,,,,,,,
35-64-91-26,0261-001-001,NO,,,,,,,,,,,,,,,,,,,,,
85-90-36-67,0261-001-002,YES,1,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,F2,DAR ES SALAAM,YEARS,4,TIGO PESA,,,60000,1,,40000,1,,HOUSEHOLD CONSUMPTION,,
85-90-36-67,0261-001-002,YES,2,**CONFIDENTIAL**,DAUGHTER,40,FEMALE,D7,DAR ES SALAAM,YEARS,10,TIGO PESA,,,180000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
91-56-57-06,0262-001-002,NO,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,NO,,,,,,,,,,,,,,,,,,,,,
73-66-70-99,0263-001-004,YES,1,**CONFIDENTIAL**,SON,34,MALE,'A'+COURSE,DAR ES SALAAM,YEARS,3,FRIENDS/RELATIVES,,,350000,4,,60000,4,,HOUSEHOLD CONSUMPTION,HEALTH,
73-66-70-99,0263-001-004,YES,2,**CONFIDENTIAL**,OTHER (SPECIFY),31,MALE,F4,PWANI,YEARS,14,FRIENDS/RELATIVES,,,120000,4,,20000,4,,HOUSEHOLD CONSUMPTION,,
73-66-70-99,0263-001-004,YES,3,**CONFIDENTIAL**,DAUGHTER,33,FEMALE,D7,LINDI,YEARS,29,FRIENDS/RELATIVES,TIGO PESA,,60000,4,,35000,4,,HOUSEHOLD CONSUMPTION,HEALTH,
07-23-75-51,0263-001-006,NO,,,,,,,,,,,,,,,,,,,,,
72-76-27-22,0264-001-001,NO,,,,,,,,,,,,,,,,,,,,,
96-22-42-95,0265-001-001,NO,,,,,,,,,,,,,,,,,,,,,
21-28-91-77,0266-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,D2,MOROGORO,YEARS,12,FRIENDS/RELATIVES,,,50000,1,2,20000,1,2,HOUSEHOLD CONSUMPTION,,
08-95-27-37,0267-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,35,FEMALE,D7,PWANI,YEARS,15,AIRTEL MONEY,FRIENDS/RELATIVES,,500000,1,2,150000,1,,HOUSEHOLD CONSUMPTION,,
56-07-21-94,0267-001-003,YES,1,**CONFIDENTIAL**,FRIEND,42,MALE,D7,PWANI,YEARS,15,AIRTEL MONEY,FRIENDS/RELATIVES,,100000,1,,250000,1,,HOUSEHOLD CONSUMPTION,,
61-93-73-52,0267-001-005,NO,,,,,,,,,,,,,,,,,,,,,
45-28-40-86,0267-001-006,NO,,,,,,,,,,,,,,,,,,,,,
70-01-39-09,0267-104-001,NO,,,,,,,,,,,,,,,,,,,,,
99-73-94-40,0268-001-001,NO,,,,,,,,,,,,,,,,,,,,,
88-55-89-02,0268-001-002,YES,1,**CONFIDENTIAL**,PARENT,70,MALE,D7,PWANI,YEARS,50,TIGO PESA,,,450000,1,,250000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
88-55-89-02,0268-001-002,YES,2,**CONFIDENTIAL**,BROTHER,30,MALE,D7,DAR ES SALAAM,YEARS,20,TIGO PESA,,,280000,1,,NONE,,,HEALTH,HOUSEHOLD CONSUMPTION,
88-55-89-02,0268-001-002,YES,3,**CONFIDENTIAL**,SISTER,32,FEMALE,D7,DAR ES SALAAM,YEARS,32,TIGO PESA,,,350000,1,,250000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
07-15-41-44,0269-001-001,YES,1,**CONFIDENTIAL**,FRIEND,59,MALE,D7,DAR ES SALAAM,YEARS,20,TIGO PESA,,,250000,1,,50000,1,,HOUSEHOLD CONSUMPTION,,
07-15-41-44,0269-001-001,YES,2,**CONFIDENTIAL**,FRIEND,30,MALE,D7,DAR ES SALAAM,YEARS,5,TIGO PESA,,,180000,2,,150000,1,2,HOUSEHOLD CONSUMPTION,,
13-53-55-54,0270-002-001,NO,,,,,,,,,,,,,,,,,,,,,
44-15-25-13,0271-002-001,NO,,,,,,,,,,,,,,,,,,,,,
19-00-41-84,0272-001-001,NO,,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,YES,1,**CONFIDENTIAL**,SON,40,MALE,D7,UAE,YEARS,3,WESTERN UNION,,,1600000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
57-34-89-32,0273-001-001,YES,2,**CONFIDENTIAL**,SON,45,MALE,F4,DAR ES SALAAM,YEARS,45,OTHER (SPECIFY),,,550000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
83-68-94-38,0273-005-001,NO,,,,,,,,,,,,,,,,,,,,,
14-60-99-32,0274-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,42,FEMALE,D7,PWANI,YEARS,15,OTHER (SPECIFY),,,550000,1,,200000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
14-60-99-32,0274-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,36,FEMALE,D7,DAR ES SALAAM,YEARS,36,OTHER (SPECIFY),,,400000,1,,150000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
14-60-99-32,0274-001-001,YES,3,**CONFIDENTIAL**,DAUGHTER,29,FEMALE,D7,MOROGORO,YEARS,14,FRIENDS/RELATIVES,,,350000,1,,220000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
32-61-54-24,0275-001-002,NO,,,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,NO,,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,38,FEMALE,D7,DAR ES SALAAM,YEARS,18,TIGO PESA,,,600000,1,2,350000,1,2,HOUSEHOLD CONSUMPTION,HEALTH,
71-02-30-95,0277-001-001,YES,2,**CONFIDENTIAL**,SON,45,MALE,D4,DAR ES SALAAM,YEARS,20,OTHER (SPECIFY),,,450000,1,2,280000,1,2,HOUSEHOLD CONSUMPTION,HEALTH,
71-02-30-95,0277-001-001,YES,3,**CONFIDENTIAL**,OTHER RELATIVE,39,MALE,D7,DAR ES SALAAM,YEARS,39,TIGO PESA,OTHER (SPECIFY),,500000,1,2,150000,1,2,HEALTH,HOUSEHOLD CONSUMPTION,
80-89-25-38,0277-008-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,22,MALE,D7,DAR ES SALAAM,YEARS,22,AIRTEL MONEY,,,300000,1,,150000,1,,HOUSEHOLD CONSUMPTION,EDUCATION,
85-41-80-11,0278-001-001,NO,,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),37,MALE,D7,DAR ES SALAAM,YEARS,10,TIGO PESA,,,300000,1,,NONE,,,HOUSEHOLD CONSUMPTION,BUSINESS,
60-25-30-64,0279-002-001,YES,1,**CONFIDENTIAL**,SON,27,MALE,F4,MTWARA,YEARS,6,AIRTEL MONEY,,,750000,1,,150000,1,,HOUSEHOLD CONSUMPTION,OTHER (SPECIFY),EDUCATION
71-03-08-46,0279-002-002,YES,1,**CONFIDENTIAL**,PARENT,65,FEMALE,NO EDUCATION,MTWARA,YEARS,50,AIRTEL MONEY,,,20000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
98-72-25-05,0279-003-001,NO,,,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,NO,,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,NO,,,,,,,,,,,,,,,,,,,,,
18-82-85-31,0280-001-003,YES,1,**CONFIDENTIAL**,PARENT,70,MALE,NO EDUCATION,DAR ES SALAAM,YEARS,50,OTHER (SPECIFY),,,250000,1,2,480000,1,2,HOUSEHOLD CONSUMPTION,HEALTH,
39-02-00-74,0280-001-004,YES,1,**CONFIDENTIAL**,PARENT,70,MALE,NO EDUCATION,DAR ES SALAAM,YEARS,50,OTHER (SPECIFY),,,0,,,300000,1,2,,,
80-17-56-66,0283-001-001,NO,,,,,,,,,,,,,,,,,,,,,
79-01-71-66,0283-003-001,NO,,,,,,,,,,,,,,,,,,,,,
98-28-80-40,0283-003-002,YES,1,**CONFIDENTIAL**,BROTHER,44,MALE,D7,CANADA,YEARS,20,M-PESA,,,170000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
25-73-08-47,0284-001-001,NO,,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,NO,,,,,,,,,,,,,,,,,,,,,
16-61-30-78,0287-001-001,NO,,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,NO,,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,NO,,,,,,,,,,,,,,,,,,,,,
35-18-85-05,0291-001-001,NO,,,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,NO,,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,NO,,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,NO,,,,,,,,,,,,,,,,,,,,,
55-20-85-17,0294-001-001,YES,1,**CONFIDENTIAL**,IN-LAW,50,MALE,F4,DAR ES SALAAM,YEARS,20,OTHER (SPECIFY),,,0,,,180000,1,2,,,
62-38-02-67,0295-001-001,NO,,,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,28,MALE,D7,LINDI,YEARS,28,FRIENDS/RELATIVES,,,50000,2,,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
61-96-62-14,0298-006-001,NO,,,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,YES,1,**CONFIDENTIAL**,SON,33,MALE,U3,KASKAZINI UNGUJA,YEARS,3,M-PESA,,,850000,1,,NONE,,,HEALTH,HOUSEHOLD CONSUMPTION,
01-12-50-30,0298-006-004,YES,2,**CONFIDENTIAL**,SON,26,MALE,U3,RUVUMA,YEARS,26,OTHER (SPECIFY),,,500000,1,,200000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
81-68-55-28,0298-006-006,NO,,,,,,,,,,,,,,,,,,,,,
82-47-05-90,0298-006-007,NO,,,,,,,,,,,,,,,,,,,,,
50-08-76-82,0299-001-001,NO,,,,,,,,,,,,,,,,,,,,,
16-73-84-34,0300-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,20,MALE,D7,DAR ES SALAAM,YEARS,4,AIRTEL MONEY,,,40000,1,,25000,1,,HOUSEHOLD CONSUMPTION,,
88-95-31-32,0300-001-002,YES,1,**CONFIDENTIAL**,SON,52,MALE,D7,DAR ES SALAAM,YEARS,24,AIRTEL MONEY,,,1200000,1,,320000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
88-95-31-32,0300-001-002,YES,2,**CONFIDENTIAL**,SON,50,MALE,D7,LINDI,YEARS,50,FRIENDS/RELATIVES,,,50000,1,,120000,1,,HOUSEHOLD CONSUMPTION,,
21-51-87-14,0301-001-001,NO,,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,YES,1,**CONFIDENTIAL**,PARENT,51,MALE,D4,MTWARA,YEARS,34,OTHER (SPECIFY),,,80000,1,,42000,2,,HOUSEHOLD CONSUMPTION,HEALTH,
30-98-65-42,0302-001-001,NO,,,,,,,,,,,,,,,,,,,,,
66-47-83-10,0303-001-001,YES,1,**CONFIDENTIAL**,SON,43,MALE,D7,LINDI,YEARS,23,AIRTEL MONEY,,,20000,1,2,60000,1,2,HOUSEHOLD CONSUMPTION,,
66-47-83-10,0303-001-001,YES,2,**CONFIDENTIAL**,SON,46,MALE,D7,LINDI,YEARS,46,FRIENDS/RELATIVES,,,5000,1,2,75000,1,2,HOUSEHOLD CONSUMPTION,,
62-07-81-83,0304-001-001,NO,,,,,,,,,,,,,,,,,,,,,
32-14-67-22,0305-001-001,NO,,,,,,,,,,,,,,,,,,,,,
69-04-27-82,0306-001-001,NO,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,NO,,,,,,,,,,,,,,,,,,,,,
03-60-63-99,0308-001-001,NO,,,,,,,,,,,,,,,,,,,,,
32-19-64-20,0309-001-001,NO,,,,,,,,,,,,,,,,,,,,,
40-17-36-05,0310-001-001,NO,,,,,,,,,,,,,,,,,,,,,
55-61-56-57,0311-002-001,NO,,,,,,,,,,,,,,,,,,,,,
98-25-23-09,0312-001-001,NO,,,,,,,,,,,,,,,,,,,,,
61-31-47-40,0312-002-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,40,MALE,D7,LINDI,YEARS,40,FRIENDS/RELATIVES,,,0,,,30000,1,2,,,
22-19-05-49,0313-001-001,NO,,,,,,,,,,,,,,,,,,,,,
61-15-16-96,0314-001-001,NO,,,,,,,,,,,,,,,,,,,,,
66-32-50-84,0314-001-005,NO,,,,,,,,,,,,,,,,,,,,,
53-55-68-22,0315-001-001,NO,,,,,,,,,,,,,,,,,,,,,
21-83-46-82,0315-001-003,NO,,,,,,,,,,,,,,,,,,,,,
19-01-66-04,0315-001-006,NO,,,,,,,,,,,,,,,,,,,,,
33-84-24-00,0316-001-001,NO,,,,,,,,,,,,,,,,,,,,,
93-08-92-21,0317-002-001,NO,,,,,,,,,,,,,,,,,,,,,
90-09-81-16,0318-001-001,NO,,,,,,,,,,,,,,,,,,,,,
79-96-60-97,0319-001-001,NO,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,NO,,,,,,,,,,,,,,,,,,,,,
50-35-86-27,0320-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,39,MALE,D7,LINDI,YEARS,29,FRIENDS/RELATIVES,,,50000,1,,60000,1,,HOUSEHOLD CONSUMPTION,,
50-35-86-27,0320-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,45,FEMALE,NO EDUCATION,DAR ES SALAAM,YEARS,10,FRIENDS/RELATIVES,,,70000,1,,20000,1,,HOUSEHOLD CONSUMPTION,,
50-35-86-27,0320-001-001,YES,3,**CONFIDENTIAL**,DAUGHTER,33,FEMALE,NO EDUCATION,LINDI,YEARS,15,FRIENDS/RELATIVES,,,30000,1,,50000,1,,HOUSEHOLD CONSUMPTION,,
87-02-55-58,0321-001-001,NO,,,,,,,,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,NO,,,,,,,,,,,,,,,,,,,,,
18-58-75-31,0322-006-001,NO,,,,,,,,,,,,,,,,,,,,,
65-67-16-12,0323-001-001,NO,,,,,,,,,,,,,,,,,,,,,
52-03-88-73,0324-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,40,MALE,D7,KUSINI UNGUJA,YEARS,10,FRIENDS/RELATIVES,,,20000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
50-46-20-22,0325-002-001,NO,,,,,,,,,,,,,,,,,,,,,
75-47-93-54,0326-001-001,NO,,,,,,,,,,,,,,,,,,,,,
38-80-82-46,0327-001-001,NO,,,,,,,,,,,,,,,,,,,,,
88-15-45-24,0328-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,41,FEMALE,D7,LINDI,YEARS,41,FRIENDS/RELATIVES,,,50000,1,,100000,1,,HOUSEHOLD CONSUMPTION,,
88-15-45-24,0328-001-001,YES,2,**CONFIDENTIAL**,SON,38,MALE,D7,LINDI,YEARS,6,FRIENDS/RELATIVES,,,100000,1,,100000,1,,HOUSEHOLD CONSUMPTION,,
88-15-45-24,0328-001-001,YES,3,**CONFIDENTIAL**,OTHER RELATIVE,35,MALE,D7,LINDI,YEARS,4,FRIENDS/RELATIVES,,,50000,1,,50000,1,,HOUSEHOLD CONSUMPTION,,
24-39-40-17,0329-001-001,NO,,,,,,,,,,,,,,,,,,,,,
79-72-16-28,0330-001-001,YES,1,**CONFIDENTIAL**,SON,39,MALE,NO EDUCATION,DAR ES SALAAM,YEARS,14,FRIENDS/RELATIVES,AIRTEL MONEY,,50000,1,2,50000,2,3,HOUSEHOLD CONSUMPTION,,
38-57-13-13,0331-001-001,YES,1,**CONFIDENTIAL**,SPOUSE,52,MALE,D7,MTWARA,YEARS,48,OTHER (SPECIFY),,,120000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
62-23-66-59,0332-004-001,YES,1,**CONFIDENTIAL**,SISTER,24,FEMALE,F4,MTWARA,YEARS,3,TIGO PESA,,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
90-12-94-91,0335-001-001,NO,,,,,,,,,,,,,,,,,,,,,
59-32-89-82,0336-001-001,NO,,,,,,,,,,,,,,,,,,,,,
95-97-57-76,0337-001-001,NO,,,,,,,,,,,,,,,,,,,,,
79-32-59-15,0337-003-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,40,MALE,D7,MTWARA,YEARS,40,FRIENDS/RELATIVES,,,20000,1,3,100000,1,3,HOUSEHOLD CONSUMPTION,,
57-22-81-69,0338-001-001,NO,,,,,,,,,,,,,,,,,,,,,
58-48-25-77,0339-001-001,NO,,,,,,,,,,,,,,,,,,,,,
09-00-90-33,0340-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,42,FEMALE,D7,MTWARA,YEARS,10,M-PESA,,,200000,1,3,200000,1,3,HOUSEHOLD CONSUMPTION,,
54-25-70-23,0341-001-001,NO,,,,,,,,,,,,,,,,,,,,,
42-32-57-47,0342-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,50,FEMALE,U3,PWANI,YEARS,10,AIRTEL MONEY,,,800000,1,,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
42-32-57-47,0342-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,48,FEMALE,U3,MTWARA,YEARS,3,TIGO PESA,,,100000,1,,130000,1,,HOUSEHOLD CONSUMPTION,,
42-32-57-47,0342-001-001,YES,3,**CONFIDENTIAL**,SON,46,MALE,'O'+COURSE,MTWARA,YEARS,8,OTHER (SPECIFY),,,100000,1,,250000,1,,HOUSEHOLD CONSUMPTION,,
84-20-57-41,0342-001-002,NO,,,,,,,,,,,,,,,,,,,,,
85-31-76-02,0343-001-001,NO,,,,,,,,,,,,,,,,,,,,,
17-16-19-11,0343-005-001,NO,,,,,,,,,,,,,,,,,,,,,
03-69-94-07,0343-005-005,NO,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,NO,,,,,,,,,,,,,,,,,,,,,
26-84-97-44,0346-001-001,NO,,,,,,,,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,NO,,,,,,,,,,,,,,,,,,,,,
27-37-98-68,0348-001-001,NO,,,,,,,,,,,,,,,,,,,,,
62-47-27-99,0348-001-005,NO,,,,,,,,,,,,,,,,,,,,,
03-38-40-57,0349-001-001,NO,,,,,,,,,,,,,,,,,,,,,
83-73-69-11,0350-001-001,YES,1,**CONFIDENTIAL**,SON,36,MALE,'O'+COURSE,MTWARA,YEARS,6,AIRTEL MONEY,,,40000,1,,40000,1,,HOUSEHOLD CONSUMPTION,,
05-53-86-21,0351-001-001,YES,1,**CONFIDENTIAL**,PARENT,67,FEMALE,F4,MTWARA,YEARS,6,FRIENDS/RELATIVES,,,60000,1,,200000,1,,HOUSEHOLD CONSUMPTION,,
62-06-81-29,0352-001-001,NO,,,,,,,,,,,,,,,,,,,,,
52-06-17-29,0353-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,30,FEMALE,D7,MTWARA,YEARS,4,OTHER (SPECIFY),,,100000,1,,150000,1,,HOUSEHOLD CONSUMPTION,,
52-06-17-29,0353-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,59,MALE,D7,MTWARA,YEARS,59,OTHER (SPECIFY),,,0,,,40000,1,,,,
52-06-17-29,0353-001-001,YES,3,**CONFIDENTIAL**,OTHER RELATIVE,27,FEMALE,F4,MTWARA,YEARS,27,OTHER (SPECIFY),,,0,,,500000,1,,,,
72-28-80-03,0354-001-001,YES,1,**CONFIDENTIAL**,PARENT,52,FEMALE,D4,OTHER (SPECIFY),YEARS,52,FRIENDS/RELATIVES,,,0,,,360000,1,2,,,
78-10-03-87,0356-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,40,FEMALE,D7,DAR ES SALAAM,YEARS,30,TIGO PESA,,,20000,1,2,40000,1,2,HOUSEHOLD CONSUMPTION,,
74-58-85-63,0357-001-001,NO,,,,,,,,,,,,,,,,,,,,,
16-56-85-66,0357-003-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,40,MALE,D7,DAR ES SALAAM,YEARS,20,TIGO PESA,,,60000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
81-04-99-31,0358-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,59,FEMALE,NO EDUCATION,MTWARA,YEARS,59,FRIENDS/RELATIVES,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
81-04-99-31,0358-001-001,YES,2,**CONFIDENTIAL**,SON,36,MALE,NO EDUCATION,MTWARA,YEARS,36,FRIENDS/RELATIVES,,,150000,1,,20000,1,,HOUSEHOLD CONSUMPTION,,
57-01-29-66,0359-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,39,FEMALE,D7,MTWARA,YEARS,10,TIGO PESA,,,90000,1,,130000,1,,HOUSEHOLD CONSUMPTION,,
57-01-29-66,0359-001-001,YES,2,**CONFIDENTIAL**,OTHER (SPECIFY),46,MALE,F6,DAR ES SALAAM,YEARS,7,TIGO PESA,,,150000,2,,NONE,,,EDUCATION,,
34-32-29-13,0360-001-001,NO,,,,,,,,,,,,,,,,,,,,,
75-12-65-48,0361-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,45,FEMALE,D7,MTWARA,YEARS,25,FRIENDS/RELATIVES,,,50000,1,,100000,1,,HOUSEHOLD CONSUMPTION,,
75-12-65-48,0361-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,35,FEMALE,D7,MTWARA,YEARS,15,FRIENDS/RELATIVES,,,30000,1,,80000,1,,HOUSEHOLD CONSUMPTION,,
75-12-65-48,0361-001-001,YES,3,**CONFIDENTIAL**,DAUGHTER,32,FEMALE,NO EDUCATION,MTWARA,YEARS,8,FRIENDS/RELATIVES,,,20000,1,,30000,1,,HOUSEHOLD CONSUMPTION,,
75-12-65-48,0361-001-001,YES,4,**CONFIDENTIAL**,DAUGHTER,38,FEMALE,NO EDUCATION,MTWARA,YEARS,5,FRIENDS/RELATIVES,,,30000,1,,20000,1,,HOUSEHOLD CONSUMPTION,,
