interview__key,sdd_hhid,plotnum,plotname,ag2a_03,ag2a_04,ag2a_05,ag2a_05a,ag2a_06,ag2a_07__Accuracy,ag2a_07__Altitude,ag2a_07__Latitude,ag2a_07__Longitude,ag2a_07__Timestamp,ag2a_07a,ag2a_07b,ag2a_07c_1,ag2a_07c_2,ag2a_07c_3,ag2a_08,ag2a_09,ag2a_10
02-51-58-04,0509-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.23,PARTLY CLOUDY / PARTLY SUNNY
02-51-58-04,0509-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
02-51-58-04,0509-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
02-51-58-04,0509-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
10-51-31-09,0510-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.51,RAINY
10-51-31-09,0510-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
10-51-31-09,0510-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.7,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.82,RAINY
21-30-35-20,0510-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,2.75,CLEAR / SUNNY
21-30-35-20,0510-003-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.98,MOSTLY CLEAR / MOSTLY SUNNY
21-30-35-20,0510-003-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.84,CLEAR / SUNNY
17-59-80-31,0511-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3.2,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,3.38,CLEAR / SUNNY
17-59-80-31,0511-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
17-59-80-31,0511-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.29,CLEAR / SUNNY
02-15-25-91,0512-001-001,1,**CONFIDENTIAL**,,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,0.25,CLEAR / SUNNY
29-85-19-31,0513-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,2,,,0.59,CLEAR / SUNNY
29-85-19-31,0513-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
50-14-76-19,0514-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.2,MOSTLY CLEAR / MOSTLY SUNNY
50-14-76-19,0514-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2.5,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,3.01,MOSTLY CLEAR / MOSTLY SUNNY
16-94-94-48,0515-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
16-94-94-48,0515-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,10,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,10.54,MOSTLY CLEAR / MOSTLY SUNNY
16-94-94-48,0515-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.97,PARTLY CLOUDY / PARTLY SUNNY
16-94-94-48,0515-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,,M4,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
24-89-62-63,0515-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.25,PARTLY CLOUDY / PARTLY SUNNY
24-89-62-63,0515-003-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
17-70-91-53,0516-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
55-47-18-86,0517-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
55-47-18-86,0517-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.32,CLEAR / SUNNY
10-21-26-14,0518-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,NO,,,,,0.13,CLEAR / SUNNY
10-21-26-14,0518-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,NO,,,,,0.32,CLEAR / SUNNY
10-21-26-14,0518-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,2.5,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,NO,,,,,1.15,CLEAR / SUNNY
57-94-84-68,0519-001-002,1,**CONFIDENTIAL**,,0.5,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.65,PARTLY CLOUDY / PARTLY SUNNY
57-94-84-68,0519-001-002,2,**CONFIDENTIAL**,,1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
92-69-46-35,0521-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
92-69-46-35,0521-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2.5,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
92-69-46-35,0521-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M3,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
92-69-46-35,0521-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M4,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
92-69-46-35,0521-001-001,5,**CONFIDENTIAL**,**CONFIDENTIAL**,,M5,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
92-69-46-35,0521-001-001,6,**CONFIDENTIAL**,**CONFIDENTIAL**,2.5,M6,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
92-69-46-35,0521-001-001,7,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,1.4,CLEAR / SUNNY
85-65-43-35,0521-001-003,1,**CONFIDENTIAL**,,0.3,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.16,PARTLY CLOUDY / PARTLY SUNNY
34-50-10-45,0521-001-011,1,**CONFIDENTIAL**,,1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
75-59-73-61,0522-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
75-59-73-61,0522-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.2,CLEAR / SUNNY
75-59-73-61,0522-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.5,CLEAR / SUNNY
81-44-06-49,0525-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,5,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,7,YES,7,,,,7.49,MOSTLY CLEAR / MOSTLY SUNNY
81-44-06-49,0525-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,6.5,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,7,YES,6,,,,5.36,MOSTLY CLEAR / MOSTLY SUNNY
81-44-06-49,0525-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,7,YES,7,,,,3,MOSTLY CLEAR / MOSTLY SUNNY
81-44-06-49,0525-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,4,M4,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,7,YES,7,,,,4.83,MOSTLY CLEAR / MOSTLY SUNNY
81-44-06-49,0525-001-001,5,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M5,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,7,YES,7,,,,3.31,MOSTLY CLEAR / MOSTLY SUNNY
81-44-06-49,0525-001-001,6,**CONFIDENTIAL**,**CONFIDENTIAL**,,M6,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
81-44-06-49,0525-001-001,7,**CONFIDENTIAL**,**CONFIDENTIAL**,,M7,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
81-44-06-49,0525-001-001,8,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,7,YES,7,,,,0.17,MOSTLY CLEAR / MOSTLY SUNNY
84-11-21-22,0525-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,6,YES,1,,,,0.06,MOSTLY CLEAR / MOSTLY SUNNY
44-54-17-13,0525-003-004,1,**CONFIDENTIAL**,,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.07,MOSTLY CLEAR / MOSTLY SUNNY
44-54-17-13,0525-003-004,2,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
36-34-79-20,0525-004-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
36-34-79-20,0525-004-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.9,CLEAR / SUNNY
36-34-79-20,0525-004-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.82,CLEAR / SUNNY
36-34-79-20,0525-004-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,1.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.19,CLEAR / SUNNY
96-26-27-84,0525-005-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,5,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,6,CLEAR / SUNNY
57-59-30-22,0525-005-003,1,**CONFIDENTIAL**,,6,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
21-20-05-63,0526-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,NO,,,,,0.02,PARTLY CLOUDY / PARTLY SUNNY
84-63-95-42,0528-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,50,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
84-63-95-42,0528-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
84-63-95-42,0528-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,4,M3,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
31-74-85-54,0528-001-002,1,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
96-96-12-14,0528-001-003,1,**CONFIDENTIAL**,,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.4,CLEAR / SUNNY
34-63-46-69,0528-001-005,1,**CONFIDENTIAL**,,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.06,CLEAR / SUNNY
16-41-04-04,0529-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,6,YES,6,,,,9.18,CLEAR / SUNNY
16-41-04-04,0529-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,6,YES,6,,,,3.67,CLEAR / SUNNY
16-41-04-04,0529-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,5,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,6,YES,6,,,,6.93,CLEAR / SUNNY
16-41-04-04,0529-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,5,M4,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,6,YES,6,,,,6.55,CLEAR / SUNNY
04-32-04-23,0529-001-003,1,**CONFIDENTIAL**,,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,2.28,CLEAR / SUNNY
12-26-30-56,0529-001-009,1,**CONFIDENTIAL**,,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.3,PARTLY CLOUDY / PARTLY SUNNY
26-24-72-45,0530-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
26-24-72-45,0530-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
26-24-72-45,0530-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,4,YES,4,,,,5.14,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
53-12-65-26,0530-001-003,1,**CONFIDENTIAL**,,30,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,3,,,,27.7,PARTLY CLOUDY / PARTLY SUNNY
53-12-65-26,0530-001-003,2,**CONFIDENTIAL**,,9,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
79-87-34-06,0531-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
79-87-34-06,0531-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,2.1,CLEAR / SUNNY
79-87-34-06,0531-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,5.2,CLEAR / SUNNY
92-68-11-85,0532-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,4,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
92-68-11-85,0532-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,6,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
92-68-11-85,0532-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,4,M3,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
92-68-11-85,0532-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.08,PARTLY CLOUDY / PARTLY SUNNY
08-64-64-36,0534-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,15,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,4,YES,4,,,,15.33,MOSTLY CLEAR / MOSTLY SUNNY
08-64-64-36,0534-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,5,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,4,,,,4.82,MOSTLY CLEAR / MOSTLY SUNNY
08-64-64-36,0534-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,4,YES,4,,,,2.14,MOSTLY CLEAR / MOSTLY SUNNY
08-64-64-36,0534-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,,M4,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
08-64-64-36,0534-001-001,5,**CONFIDENTIAL**,**CONFIDENTIAL**,6,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
69-69-02-73,0534-001-003,1,**CONFIDENTIAL**,,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.04,PARTLY CLOUDY / PARTLY SUNNY
30-98-08-59,0535-001-001,1,**CONFIDENTIAL**,,10,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,11.58,CLEAR / SUNNY
30-98-08-59,0535-001-001,2,**CONFIDENTIAL**,,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.12,CLEAR / SUNNY
47-29-66-48,0535-006-001,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
47-29-66-48,0535-006-001,2,**CONFIDENTIAL**,,20,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
01-41-05-70,0536-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3.5,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
01-41-05-70,0536-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.2,CLEAR / SUNNY
98-57-18-93,0537-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1.5,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,6.7,MOSTLY CLEAR / MOSTLY SUNNY
98-57-18-93,0537-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
98-57-18-93,0537-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.43,MOSTLY CLEAR / MOSTLY SUNNY
98-57-18-93,0537-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M4,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,33.41,MOSTLY CLEAR / MOSTLY SUNNY
