interview__key,sdd_hhid,cropid,ag5a_01,ag5a_02,ag5a_03,ag5a_04_1,ag5a_04_2,ag5a_05,ag5a_06,ag5a_07_1,ag5a_07_2,ag5a_08,ag5a_09_1,ag5a_09_2,ag5a_10_1,ag5a_10_2,ag5a_11a,ag5a_11_1,ag5a_11_2,ag5a_12,ag5a_13,ag5a_14_1,ag5a_14_2,ag5a_15,ag5a_16_1,ag5a_16_2,ag5a_17_1,ag5a_17_2,ag5a_18,ag5a_19,ag5a_20,ag5a_21,ag5a_22,ag5a_23,ag5a_24,ag5a_25,ag5a_26,ag5a_27,ag5a_28,ag5a_29,ag5a_30,ag5a_31,ag5a_32,ag5a_32a,ag5a_32b,ag5a_32c,ag5a_32d,ag5a_32e,ag5a_33,ag5a_34,ag5a_35,ag5a_36_1a,ag5a_36_1b,ag5a_36_2a,ag5a_36_2b
30-98-65-42,0302-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,500,10,0,90,0,RESIDUE WAS LEFT IN FIELD,,,,,,
30-98-65-42,0302-001-001,2,YES,100,30000,RAFIKI,NDANI YA KIJIJI/MJI,100,30000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,400,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
30-98-65-42,0302-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,300,10,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
30-98-65-42,0302-001-001,103,YES,200,80000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,200,80000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,40,0,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
66-47-83-10,0303-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,200,10,0,6,0,RESIDUE WAS LEFT IN FIELD,,,,,,
66-47-83-10,0303-001-001,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,45,0,0,7,0,OTHER (SPECIFY),,,,,,
66-47-83-10,0303-001-001,27,YES,75,150000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,75,150000,AUGUST,2018,1,2,,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,5,0,0,0,OTHER (SPECIFY),,,,,,
62-07-81-83,0304-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,400,15,0,85,0,RESIDUE WAS LEFT IN FIELD,,,,,,
69-04-27-82,0306-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,250,24,0,50,0,RESIDUE WAS LEFT IN FIELD,,,,,,
69-04-27-82,0306-001-001,27,YES,290,580000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,290,580000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,5,5,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
80-51-24-60,0307-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,274,0,0,50,0,RESIDUE WAS LEFT IN FIELD,,,,,,
80-51-24-60,0307-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,240,40,0,70,0,RESIDUE WAS LEFT IN FIELD,,,,,,
80-51-24-60,0307-001-001,28,YES,450,540000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,450,540000,JUNE,2018,1,1,4,1,4,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,35,15,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
03-60-63-99,0308-001-001,22,YES,20,25000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,20,25000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
03-60-63-99,0308-001-001,28,YES,240,360000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,240,360000,SEPTEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
55-61-56-57,0311-002-001,20,YES,240,240000,GULIO,NDANI YA KIJIJI/MJI,240,240000,JULY,2019,1,1,,1,,HAPANA,,,,,,,,,,,,YES,2,2,BICYCLE,0,NO,,,,,,NO,,,,60,40,0,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
55-61-56-57,0311-002-001,28,YES,360,540000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,360,540000,JULY,2019,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,60,OTHER (SPECIFY),NO,,SEED FOR PLANTING,NO,,,,20,40,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-25-23-09,0312-001-001,1,YES,120,48000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,120,48000,SEPTEMBER,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,680,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-25-23-09,0312-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,109,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-25-23-09,0312-001-001,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,18,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
61-31-47-40,0312-002-001,1,YES,54,15000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,54,15000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,135,54,0,27,0,RESIDUE WAS LEFT IN FIELD,,,,,,
61-31-47-40,0312-002-001,20,YES,100,15000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,100,15000,SEPTEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,100,20,0,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
22-19-05-49,0313-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,80,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
22-19-05-49,0313-001-001,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
61-15-16-96,0314-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,600,20,0,180,0,RESIDUE WAS LEFT IN FIELD,,,,,,
61-15-16-96,0314-001-001,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,160,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
61-15-16-96,0314-001-001,28,YES,40,40000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,40,40000,AUGUST,2018,1,1,7,1,7,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
66-32-50-84,0314-001-005,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,240,0,0,120,0,RESIDUE WAS LEFT IN FIELD,,,,,,
66-32-50-84,0314-001-005,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,120,0,RESIDUE WAS LEFT IN FIELD,,,,,,
53-55-68-22,0315-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,75,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
33-84-24-00,0316-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
33-84-24-00,0316-001-001,27,YES,45,45000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,45,45000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
50-35-86-27,0320-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
72-26-60-34,0322-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
18-58-75-31,0322-006-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,210,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
18-58-75-31,0322-006-001,2,YES,140,280000,M/BIASHARA BINAFSI,MKOA MWINGINE,140,280000,AUGUST,2019,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,70,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
52-03-88-73,0324-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,170,6,0,24,0,RESIDUE WAS LEFT IN FIELD,,,,,,
75-47-93-54,0326-001-001,27,YES,34,85000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,34,85000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
38-80-82-46,0327-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
24-39-40-17,0329-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,50,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
79-72-16-28,0330-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,25,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
62-23-66-59,0332-004-001,1,YES,50,50000,JIRANI,NDANI YA KIJIJI/MJI,50,50000,JULY,2018,5,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,80,0,0,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
62-23-66-59,0332-004-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
90-12-94-91,0335-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,120,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,480,60,0,60,0,RESIDUE WAS LEFT IN FIELD,,,,,,
59-32-89-82,0336-001-001,1,YES,324,120000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,324,120000,AUGUST,2019,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,126,20,0,90,0,RESIDUE WAS LEFT IN FIELD,,,,,,
95-97-57-76,0337-001-001,1,YES,960,768000,JIRANI,NDANI YA KIJIJI/MJI,960,768000,OCTOBER,2018,4,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,300,10,0,50,0,RESIDUE WAS LEFT IN FIELD,,,,,,
95-97-57-76,0337-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
95-97-57-76,0337-001-001,13,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,45,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
95-97-57-76,0337-001-001,28,YES,120,60000,JIRANI,NDANI YA KIJIJI/MJI,120,60,JULY,2018,5,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,120,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
79-32-59-15,0337-003-001,1,YES,50,25000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,50,25000,MAY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,50,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-22-81-69,0338-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,66,0,0,9,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-22-81-69,0338-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,30,0,0,5,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-22-81-69,0338-001-001,13,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,19,0,0,6,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-22-81-69,0338-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,1,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-22-81-69,0338-001-001,28,YES,50,90000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,50,90000,SEPTEMBER,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,45,0,0,15,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-22-81-69,0338-001-001,73,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,YES,ROTTING,9,900,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
58-48-25-77,0339-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,72,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
09-00-90-33,0340-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
09-00-90-33,0340-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,30,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
09-00-90-33,0340-001-001,13,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
42-32-57-47,0342-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,5,0,0,10,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-84-97-44,0346-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,6,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-84-97-44,0346-001-001,13,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,10,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-84-97-44,0346-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,4,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-84-97-44,0346-001-001,74,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,5,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-84-97-44,0346-001-001,75,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,9,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-84-97-44,0346-001-001,77,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,5,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-84-97-44,0346-001-001,103,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,7,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
33-87-72-22,0347-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
33-87-72-22,0347-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,12,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
27-37-98-68,0348-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,12,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
27-37-98-68,0348-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,30,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
62-47-27-99,0348-001-005,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,110,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
62-47-27-99,0348-001-005,2,YES,50,75000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,50,75000,NOVEMBER,2018,2,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,100,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
62-47-27-99,0348-001-005,22,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,45,0,0,15,0,RESIDUE WAS LEFT IN FIELD,,,,,,
83-73-69-11,0350-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,200,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
62-06-81-29,0352-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,108,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
62-06-81-29,0352-001-001,28,YES,88,220000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,88,220000,AUGUST,2019,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,15,0,0,5,0,RESIDUE WAS LEFT IN FIELD,,,,,,
52-06-17-29,0353-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,25,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
52-06-17-29,0353-001-001,13,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,21,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
52-06-17-29,0353-001-001,14,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,6,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
52-06-17-29,0353-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,2,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
78-10-03-87,0356-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
74-58-85-63,0357-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,240,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
74-58-85-63,0357-001-001,13,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
16-56-85-66,0357-003-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,210,6,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-01-29-66,0359-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,162,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-01-29-66,0359-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,18,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-01-29-66,0359-001-001,28,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,18,0,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
05-93-71-40,0362-001-001,1,YES,252,154000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,252,154000,AUGUST,2019,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,84,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
82-38-78-50,0363-003-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,108,0,0,54,0,RESIDUE WAS LEFT IN FIELD,,,,,,
82-38-78-50,0363-003-001,18,YES,30,36000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,30,36000,AUGUST,2019,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,2,OTHER (SPECIFY),NO,,SEED FOR PLANTING,NO,,,,8,2,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-93-28-99,0367-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,240,OTHER (SPECIFY),NO,,FOOD FOR HOUSEHOLD,NO,,,,120,20,0,360,0,RESIDUE WAS LEFT IN FIELD,,,,,,
37-91-82-56,0369-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,160,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
05-20-75-51,0370-001-001,27,YES,300,900000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,300,900000,JUNE,2019,1,1,5,1,5,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,6,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
73-64-57-68,0373-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,288,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,258,30,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
88-99-03-66,0378-003-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,400,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
80-78-20-03,0381-001-002,1,YES,120,90000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,120,90000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,360,20,0,100,0,RESIDUE WAS LEFT IN FIELD,,,,,,
80-78-20-03,0381-001-002,28,YES,120,72000,RAFIKI,NDANI YA KIJIJI/MJI,120,72000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,80,20,0,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
90-22-50-43,0387-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,30,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
90-22-50-43,0387-001-001,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
41-18-85-21,0388-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,36,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
43-97-80-50,0389-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,378,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
49-08-86-51,0389-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,242,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
49-08-86-51,0389-001-002,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,61,0,0,15,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-73-14-89,0390-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,180,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-73-14-89,0390-001-001,11,YES,100,100000,JIRANI,NDANI YA KIJIJI/MJI,100,100000,AUGUST,2018,10,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,50,0,0,50,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-73-14-89,0390-001-001,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-73-14-89,0390-001-001,22,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,2,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
77-89-92-35,0391-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,252,0,72,108,0,FOR GRAZING OWN ANIMALS,,,,,,
77-89-92-35,0391-001-001,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,100,SACKS / OPEN DRUM,NO,,TO SELL AT HIGHER PRICE,NO,,,,30,0,50,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
77-89-92-35,0391-001-001,28,YES,50,100000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,50,100000,SEPTEMBER,,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,33,10,20,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
42-04-98-59,0392-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
42-04-98-59,0392-001-002,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,50,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
42-04-98-59,0392-001-002,18,YES,20,20000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,20,20000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,20,2,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
42-04-98-59,0392-001-002,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,5,0,35,0,RESIDUE WAS LEFT IN FIELD,,,,,,
68-78-67-09,0393-002-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,30,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
