interview__key,sdd_hhid,shock_id,hh_r01,hh_r02,hh_r03,hh_r04_1,hh_r04_2
65-14-61-05,0504-008-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
65-14-61-05,0504-008-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
65-14-61-05,0504-008-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
65-14-61-05,0504-008-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
65-14-61-05,0504-008-001,OTHER (SPECIFY),NO,,,,
08-87-48-82,0505-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
08-87-48-82,0505-001-001,CROP DISEASE OR CROP PESTS,YES,SECOND MOST SEVERE,LOSS OF BOTH,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
08-87-48-82,0505-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
08-87-48-82,0505-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
08-87-48-82,0505-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
08-87-48-82,0505-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
08-87-48-82,0505-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
08-87-48-82,0505-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
08-87-48-82,0505-001-001,SEVERE WATER SHORTAGE,NO,,,,
08-87-48-82,0505-001-001,LOSS OF LAND,NO,,,,
08-87-48-82,0505-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
08-87-48-82,0505-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
08-87-48-82,0505-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
08-87-48-82,0505-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
08-87-48-82,0505-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
08-87-48-82,0505-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
08-87-48-82,0505-001-001,OTHER (SPECIFY),NO,,,,
83-21-21-03,0505-001-002,DROUGHT OR FLOODS,NO,,,,
83-21-21-03,0505-001-002,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
83-21-21-03,0505-001-002,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
83-21-21-03,0505-001-002,HOUSEHOLD BUSINESS FAILURE,NO,,,,
83-21-21-03,0505-001-002,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
83-21-21-03,0505-001-002,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
83-21-21-03,0505-001-002,LARGE RISE IN PRICE OF FOOD,NO,,,,
83-21-21-03,0505-001-002,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
83-21-21-03,0505-001-002,SEVERE WATER SHORTAGE,NO,,,,
83-21-21-03,0505-001-002,LOSS OF LAND,NO,,,,
83-21-21-03,0505-001-002,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
83-21-21-03,0505-001-002,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
83-21-21-03,0505-001-002,DEATH OF OTHER FAMILY MEMBER,NO,,,,
83-21-21-03,0505-001-002,BREAK-UP OF THE HOUSEHOLD,NO,,,,
83-21-21-03,0505-001-002,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
83-21-21-03,0505-001-002,"DWELLING DAMAGED, DESTROYED",NO,,,,
83-21-21-03,0505-001-002,OTHER (SPECIFY),NO,,,,
02-51-58-04,0509-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
02-51-58-04,0509-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
02-51-58-04,0509-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
02-51-58-04,0509-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
02-51-58-04,0509-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
02-51-58-04,0509-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
02-51-58-04,0509-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
02-51-58-04,0509-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
02-51-58-04,0509-001-001,SEVERE WATER SHORTAGE,NO,,,,
02-51-58-04,0509-001-001,LOSS OF LAND,NO,,,,
02-51-58-04,0509-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
02-51-58-04,0509-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
02-51-58-04,0509-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
02-51-58-04,0509-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
02-51-58-04,0509-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
02-51-58-04,0509-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
02-51-58-04,0509-001-001,OTHER (SPECIFY),NO,,,,
17-59-80-31,0511-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
17-59-80-31,0511-001-001,CROP DISEASE OR CROP PESTS,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
17-59-80-31,0511-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
17-59-80-31,0511-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
17-59-80-31,0511-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
17-59-80-31,0511-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
17-59-80-31,0511-001-001,LARGE RISE IN PRICE OF FOOD,YES,THIRD MOST SEVERE,INCOME LOSS,OTHER (SPECIFY),
17-59-80-31,0511-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
17-59-80-31,0511-001-001,SEVERE WATER SHORTAGE,NO,,,,
17-59-80-31,0511-001-001,LOSS OF LAND,NO,,,,
17-59-80-31,0511-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
17-59-80-31,0511-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
17-59-80-31,0511-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
17-59-80-31,0511-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
17-59-80-31,0511-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
17-59-80-31,0511-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
17-59-80-31,0511-001-001,OTHER (SPECIFY),NO,,,,
02-15-25-91,0512-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
02-15-25-91,0512-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
02-15-25-91,0512-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
02-15-25-91,0512-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
02-15-25-91,0512-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
02-15-25-91,0512-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
02-15-25-91,0512-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
02-15-25-91,0512-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
02-15-25-91,0512-001-001,SEVERE WATER SHORTAGE,NO,,,,
02-15-25-91,0512-001-001,LOSS OF LAND,NO,,,,
02-15-25-91,0512-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
02-15-25-91,0512-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
02-15-25-91,0512-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
02-15-25-91,0512-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
02-15-25-91,0512-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
02-15-25-91,0512-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
02-15-25-91,0512-001-001,OTHER (SPECIFY),NO,,,,
29-85-19-31,0513-001-001,DROUGHT OR FLOODS,NO,,,,
29-85-19-31,0513-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
29-85-19-31,0513-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
29-85-19-31,0513-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
29-85-19-31,0513-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
29-85-19-31,0513-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
29-85-19-31,0513-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
29-85-19-31,0513-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
29-85-19-31,0513-001-001,SEVERE WATER SHORTAGE,NO,,,,
29-85-19-31,0513-001-001,LOSS OF LAND,NO,,,,
29-85-19-31,0513-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
29-85-19-31,0513-001-001,DEATH OF A MEMBER OF HOUSEHOLD,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS
29-85-19-31,0513-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
29-85-19-31,0513-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
29-85-19-31,0513-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
29-85-19-31,0513-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
29-85-19-31,0513-001-001,OTHER (SPECIFY),NO,,,,
10-21-26-14,0518-001-001,DROUGHT OR FLOODS,NO,,,,
10-21-26-14,0518-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
10-21-26-14,0518-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
10-21-26-14,0518-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
10-21-26-14,0518-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
10-21-26-14,0518-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
10-21-26-14,0518-001-001,LARGE RISE IN PRICE OF FOOD,YES,SECOND MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
10-21-26-14,0518-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
10-21-26-14,0518-001-001,SEVERE WATER SHORTAGE,NO,,,,
10-21-26-14,0518-001-001,LOSS OF LAND,NO,,,,
10-21-26-14,0518-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
10-21-26-14,0518-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
10-21-26-14,0518-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
10-21-26-14,0518-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
10-21-26-14,0518-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
10-21-26-14,0518-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
10-21-26-14,0518-001-001,OTHER (SPECIFY),NO,,,,
92-69-46-35,0521-001-001,DROUGHT OR FLOODS,NO,,,,
92-69-46-35,0521-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
92-69-46-35,0521-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
92-69-46-35,0521-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
92-69-46-35,0521-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
92-69-46-35,0521-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
92-69-46-35,0521-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
92-69-46-35,0521-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
92-69-46-35,0521-001-001,SEVERE WATER SHORTAGE,NO,,,,
92-69-46-35,0521-001-001,LOSS OF LAND,NO,,,,
92-69-46-35,0521-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
92-69-46-35,0521-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
92-69-46-35,0521-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
92-69-46-35,0521-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
92-69-46-35,0521-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
92-69-46-35,0521-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
92-69-46-35,0521-001-001,OTHER (SPECIFY),NO,,,,
34-50-10-45,0521-001-011,DROUGHT OR FLOODS,YES,MOST SEVERE,ASSET LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
34-50-10-45,0521-001-011,CROP DISEASE OR CROP PESTS,NO,,,,
34-50-10-45,0521-001-011,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
34-50-10-45,0521-001-011,HOUSEHOLD BUSINESS FAILURE,NO,,,,
34-50-10-45,0521-001-011,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
34-50-10-45,0521-001-011,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
34-50-10-45,0521-001-011,LARGE RISE IN PRICE OF FOOD,NO,,,,
34-50-10-45,0521-001-011,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
34-50-10-45,0521-001-011,SEVERE WATER SHORTAGE,NO,,,,
34-50-10-45,0521-001-011,LOSS OF LAND,NO,,,,
34-50-10-45,0521-001-011,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
34-50-10-45,0521-001-011,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
34-50-10-45,0521-001-011,DEATH OF OTHER FAMILY MEMBER,NO,,,,
34-50-10-45,0521-001-011,BREAK-UP OF THE HOUSEHOLD,NO,,,,
34-50-10-45,0521-001-011,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
34-50-10-45,0521-001-011,"DWELLING DAMAGED, DESTROYED",NO,,,,
34-50-10-45,0521-001-011,OTHER (SPECIFY),NO,,,,
75-59-73-61,0522-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
75-59-73-61,0522-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
75-59-73-61,0522-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
75-59-73-61,0522-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
75-59-73-61,0522-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
75-59-73-61,0522-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
75-59-73-61,0522-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
75-59-73-61,0522-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
75-59-73-61,0522-001-001,SEVERE WATER SHORTAGE,NO,,,,
75-59-73-61,0522-001-001,LOSS OF LAND,NO,,,,
75-59-73-61,0522-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,YES,SECOND MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
75-59-73-61,0522-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
75-59-73-61,0522-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
75-59-73-61,0522-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
75-59-73-61,0522-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
75-59-73-61,0522-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
75-59-73-61,0522-001-001,OTHER (SPECIFY),NO,,,,
81-44-06-49,0525-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,ASSET LOSS,RELIED ON OWN-SAVINGS,
81-44-06-49,0525-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
81-44-06-49,0525-001-001,LIVESTOCK DIED OR WERE STOLEN,YES,SECOND MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
81-44-06-49,0525-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
81-44-06-49,0525-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
81-44-06-49,0525-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
81-44-06-49,0525-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
81-44-06-49,0525-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
81-44-06-49,0525-001-001,SEVERE WATER SHORTAGE,NO,,,,
81-44-06-49,0525-001-001,LOSS OF LAND,NO,,,,
81-44-06-49,0525-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
81-44-06-49,0525-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
81-44-06-49,0525-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
81-44-06-49,0525-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
81-44-06-49,0525-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
81-44-06-49,0525-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
81-44-06-49,0525-001-001,OTHER (SPECIFY),NO,,,,
84-11-21-22,0525-003-001,DROUGHT OR FLOODS,NO,,,,
84-11-21-22,0525-003-001,CROP DISEASE OR CROP PESTS,NO,,,,
84-11-21-22,0525-003-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
84-11-21-22,0525-003-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
84-11-21-22,0525-003-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
84-11-21-22,0525-003-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
84-11-21-22,0525-003-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
84-11-21-22,0525-003-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
84-11-21-22,0525-003-001,SEVERE WATER SHORTAGE,NO,,,,
84-11-21-22,0525-003-001,LOSS OF LAND,NO,,,,
84-11-21-22,0525-003-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
84-11-21-22,0525-003-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
84-11-21-22,0525-003-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
84-11-21-22,0525-003-001,BREAK-UP OF THE HOUSEHOLD,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
84-11-21-22,0525-003-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
84-11-21-22,0525-003-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
84-11-21-22,0525-003-001,OTHER (SPECIFY),NO,,,,
36-34-79-20,0525-004-001,DROUGHT OR FLOODS,NO,,,,
36-34-79-20,0525-004-001,CROP DISEASE OR CROP PESTS,NO,,,,
36-34-79-20,0525-004-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
36-34-79-20,0525-004-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
36-34-79-20,0525-004-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
36-34-79-20,0525-004-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
36-34-79-20,0525-004-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
36-34-79-20,0525-004-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
36-34-79-20,0525-004-001,SEVERE WATER SHORTAGE,NO,,,,
36-34-79-20,0525-004-001,LOSS OF LAND,NO,,,,
36-34-79-20,0525-004-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
36-34-79-20,0525-004-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
36-34-79-20,0525-004-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
36-34-79-20,0525-004-001,BREAK-UP OF THE HOUSEHOLD,YES,MOST SEVERE,ASSET LOSS,RELIED ON OWN-SAVINGS,SOLD LAND/BUILDING
36-34-79-20,0525-004-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
36-34-79-20,0525-004-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
36-34-79-20,0525-004-001,OTHER (SPECIFY),NO,,,,
96-26-27-84,0525-005-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
96-26-27-84,0525-005-001,CROP DISEASE OR CROP PESTS,NO,,,,
96-26-27-84,0525-005-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
96-26-27-84,0525-005-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
96-26-27-84,0525-005-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
96-26-27-84,0525-005-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
96-26-27-84,0525-005-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
96-26-27-84,0525-005-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
96-26-27-84,0525-005-001,SEVERE WATER SHORTAGE,NO,,,,
96-26-27-84,0525-005-001,LOSS OF LAND,NO,,,,
96-26-27-84,0525-005-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
96-26-27-84,0525-005-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
96-26-27-84,0525-005-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
96-26-27-84,0525-005-001,BREAK-UP OF THE HOUSEHOLD,YES,SECOND MOST SEVERE,ASSET LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
96-26-27-84,0525-005-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
96-26-27-84,0525-005-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
96-26-27-84,0525-005-001,OTHER (SPECIFY),NO,,,,
21-20-05-63,0526-001-001,DROUGHT OR FLOODS,NO,,,,
21-20-05-63,0526-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
21-20-05-63,0526-001-001,LIVESTOCK DIED OR WERE STOLEN,YES,MOST SEVERE,ASSET LOSS,DID NOT DO ANYTHING,
21-20-05-63,0526-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
21-20-05-63,0526-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
21-20-05-63,0526-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
21-20-05-63,0526-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
21-20-05-63,0526-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
21-20-05-63,0526-001-001,SEVERE WATER SHORTAGE,NO,,,,
21-20-05-63,0526-001-001,LOSS OF LAND,NO,,,,
21-20-05-63,0526-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
21-20-05-63,0526-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
21-20-05-63,0526-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
21-20-05-63,0526-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
21-20-05-63,0526-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
21-20-05-63,0526-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
21-20-05-63,0526-001-001,OTHER (SPECIFY),NO,,,,
31-74-85-54,0528-001-002,DROUGHT OR FLOODS,YES,MOST SEVERE,ASSET LOSS,ADULT HOUSEHOLD MEMBERS WHO WERE PREVIOUSLY NOT WORKING HAD TO FIND WORK,
31-74-85-54,0528-001-002,CROP DISEASE OR CROP PESTS,NO,,,,
31-74-85-54,0528-001-002,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
31-74-85-54,0528-001-002,HOUSEHOLD BUSINESS FAILURE,NO,,,,
31-74-85-54,0528-001-002,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
31-74-85-54,0528-001-002,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
31-74-85-54,0528-001-002,LARGE RISE IN PRICE OF FOOD,NO,,,,
31-74-85-54,0528-001-002,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
31-74-85-54,0528-001-002,SEVERE WATER SHORTAGE,NO,,,,
31-74-85-54,0528-001-002,LOSS OF LAND,NO,,,,
31-74-85-54,0528-001-002,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
31-74-85-54,0528-001-002,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
31-74-85-54,0528-001-002,DEATH OF OTHER FAMILY MEMBER,NO,,,,
31-74-85-54,0528-001-002,BREAK-UP OF THE HOUSEHOLD,NO,,,,
31-74-85-54,0528-001-002,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
31-74-85-54,0528-001-002,"DWELLING DAMAGED, DESTROYED",NO,,,,
31-74-85-54,0528-001-002,OTHER (SPECIFY),NO,,,,
96-96-12-14,0528-001-003,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
96-96-12-14,0528-001-003,CROP DISEASE OR CROP PESTS,NO,,,,
96-96-12-14,0528-001-003,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
96-96-12-14,0528-001-003,HOUSEHOLD BUSINESS FAILURE,NO,,,,
96-96-12-14,0528-001-003,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
96-96-12-14,0528-001-003,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
96-96-12-14,0528-001-003,LARGE RISE IN PRICE OF FOOD,NO,,,,
96-96-12-14,0528-001-003,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
96-96-12-14,0528-001-003,SEVERE WATER SHORTAGE,NO,,,,
96-96-12-14,0528-001-003,LOSS OF LAND,NO,,,,
96-96-12-14,0528-001-003,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
96-96-12-14,0528-001-003,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
96-96-12-14,0528-001-003,DEATH OF OTHER FAMILY MEMBER,NO,,,,
96-96-12-14,0528-001-003,BREAK-UP OF THE HOUSEHOLD,NO,,,,
