interview__key,sdd_hhid,plotnum,cropid,ag6a_02,ag6a_03,ag6a_04,ag6a_05,ag6a_06,ag6a_06a,ag6a_07_1,ag6a_07_2,ag6a_07_3,ag6a_07_4,ag6a_08_1,ag6a_08_2,ag6a_09,ag6a_10,ag6a_11
38-57-13-13,0331-001-001,1,58,1,2017,0,NO,,YES,2018,DECEMBER,2019,NOVEMBER,1,,13,NO,
62-23-66-59,0332-004-001,1,55,3,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,2,60,NO,
62-23-66-59,0332-004-001,1,57,3,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,FEBRUARY,1,2,300,NO,
62-23-66-59,0332-004-001,1,59,50,2017,10,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,2,30,NO,
62-23-66-59,0332-004-001,1,60,14,2018,12,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,2,200,YES,THEFT
62-23-66-59,0332-004-001,1,85,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
90-12-94-91,0335-001-001,1,60,2,2016,0,NO,,NO,,,,,,,,,
59-32-89-82,0336-001-001,2,55,6,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,15,NO,
59-32-89-82,0336-001-001,2,58,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,10,NO,
59-32-89-82,0336-001-001,2,103,1,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,8,NO,
95-97-57-76,0337-001-001,2,55,10,2012,0,NO,,YES,2018,MAY,2019,APRIL,1,2,90,NO,
95-97-57-76,0337-001-001,2,60,20,2012,0,NO,,YES,2018,MAY,2018,JUNE,1,2,300,NO,
79-32-59-15,0337-003-001,1,55,8,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,3,14,NO,
79-32-59-15,0337-003-001,1,59,10,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,,10,NO,
57-22-81-69,0338-001-001,2,55,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2019,APRIL,1,,12,NO,
57-22-81-69,0338-001-001,2,57,1,2017,0,NO,,NO,,,,,,,,,
58-48-25-77,0339-001-001,1,55,105,2015,20,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,SEPTEMBER,1,,16,NO,
58-48-25-77,0339-001-001,1,58,5,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JULY,2019,OCTOBER,1,,60,NO,
42-32-57-47,0342-001-001,3,25,2,1998,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2018,JUNE,1,,40,YES,BIRDS
42-32-57-47,0342-001-001,3,55,3,2018,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
42-32-57-47,0342-001-001,3,57,3,2017,2,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,JANUARY,1,,120,YES,INSECTS
42-32-57-47,0342-001-001,3,58,1,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
42-32-57-47,0342-001-001,3,64,6,1982,0,NO,,YES,2018,MARCH,2018,JUNE,1,,60,YES,BIRDS
50-97-33-57,0344-001-001,1,55,18,2004,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,2,17,NO,
50-97-33-57,0344-001-001,1,57,1,2018,1,NO,,NO,,,,,,,,,
26-84-97-44,0346-001-001,3,55,1,2010,0,NO,,YES,2018,APRIL,2019,MARCH,1,2,2,NO,
26-84-97-44,0346-001-001,3,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2019,JANUARY,1,2,90,YES,INSECTS
26-84-97-44,0346-001-001,3,58,1,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,DECEMBER,1,2,38,YES,BIRDS
26-84-97-44,0346-001-001,3,59,8,2017,8,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
33-87-72-22,0347-001-001,1,55,9,2018,9,NO,,NO,,,,,,,,,
33-87-72-22,0347-001-001,1,59,50,2019,50,NO,,NO,,,,,,,,,
33-87-72-22,0347-001-001,1,60,3,2004,0,NO,,YES,2018,JUNE,2018,JUNE,1,2,100,NO,
27-37-98-68,0348-001-001,1,55,9,2015,0,NO,,YES,2018,MAY,2019,APRIL,1,2,30,NO,
27-37-98-68,0348-001-001,1,59,10,2016,0,NO,,YES,2018,MAY,2019,APRIL,1,2,10,NO,
27-37-98-68,0348-001-001,1,60,5,1996,0,NO,,YES,2018,MAY,2019,APRIL,1,2,80,NO,
62-47-27-99,0348-001-005,1,51,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,APRIL,1,2,50,YES,BIRDS
83-73-69-11,0350-001-001,2,55,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MAY,1,,53,NO,
83-73-69-11,0350-001-001,2,60,1,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MAY,1,,30,NO,
83-73-69-11,0350-001-001,2,85,1,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,MAY,1,,20,NO,
83-73-69-11,0350-001-001,2,102,1,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MAY,1,,5,NO,
62-06-81-29,0352-001-001,3,55,2,2019,2,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
62-06-81-29,0352-001-001,3,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,JANUARY,1,2,200,NO,
62-06-81-29,0352-001-001,3,58,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,18,NO,
62-06-81-29,0352-001-001,3,59,20,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
62-06-81-29,0352-001-001,3,85,1,2011,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,APRIL,1,2,50,NO,
52-06-17-29,0353-001-001,1,54,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2019,APRIL,1,,5,YES,INSECTS
52-06-17-29,0353-001-001,1,55,2,2018,2,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
52-06-17-29,0353-001-001,1,60,1,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,,36,NO,
52-06-17-29,0353-001-001,1,85,3,2012,1,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,,12,NO,
52-06-17-29,0353-001-001,1,102,1,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
78-10-03-87,0356-001-001,3,53,1,2000,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,2,20,NO,
78-10-03-87,0356-001-001,3,57,3,2003,0,NO,,NO,,,,,,,,,
78-10-03-87,0356-001-001,3,60,4,2004,0,NO,,NO,,,,,,,,,
78-10-03-87,0356-001-001,3,85,1,2009,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,2,20,NO,
74-58-85-63,0357-001-001,4,55,30,2010,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,2,120,NO,
74-58-85-63,0357-001-001,4,103,2,2012,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,2,10,NO,
74-58-85-63,0357-001-001,5,58,2,2019,0,NO,,NO,,,,,,,,,
16-56-85-66,0357-003-001,1,53,3,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,130,NO,
16-56-85-66,0357-003-001,1,57,3,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,JANUARY,1,,220,YES,INSECTS
16-56-85-66,0357-003-001,1,60,6,2011,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,MAY,1,,55,NO,
16-56-85-66,0357-003-001,1,85,1,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,MARCH,1,,8,NO,
16-56-85-66,0357-003-001,3,57,1,1990,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,JANUARY,1,,120,NO,
81-04-99-31,0358-001-001,1,55,10,2016,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,,30,NO,
81-04-99-31,0358-001-001,1,58,1,2018,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,,10,NO,
57-01-29-66,0359-001-001,1,59,50,1989,0,NO,,YES,2018,OCTOBER,2019,NOVEMBER,1,,40,YES,THEFT
57-01-29-66,0359-001-001,3,55,60,1980,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,,32,NO,
57-01-29-66,0359-001-001,3,64,1,1988,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,JULY,1,,13,NO,
34-32-29-13,0360-001-001,2,60,3,2016,0,NO,,NO,,,,,,,,,
75-12-65-48,0361-001-001,2,57,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
75-12-65-48,0361-001-001,2,60,1,1980,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
75-12-65-48,0361-001-001,2,85,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-93-71-40,0362-001-001,1,57,1,1900,0,NO,,YES,2018,OCTOBER,2019,JANUARY,1,,150,NO,
05-93-71-40,0362-001-001,3,55,13,2016,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,,13,NO,
05-93-71-40,0362-001-001,3,60,4,2015,0,NO,,YES,2019,MARCH,2019,MAY,1,,140,NO,
82-38-78-50,0363-003-001,1,55,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,10,NO,
82-38-78-50,0363-003-001,1,57,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
82-38-78-50,0363-003-001,1,59,3,2019,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
82-38-78-50,0363-003-001,1,103,1,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,8,NO,
16-25-69-84,0364-001-001,3,53,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
16-25-69-84,0364-001-001,3,55,8,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,30,NO,
16-25-69-84,0364-001-001,3,57,3,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
16-25-69-84,0364-001-001,3,60,6,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
98-93-28-99,0367-001-001,2,55,2,2018,0,NO,,NO,,,,,,,,,
98-93-28-99,0367-001-001,2,57,1,2017,0,NO,,NO,,,,,,,,,
98-93-28-99,0367-001-001,2,60,3,1992,0,NO,,YES,2019,JUNE,2019,OCTOBER,1,,50,NO,
98-93-28-99,0367-001-001,2,103,2,2016,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,2,10,NO,
37-91-82-56,0369-001-001,4,55,5,2017,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,2,50,NO,
37-91-82-56,0369-001-001,4,57,1,2018,0,NO,,NO,,,,,,,,,
37-91-82-56,0369-001-001,4,60,2,2012,0,NO,,YES,2019,JUNE,2019,AUGUST,1,2,20,NO,
87-29-04-68,0377-001-001,2,85,3,2012,0,NO,,YES,2019,APRIL,2019,JUNE,1,,35,NO,
88-99-03-66,0378-003-001,1,55,15,2008,0,NO,,YES,2018,MAY,2019,APRIL,1,2,150,NO,
88-99-03-66,0378-003-001,1,57,1,2014,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,1,2,100,NO,
88-99-03-66,0378-003-001,1,102,2,2014,0,NO,,YES,2018,MAY,2019,APRIL,1,2,100,NO,
11-13-08-42,0386-001-001,1,60,19,1989,0,NO,,YES,2018,JULY,2019,JULY,1,2,800,NO,
90-22-50-43,0387-001-001,1,58,1,2015,0,NO,,YES,2018,JULY,2019,JUNE,1,,10,NO,
90-22-50-43,0387-001-001,1,63,2,2015,0,NO,,YES,2019,JUNE,2019,JULY,1,,15,NO,
43-97-80-50,0389-001-001,2,57,6,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,FEBRUARY,1,,180,YES,INSECTS
43-97-80-50,0389-001-001,3,55,35,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,,72,NO,
43-97-80-50,0389-001-001,3,57,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,FEBRUARY,1,,60,YES,INSECTS
43-97-80-50,0389-001-001,4,55,45,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,,96,NO,
49-08-86-51,0389-001-002,1,55,12,2011,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,,16,NO,
49-08-86-51,0389-001-002,1,57,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,FEBRUARY,1,,120,YES,INSECTS
49-08-86-51,0389-001-002,1,60,3,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
98-73-14-89,0390-001-001,1,55,6,2006,0,NO,,YES,2018,JULY,2019,JUNE,1,,30,NO,
98-73-14-89,0390-001-001,1,60,3,2012,0,NO,,YES,2018,JULY,2018,AUGUST,1,,15,NO,
77-89-92-35,0391-001-001,3,57,5,1900,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,1,2,200,YES,OTHER (SPECIFY)
42-04-98-59,0392-001-002,1,55,3,2007,0,NO,,YES,2018,JULY,2019,JUNE,1,,60,NO,
42-04-98-59,0392-001-002,1,57,4,1975,0,NO,,YES,2018,OCTOBER,2019,FEBRUARY,1,,100,NO,
42-04-98-59,0392-001-002,1,58,1,2018,0,NO,,YES,2017,JULY,2019,JUNE,1,,20,NO,
91-52-62-82,0393-001-001,4,60,6,2009,0,NO,,YES,2018,JULY,2019,JUNE,1,2,30,NO,
68-78-67-09,0393-002-001,1,60,2,1900,0,NO,,YES,2019,JUNE,2019,JULY,1,,30,NO,
68-78-67-09,0393-002-001,2,57,1,1900,0,NO,,YES,2018,SEPTEMBER,2018,NOVEMBER,1,,50,NO,
07-50-77-12,0395-001-001,3,55,5,2011,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2018,OCTOBER,1,,14,NO,
07-50-77-12,0395-001-001,3,57,1,1962,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,FEBRUARY,1,2,240,YES,INSECTS
07-50-77-12,0395-001-001,3,102,1,1988,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
07-50-77-12,0395-001-001,3,103,2,1992,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2018,MAY,1,2,8,NO,
36-58-37-13,0395-001-006,1,57,3,2000,0,NO,,YES,2018,DECEMBER,2019,FEBRUARY,1,2,40,YES,INSECTS
36-58-37-13,0395-001-006,2,55,10,2013,4,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,AUGUST,1,2,80,YES,INSECTS
36-58-37-13,0395-001-006,2,57,7,9999,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,2,120,YES,INSECTS
41-77-08-50,0397-001-001,3,57,11,2008,0,NO,,YES,2018,DECEMBER,2018,DECEMBER,1,,35,YES,THEFT
41-77-08-50,0397-001-001,7,64,1,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2018,APRIL,1,,12,YES,BIRDS
26-73-74-39,0398-001-001,1,56,5,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
26-73-74-39,0398-001-001,1,57,5,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
26-73-74-39,0398-001-001,1,60,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
46-80-56-01,0398-001-003,1,56,6,2010,0,YES,OTHER (SPECIFY),YES,2018,MAY,2018,MAY,6,,40,NO,
46-80-56-01,0398-001-003,1,102,2,2012,0,YES,OTHER (SPECIFY),YES,2018,MAY,2018,JUNE,6,,12,NO,
05-84-71-82,0398-001-005,3,56,1,2015,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
05-84-71-82,0398-001-005,3,57,1,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
75-52-50-40,0399-001-001,1,57,2,2009,0,NO,,YES,2018,DECEMBER,2018,DECEMBER,1,,25,YES,THEFT
75-52-50-40,0399-001-001,2,55,18,2018,10,YES,OTHER (SPECIFY),YES,2018,FEBRUARY,2019,FEBRUARY,1,,36,NO,
75-52-50-40,0399-001-001,2,56,2,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
75-52-50-40,0399-001-001,2,57,5,2017,0,YES,OTHER (SPECIFY),YES,2018,DECEMBER,2018,DECEMBER,1,,16,YES,THEFT
65-75-62-15,0401-001-001,1,57,2,1900,0,NO,,NO,,,,,,,,,
96-25-62-36,0402-001-002,1,55,32,2017,8,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2018,NOVEMBER,2,,20,NO,
96-25-62-36,0402-001-002,1,56,1,2018,1,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
96-25-62-36,0402-001-002,1,57,3,1992,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,2,,120,NO,
96-25-62-36,0402-001-002,1,63,1,2018,1,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
75-24-28-19,0403-001-001,1,55,5,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2018,DECEMBER,1,,28,NO,
23-48-39-75,0404-001-001,1,55,40,2000,9,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,FEBRUARY,2018,OCTOBER,1,,160,NO,
23-48-39-75,0404-001-001,1,56,9,2018,9,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
23-48-39-75,0404-001-001,1,57,14,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,FEBRUARY,1,,340,YES,INSECTS
23-48-39-75,0404-001-001,1,58,3,2018,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
23-48-39-75,0404-001-001,1,60,11,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
71-97-65-36,0405-001-001,1,56,2,2018,2,YES,OTHER (SPECIFY),NO,,,,,,,,,
71-97-65-36,0405-001-001,1,57,3,1900,0,YES,OTHER (SPECIFY),YES,2018,DECEMBER,2018,DECEMBER,1,,8,YES,THEFT
71-97-65-36,0405-001-001,1,60,1,2000,0,YES,OTHER (SPECIFY),YES,2018,MAY,2018,JUNE,1,,20,YES,THEFT
90-30-68-35,0407-001-001,1,55,30,2010,0,NO,,YES,2018,JUNE,2019,MAY,1,2,240,NO,
90-30-68-35,0407-001-001,1,57,2,2013,0,NO,,YES,2018,DECEMBER,2019,FEBRUARY,1,2,150,NO,
51-68-01-74,0408-001-001,1,57,6,1900,0,NO,,YES,2018,OCTOBER,2019,FEBRUARY,1,2,200,YES,INSECTS
51-68-01-74,0408-001-001,3,55,6,2003,0,NO,,YES,2018,APRIL,2019,MAY,1,2,126,NO,
45-60-97-69,0409-001-001,1,55,80,2012,0,NO,,YES,2018,JUNE,2019,MARCH,1,2,100,YES,OTHER (SPECIFY)
45-60-97-69,0409-001-001,2,55,20,2013,0,NO,,YES,2018,JUNE,2019,JANUARY,1,2,60,NO,
98-64-80-85,0411-001-001,1,55,15,2007,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,FEBRUARY,2019,NOVEMBER,1,2,80,YES,BIRDS
98-64-80-85,0411-001-001,1,57,8,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,FEBRUARY,1,2,160,YES,INSECTS
98-64-80-85,0411-001-001,1,85,1,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,FEBRUARY,1,2,10,NO,
17-95-98-51,0412-001-001,1,57,6,1900,0,NO,,YES,2018,NOVEMBER,2019,MARCH,1,,190,YES,INSECTS
17-95-98-51,0412-001-001,2,55,16,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MAY,1,,80,NO,
17-95-98-51,0412-001-001,2,59,15,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2018,AUGUST,1,,15,NO,
17-95-98-51,0412-001-001,2,60,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
17-95-98-51,0412-001-001,2,102,8,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
99-47-44-47,0415-002-001,1,55,1,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MAY,1,3,24,NO,
99-47-44-47,0415-002-001,1,57,5,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,FEBRUARY,1,3,250,YES,INSECTS
99-47-44-47,0415-002-001,1,58,1,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
99-47-44-47,0415-002-001,1,60,1,2002,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
99-47-44-47,0415-002-001,1,102,2,2002,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,APRIL,1,3,120,NO,
32-54-64-43,0416-001-001,1,57,1,2009,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,2,80,NO,
32-54-64-43,0416-001-001,3,55,20,2011,0,NO,,YES,2018,JUNE,2019,MAY,1,2,150,NO,
29-39-31-65,0420-001-001,1,57,1,1980,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2018,DECEMBER,1,2,480,NO,
29-39-31-65,0420-001-001,1,60,3,2018,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
29-39-31-65,0420-001-001,1,64,3,1981,0,YES,MORE FERTILE FOR SOIL,YES,2018,APRIL,2018,MAY,1,2,70,YES,THEFT
29-39-31-65,0420-001-001,1,85,8,2003,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2018,MAY,1,2,80,YES,THEFT
29-39-31-65,0420-001-001,4,57,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
70-43-28-26,0420-001-003,1,57,1,1998,0,NO,,NO,,,,,,,,,
53-51-88-47,0421-001-001,1,55,25,2012,4,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,JANUARY,1,7,120,NO,
53-51-88-47,0421-001-001,1,57,5,1994,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,7,360,NO,
52-26-67-08,0421-001-002,1,57,1,2002,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,2,,65,NO,
56-15-63-11,0424-001-001,2,64,1,1990,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2018,APRIL,1,,25,YES,BIRDS
56-15-63-11,0424-001-001,3,58,1,2018,1,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
56-15-63-11,0424-001-001,3,103,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,FEBRUARY,2018,MARCH,1,,45,NO,
73-36-66-15,0427-001-001,4,57,4,1900,0,NO,,YES,2018,NOVEMBER,2018,DECEMBER,1,2,100,NO,
46-28-63-44,0430-002-001,1,57,1,1975,0,NO,,YES,2018,OCTOBER,2019,JANUARY,1,,150,NO,
32-32-47-74,0431-001-001,2,25,1,2002,0,NO,,YES,2018,JUNE,2018,NOVEMBER,2,,30,NO,
32-32-47-74,0431-001-001,2,57,1,2018,1,NO,,NO,,,,,,,,,
32-32-47-74,0431-001-001,2,63,5,2018,5,NO,,NO,,,,,,,,,
32-32-47-74,0431-001-001,2,102,2,2017,2,NO,,NO,,,,,,,,,
20-19-96-28,0432-001-001,1,57,1,2005,0,NO,,NO,,,,,,,,,
03-49-85-68,0437-001-001,1,60,1,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2018,SEPTEMBER,1,,72,YES,THEFT
03-49-85-68,0437-001-001,1,85,2,4,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JANUARY,2018,DECEMBER,1,,120,NO,
40-38-17-08,0438-001-002,1,55,28,2011,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
40-38-17-08,0438-001-002,1,89,2,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,MARCH,2,4,55,NO,
31-07-58-53,0441-001-001,6,65,1,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
31-07-58-53,0441-001-001,6,68,1,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,FEBRUARY,1,,45,NO,
05-88-93-30,0443-001-001,3,67,3,1996,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,MAY,1,2,120,YES,THEFT
50-82-03-42,0444-001-001,2,55,1,1989,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
50-82-03-42,0444-001-001,2,67,1,1998,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,APRIL,2,,80,NO,
50-82-03-42,0444-001-001,3,65,2,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,2,,60,NO,
50-82-03-42,0444-001-001,3,89,7,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,FEBRUARY,2019,APRIL,2,,420,NO,
73-77-71-52,0445-001-002,1,55,3,1990,0,NO,,YES,2018,AUGUST,2019,FEBRUARY,1,,150,NO,
73-77-71-52,0445-001-002,1,56,3,2017,0,NO,,NO,,,,,,,,,
73-77-71-52,0445-001-002,1,65,3,2016,0,NO,,YES,2018,JULY,2019,AUGUST,1,,30,NO,
73-77-71-52,0445-001-002,1,66,2,2017,0,NO,,YES,2018,AUGUST,2019,JULY,1,,60,NO,
73-77-71-52,0445-001-002,1,89,2,2012,0,NO,,YES,2018,DECEMBER,2019,MARCH,1,,20,NO,
