interview__key,sdd_hhid,itemcode,hh_j08
98-73-14-89,0390-001-001,D. VEGETABLES,5
98-73-14-89,0390-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
98-73-14-89,0390-001-001,F. FRUITS,2
98-73-14-89,0390-001-001,G. MILK/MILK PRODUCTS,0
98-73-14-89,0390-001-001,H. FATS/OIL,7
98-73-14-89,0390-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
98-73-14-89,0390-001-001,J. SPICES/CONDIMENTS,7
28-94-88-56,0390-001-004,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
28-94-88-56,0390-001-004,"B. ROOTS, TUBERS, AND PLANTAINS",0
28-94-88-56,0390-001-004,C. NUTS AND PULSES,0
28-94-88-56,0390-001-004,D. VEGETABLES,0
28-94-88-56,0390-001-004,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
28-94-88-56,0390-001-004,F. FRUITS,0
28-94-88-56,0390-001-004,G. MILK/MILK PRODUCTS,0
28-94-88-56,0390-001-004,H. FATS/OIL,0
28-94-88-56,0390-001-004,I. SUGAR/SUGAR PRODUCTS/HONEY,0
28-94-88-56,0390-001-004,J. SPICES/CONDIMENTS,0
77-89-92-35,0391-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
77-89-92-35,0391-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
77-89-92-35,0391-001-001,C. NUTS AND PULSES,7
77-89-92-35,0391-001-001,D. VEGETABLES,7
77-89-92-35,0391-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
77-89-92-35,0391-001-001,F. FRUITS,7
77-89-92-35,0391-001-001,G. MILK/MILK PRODUCTS,7
77-89-92-35,0391-001-001,H. FATS/OIL,7
77-89-92-35,0391-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
77-89-92-35,0391-001-001,J. SPICES/CONDIMENTS,7
03-55-55-72,0391-005-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
03-55-55-72,0391-005-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
03-55-55-72,0391-005-001,C. NUTS AND PULSES,2
03-55-55-72,0391-005-001,D. VEGETABLES,7
03-55-55-72,0391-005-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
03-55-55-72,0391-005-001,F. FRUITS,3
03-55-55-72,0391-005-001,G. MILK/MILK PRODUCTS,0
03-55-55-72,0391-005-001,H. FATS/OIL,7
03-55-55-72,0391-005-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
03-55-55-72,0391-005-001,J. SPICES/CONDIMENTS,7
42-04-98-59,0392-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
42-04-98-59,0392-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",7
42-04-98-59,0392-001-002,C. NUTS AND PULSES,4
42-04-98-59,0392-001-002,D. VEGETABLES,7
42-04-98-59,0392-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
42-04-98-59,0392-001-002,F. FRUITS,2
42-04-98-59,0392-001-002,G. MILK/MILK PRODUCTS,0
42-04-98-59,0392-001-002,H. FATS/OIL,7
42-04-98-59,0392-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
42-04-98-59,0392-001-002,J. SPICES/CONDIMENTS,7
91-52-62-82,0393-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
91-52-62-82,0393-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
91-52-62-82,0393-001-001,C. NUTS AND PULSES,4
91-52-62-82,0393-001-001,D. VEGETABLES,5
91-52-62-82,0393-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
91-52-62-82,0393-001-001,F. FRUITS,2
91-52-62-82,0393-001-001,G. MILK/MILK PRODUCTS,0
91-52-62-82,0393-001-001,H. FATS/OIL,7
91-52-62-82,0393-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
91-52-62-82,0393-001-001,J. SPICES/CONDIMENTS,7
68-78-67-09,0393-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
68-78-67-09,0393-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
68-78-67-09,0393-002-001,C. NUTS AND PULSES,7
68-78-67-09,0393-002-001,D. VEGETABLES,7
68-78-67-09,0393-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
68-78-67-09,0393-002-001,F. FRUITS,7
68-78-67-09,0393-002-001,G. MILK/MILK PRODUCTS,0
68-78-67-09,0393-002-001,H. FATS/OIL,7
68-78-67-09,0393-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
68-78-67-09,0393-002-001,J. SPICES/CONDIMENTS,7
59-34-76-55,0394-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
59-34-76-55,0394-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
59-34-76-55,0394-001-001,C. NUTS AND PULSES,2
59-34-76-55,0394-001-001,D. VEGETABLES,7
59-34-76-55,0394-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
59-34-76-55,0394-001-001,F. FRUITS,7
59-34-76-55,0394-001-001,G. MILK/MILK PRODUCTS,7
59-34-76-55,0394-001-001,H. FATS/OIL,7
59-34-76-55,0394-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
59-34-76-55,0394-001-001,J. SPICES/CONDIMENTS,7
07-50-77-12,0395-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
07-50-77-12,0395-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
07-50-77-12,0395-001-001,C. NUTS AND PULSES,5
07-50-77-12,0395-001-001,D. VEGETABLES,7
07-50-77-12,0395-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
07-50-77-12,0395-001-001,F. FRUITS,1
07-50-77-12,0395-001-001,G. MILK/MILK PRODUCTS,0
07-50-77-12,0395-001-001,H. FATS/OIL,7
07-50-77-12,0395-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
07-50-77-12,0395-001-001,J. SPICES/CONDIMENTS,7
36-58-37-13,0395-001-006,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
36-58-37-13,0395-001-006,"B. ROOTS, TUBERS, AND PLANTAINS",4
36-58-37-13,0395-001-006,C. NUTS AND PULSES,5
36-58-37-13,0395-001-006,D. VEGETABLES,7
36-58-37-13,0395-001-006,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
36-58-37-13,0395-001-006,F. FRUITS,2
36-58-37-13,0395-001-006,G. MILK/MILK PRODUCTS,0
36-58-37-13,0395-001-006,H. FATS/OIL,7
36-58-37-13,0395-001-006,I. SUGAR/SUGAR PRODUCTS/HONEY,7
36-58-37-13,0395-001-006,J. SPICES/CONDIMENTS,7
47-39-84-55,0396-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
47-39-84-55,0396-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
47-39-84-55,0396-001-001,C. NUTS AND PULSES,4
47-39-84-55,0396-001-001,D. VEGETABLES,7
47-39-84-55,0396-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
47-39-84-55,0396-001-001,F. FRUITS,0
47-39-84-55,0396-001-001,G. MILK/MILK PRODUCTS,0
47-39-84-55,0396-001-001,H. FATS/OIL,7
47-39-84-55,0396-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
47-39-84-55,0396-001-001,J. SPICES/CONDIMENTS,7
03-85-55-92,0396-102-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",4
03-85-55-92,0396-102-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
03-85-55-92,0396-102-001,C. NUTS AND PULSES,0
03-85-55-92,0396-102-001,D. VEGETABLES,6
03-85-55-92,0396-102-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
03-85-55-92,0396-102-001,F. FRUITS,1
03-85-55-92,0396-102-001,G. MILK/MILK PRODUCTS,2
03-85-55-92,0396-102-001,H. FATS/OIL,5
03-85-55-92,0396-102-001,I. SUGAR/SUGAR PRODUCTS/HONEY,4
03-85-55-92,0396-102-001,J. SPICES/CONDIMENTS,7
41-77-08-50,0397-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
41-77-08-50,0397-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
41-77-08-50,0397-001-001,C. NUTS AND PULSES,4
41-77-08-50,0397-001-001,D. VEGETABLES,7
41-77-08-50,0397-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
41-77-08-50,0397-001-001,F. FRUITS,0
41-77-08-50,0397-001-001,G. MILK/MILK PRODUCTS,0
41-77-08-50,0397-001-001,H. FATS/OIL,7
41-77-08-50,0397-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
41-77-08-50,0397-001-001,J. SPICES/CONDIMENTS,7
26-73-74-39,0398-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
26-73-74-39,0398-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
26-73-74-39,0398-001-001,C. NUTS AND PULSES,5
26-73-74-39,0398-001-001,D. VEGETABLES,7
26-73-74-39,0398-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
26-73-74-39,0398-001-001,F. FRUITS,3
26-73-74-39,0398-001-001,G. MILK/MILK PRODUCTS,0
26-73-74-39,0398-001-001,H. FATS/OIL,6
26-73-74-39,0398-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,5
26-73-74-39,0398-001-001,J. SPICES/CONDIMENTS,7
72-00-98-96,0398-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",4
72-00-98-96,0398-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",3
72-00-98-96,0398-001-002,C. NUTS AND PULSES,3
72-00-98-96,0398-001-002,D. VEGETABLES,7
72-00-98-96,0398-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
72-00-98-96,0398-001-002,F. FRUITS,2
72-00-98-96,0398-001-002,G. MILK/MILK PRODUCTS,1
72-00-98-96,0398-001-002,H. FATS/OIL,7
72-00-98-96,0398-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
72-00-98-96,0398-001-002,J. SPICES/CONDIMENTS,7
46-80-56-01,0398-001-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
46-80-56-01,0398-001-003,"B. ROOTS, TUBERS, AND PLANTAINS",2
46-80-56-01,0398-001-003,C. NUTS AND PULSES,2
46-80-56-01,0398-001-003,D. VEGETABLES,7
46-80-56-01,0398-001-003,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
46-80-56-01,0398-001-003,F. FRUITS,7
46-80-56-01,0398-001-003,G. MILK/MILK PRODUCTS,0
46-80-56-01,0398-001-003,H. FATS/OIL,7
46-80-56-01,0398-001-003,I. SUGAR/SUGAR PRODUCTS/HONEY,7
46-80-56-01,0398-001-003,J. SPICES/CONDIMENTS,7
05-84-71-82,0398-001-005,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
05-84-71-82,0398-001-005,"B. ROOTS, TUBERS, AND PLANTAINS",7
05-84-71-82,0398-001-005,C. NUTS AND PULSES,2
05-84-71-82,0398-001-005,D. VEGETABLES,7
05-84-71-82,0398-001-005,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
05-84-71-82,0398-001-005,F. FRUITS,0
05-84-71-82,0398-001-005,G. MILK/MILK PRODUCTS,0
05-84-71-82,0398-001-005,H. FATS/OIL,7
05-84-71-82,0398-001-005,I. SUGAR/SUGAR PRODUCTS/HONEY,7
05-84-71-82,0398-001-005,J. SPICES/CONDIMENTS,7
75-52-50-40,0399-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
75-52-50-40,0399-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
75-52-50-40,0399-001-001,C. NUTS AND PULSES,7
75-52-50-40,0399-001-001,D. VEGETABLES,2
75-52-50-40,0399-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
75-52-50-40,0399-001-001,F. FRUITS,0
75-52-50-40,0399-001-001,G. MILK/MILK PRODUCTS,0
75-52-50-40,0399-001-001,H. FATS/OIL,7
75-52-50-40,0399-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
75-52-50-40,0399-001-001,J. SPICES/CONDIMENTS,7
80-55-95-04,0400-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
80-55-95-04,0400-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
80-55-95-04,0400-001-001,C. NUTS AND PULSES,7
80-55-95-04,0400-001-001,D. VEGETABLES,7
80-55-95-04,0400-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
80-55-95-04,0400-001-001,F. FRUITS,5
80-55-95-04,0400-001-001,G. MILK/MILK PRODUCTS,0
80-55-95-04,0400-001-001,H. FATS/OIL,7
80-55-95-04,0400-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
80-55-95-04,0400-001-001,J. SPICES/CONDIMENTS,7
65-75-62-15,0401-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
65-75-62-15,0401-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",6
65-75-62-15,0401-001-001,C. NUTS AND PULSES,2
65-75-62-15,0401-001-001,D. VEGETABLES,7
65-75-62-15,0401-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
65-75-62-15,0401-001-001,F. FRUITS,0
65-75-62-15,0401-001-001,G. MILK/MILK PRODUCTS,0
65-75-62-15,0401-001-001,H. FATS/OIL,7
65-75-62-15,0401-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,6
65-75-62-15,0401-001-001,J. SPICES/CONDIMENTS,7
96-25-62-36,0402-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
96-25-62-36,0402-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",1
96-25-62-36,0402-001-002,C. NUTS AND PULSES,2
96-25-62-36,0402-001-002,D. VEGETABLES,5
96-25-62-36,0402-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
96-25-62-36,0402-001-002,F. FRUITS,5
96-25-62-36,0402-001-002,G. MILK/MILK PRODUCTS,0
96-25-62-36,0402-001-002,H. FATS/OIL,6
96-25-62-36,0402-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,4
96-25-62-36,0402-001-002,J. SPICES/CONDIMENTS,7
74-17-85-60,0402-001-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
74-17-85-60,0402-001-003,"B. ROOTS, TUBERS, AND PLANTAINS",3
74-17-85-60,0402-001-003,C. NUTS AND PULSES,2
74-17-85-60,0402-001-003,D. VEGETABLES,6
74-17-85-60,0402-001-003,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
74-17-85-60,0402-001-003,F. FRUITS,0
74-17-85-60,0402-001-003,G. MILK/MILK PRODUCTS,0
74-17-85-60,0402-001-003,H. FATS/OIL,7
74-17-85-60,0402-001-003,I. SUGAR/SUGAR PRODUCTS/HONEY,7
74-17-85-60,0402-001-003,J. SPICES/CONDIMENTS,7
75-24-28-19,0403-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
75-24-28-19,0403-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
75-24-28-19,0403-001-001,C. NUTS AND PULSES,4
75-24-28-19,0403-001-001,D. VEGETABLES,7
75-24-28-19,0403-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
75-24-28-19,0403-001-001,F. FRUITS,2
75-24-28-19,0403-001-001,G. MILK/MILK PRODUCTS,0
75-24-28-19,0403-001-001,H. FATS/OIL,7
75-24-28-19,0403-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
75-24-28-19,0403-001-001,J. SPICES/CONDIMENTS,7
23-48-39-75,0404-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
23-48-39-75,0404-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
23-48-39-75,0404-001-001,C. NUTS AND PULSES,6
23-48-39-75,0404-001-001,D. VEGETABLES,7
23-48-39-75,0404-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
23-48-39-75,0404-001-001,F. FRUITS,0
23-48-39-75,0404-001-001,G. MILK/MILK PRODUCTS,0
23-48-39-75,0404-001-001,H. FATS/OIL,7
23-48-39-75,0404-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
23-48-39-75,0404-001-001,J. SPICES/CONDIMENTS,7
71-97-65-36,0405-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
71-97-65-36,0405-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
71-97-65-36,0405-001-001,C. NUTS AND PULSES,7
71-97-65-36,0405-001-001,D. VEGETABLES,7
71-97-65-36,0405-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
71-97-65-36,0405-001-001,F. FRUITS,0
71-97-65-36,0405-001-001,G. MILK/MILK PRODUCTS,0
71-97-65-36,0405-001-001,H. FATS/OIL,7
71-97-65-36,0405-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
71-97-65-36,0405-001-001,J. SPICES/CONDIMENTS,7
29-44-70-33,0405-001-005,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
29-44-70-33,0405-001-005,"B. ROOTS, TUBERS, AND PLANTAINS",7
29-44-70-33,0405-001-005,C. NUTS AND PULSES,7
29-44-70-33,0405-001-005,D. VEGETABLES,7
29-44-70-33,0405-001-005,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
29-44-70-33,0405-001-005,F. FRUITS,7
29-44-70-33,0405-001-005,G. MILK/MILK PRODUCTS,0
29-44-70-33,0405-001-005,H. FATS/OIL,7
29-44-70-33,0405-001-005,I. SUGAR/SUGAR PRODUCTS/HONEY,7
29-44-70-33,0405-001-005,J. SPICES/CONDIMENTS,7
05-05-31-11,0405-003-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
05-05-31-11,0405-003-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
05-05-31-11,0405-003-001,C. NUTS AND PULSES,3
05-05-31-11,0405-003-001,D. VEGETABLES,7
05-05-31-11,0405-003-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
05-05-31-11,0405-003-001,F. FRUITS,2
05-05-31-11,0405-003-001,G. MILK/MILK PRODUCTS,3
05-05-31-11,0405-003-001,H. FATS/OIL,7
05-05-31-11,0405-003-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
05-05-31-11,0405-003-001,J. SPICES/CONDIMENTS,7
75-14-26-71,0406-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
75-14-26-71,0406-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
75-14-26-71,0406-001-001,C. NUTS AND PULSES,2
75-14-26-71,0406-001-001,D. VEGETABLES,7
75-14-26-71,0406-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
75-14-26-71,0406-001-001,F. FRUITS,2
75-14-26-71,0406-001-001,G. MILK/MILK PRODUCTS,0
75-14-26-71,0406-001-001,H. FATS/OIL,7
75-14-26-71,0406-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
75-14-26-71,0406-001-001,J. SPICES/CONDIMENTS,7
90-30-68-35,0407-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
90-30-68-35,0407-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
90-30-68-35,0407-001-001,C. NUTS AND PULSES,4
90-30-68-35,0407-001-001,D. VEGETABLES,7
90-30-68-35,0407-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
90-30-68-35,0407-001-001,F. FRUITS,2
90-30-68-35,0407-001-001,G. MILK/MILK PRODUCTS,0
90-30-68-35,0407-001-001,H. FATS/OIL,7
90-30-68-35,0407-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
90-30-68-35,0407-001-001,J. SPICES/CONDIMENTS,7
51-68-01-74,0408-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
51-68-01-74,0408-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
51-68-01-74,0408-001-001,C. NUTS AND PULSES,2
51-68-01-74,0408-001-001,D. VEGETABLES,4
51-68-01-74,0408-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
51-68-01-74,0408-001-001,F. FRUITS,2
51-68-01-74,0408-001-001,G. MILK/MILK PRODUCTS,0
51-68-01-74,0408-001-001,H. FATS/OIL,7
51-68-01-74,0408-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
51-68-01-74,0408-001-001,J. SPICES/CONDIMENTS,7
45-60-97-69,0409-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
45-60-97-69,0409-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
45-60-97-69,0409-001-001,C. NUTS AND PULSES,0
45-60-97-69,0409-001-001,D. VEGETABLES,6
45-60-97-69,0409-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
45-60-97-69,0409-001-001,F. FRUITS,2
45-60-97-69,0409-001-001,G. MILK/MILK PRODUCTS,0
45-60-97-69,0409-001-001,H. FATS/OIL,7
45-60-97-69,0409-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
45-60-97-69,0409-001-001,J. SPICES/CONDIMENTS,7
98-64-80-85,0411-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
98-64-80-85,0411-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
98-64-80-85,0411-001-001,C. NUTS AND PULSES,5
98-64-80-85,0411-001-001,D. VEGETABLES,7
98-64-80-85,0411-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
98-64-80-85,0411-001-001,F. FRUITS,0
98-64-80-85,0411-001-001,G. MILK/MILK PRODUCTS,0
98-64-80-85,0411-001-001,H. FATS/OIL,7
98-64-80-85,0411-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
98-64-80-85,0411-001-001,J. SPICES/CONDIMENTS,7
17-95-98-51,0412-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
17-95-98-51,0412-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
17-95-98-51,0412-001-001,C. NUTS AND PULSES,0
17-95-98-51,0412-001-001,D. VEGETABLES,4
17-95-98-51,0412-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
17-95-98-51,0412-001-001,F. FRUITS,2
17-95-98-51,0412-001-001,G. MILK/MILK PRODUCTS,0
17-95-98-51,0412-001-001,H. FATS/OIL,7
17-95-98-51,0412-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
17-95-98-51,0412-001-001,J. SPICES/CONDIMENTS,7
20-06-16-32,0414-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
20-06-16-32,0414-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
20-06-16-32,0414-001-001,C. NUTS AND PULSES,1
20-06-16-32,0414-001-001,D. VEGETABLES,5
20-06-16-32,0414-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
20-06-16-32,0414-001-001,F. FRUITS,0
20-06-16-32,0414-001-001,G. MILK/MILK PRODUCTS,0
20-06-16-32,0414-001-001,H. FATS/OIL,7
20-06-16-32,0414-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,4
20-06-16-32,0414-001-001,J. SPICES/CONDIMENTS,7
99-47-44-47,0415-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
99-47-44-47,0415-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
99-47-44-47,0415-002-001,C. NUTS AND PULSES,0
99-47-44-47,0415-002-001,D. VEGETABLES,5
99-47-44-47,0415-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
99-47-44-47,0415-002-001,F. FRUITS,1
99-47-44-47,0415-002-001,G. MILK/MILK PRODUCTS,0
99-47-44-47,0415-002-001,H. FATS/OIL,7
99-47-44-47,0415-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,5
99-47-44-47,0415-002-001,J. SPICES/CONDIMENTS,7
32-54-64-43,0416-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
32-54-64-43,0416-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
32-54-64-43,0416-001-001,C. NUTS AND PULSES,3
32-54-64-43,0416-001-001,D. VEGETABLES,7
32-54-64-43,0416-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
32-54-64-43,0416-001-001,F. FRUITS,5
32-54-64-43,0416-001-001,G. MILK/MILK PRODUCTS,0
32-54-64-43,0416-001-001,H. FATS/OIL,7
32-54-64-43,0416-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,3
32-54-64-43,0416-001-001,J. SPICES/CONDIMENTS,7
61-37-92-17,0418-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
61-37-92-17,0418-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
61-37-92-17,0418-001-001,C. NUTS AND PULSES,4
61-37-92-17,0418-001-001,D. VEGETABLES,7
61-37-92-17,0418-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
61-37-92-17,0418-001-001,F. FRUITS,0
61-37-92-17,0418-001-001,G. MILK/MILK PRODUCTS,0
61-37-92-17,0418-001-001,H. FATS/OIL,7
61-37-92-17,0418-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,3
61-37-92-17,0418-001-001,J. SPICES/CONDIMENTS,7
26-99-70-78,0419-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
26-99-70-78,0419-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
26-99-70-78,0419-001-001,C. NUTS AND PULSES,3
26-99-70-78,0419-001-001,D. VEGETABLES,7
26-99-70-78,0419-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
26-99-70-78,0419-001-001,F. FRUITS,0
26-99-70-78,0419-001-001,G. MILK/MILK PRODUCTS,0
26-99-70-78,0419-001-001,H. FATS/OIL,7
26-99-70-78,0419-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
26-99-70-78,0419-001-001,J. SPICES/CONDIMENTS,7
29-39-31-65,0420-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
29-39-31-65,0420-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
29-39-31-65,0420-001-001,C. NUTS AND PULSES,1
29-39-31-65,0420-001-001,D. VEGETABLES,3
29-39-31-65,0420-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
29-39-31-65,0420-001-001,F. FRUITS,1
29-39-31-65,0420-001-001,G. MILK/MILK PRODUCTS,0
29-39-31-65,0420-001-001,H. FATS/OIL,7
29-39-31-65,0420-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
29-39-31-65,0420-001-001,J. SPICES/CONDIMENTS,6
70-43-28-26,0420-001-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
70-43-28-26,0420-001-003,"B. ROOTS, TUBERS, AND PLANTAINS",7
70-43-28-26,0420-001-003,C. NUTS AND PULSES,0
70-43-28-26,0420-001-003,D. VEGETABLES,3
70-43-28-26,0420-001-003,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
70-43-28-26,0420-001-003,F. FRUITS,0
70-43-28-26,0420-001-003,G. MILK/MILK PRODUCTS,1
70-43-28-26,0420-001-003,H. FATS/OIL,7
70-43-28-26,0420-001-003,I. SUGAR/SUGAR PRODUCTS/HONEY,7
70-43-28-26,0420-001-003,J. SPICES/CONDIMENTS,7
53-51-88-47,0421-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
