interview__key,sdd_hhid,lvstckid,lf02_01,lf02_02,lf02_03,lf02_04_1,lf02_04_2,lf02_05,lf02_06,lf02_07,lf02_08,lf02_09,lf02_10,lf02_11,lf02_12,lf02_13,lf02_14,lf02_15,lf02_16,lf02_17,lf02_18,lf02_19,lf02_20,lf02_21,lf02_22,lf02_23,lf02_24,lf02_25,lf02_26,lf02_27_1,lf02_27_2,lf02_28a,lf02_28b,lf02_29,lf02_30,lf02_31,lf02_32,lf02_33,lf02_34a,lf02_34b,lf02_35_1,lf02_35_2
36-34-79-20,0525-004-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,PIGS,YES,0,3,,3,0,YES,3,180000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
36-34-79-20,0525-004-001,CHICKENS,YES,26,31,20,0,40,NO,,,NO,,,NO,,,NO,,,NO,,,YES,30,70000,YES,3,10000,1,,DUKANI AU MCHUUZI,NDANI YA KIJIJI/MJI,YES,6,1,NONE,,,,,
36-34-79-20,0525-004-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,CHICKENS,YES,0,16,13,0,10,YES,6,42000,NO,,,NO,,,NO,,,NO,,,YES,3,12000,NO,,,,,,,NO,,,,,,,,
21-20-05-63,0526-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,BULLS,YES,1,1,1,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
84-63-95-42,0528-001-001,COWS,YES,6,10,10,0,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,350000,NO,,,,,,,NO,,,,,,,,
84-63-95-42,0528-001-001,STEERS,YES,8,8,8,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
84-63-95-42,0528-001-001,HEIFERS,YES,1,3,3,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
84-63-95-42,0528-001-001,MALE CALVES,YES,2,5,5,0,5,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
84-63-95-42,0528-001-001,FEMALE CALVES,YES,3,4,4,0,4,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
84-63-95-42,0528-001-001,GOATS,YES,11,5,10,0,4,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
84-63-95-42,0528-001-001,SHEEP,YES,0,0,4,0,0,NO,,,YES,4,FRIENDS/RELATIVE,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
84-63-95-42,0528-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,CHICKENS,YES,18,30,54,0,34,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,3,15000,1,,DUKANI AU MCHUUZI,NDANI YA KIJIJI/MJI,YES,1,1,NONE,,,,,
84-63-95-42,0528-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,DOGS,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,CHICKENS,YES,0,21,11,0,8,NO,,,NO,,,NO,,,NO,,,NO,,,YES,7,30000,NO,,,,,,,YES,3,1,NONE,,,,,
34-63-46-69,0528-001-005,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,BULLS,YES,2,2,2,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
16-41-04-04,0529-001-001,COWS,YES,18,18,16,0,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,350000,NO,,,,,,,YES,1,120,NONE,,,,,
16-41-04-04,0529-001-001,STEERS,YES,8,8,8,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
16-41-04-04,0529-001-001,HEIFERS,YES,15,20,20,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
16-41-04-04,0529-001-001,MALE CALVES,YES,6,9,11,0,6,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
16-41-04-04,0529-001-001,FEMALE CALVES,YES,7,5,6,0,6,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
16-41-04-04,0529-001-001,GOATS,YES,24,40,32,0,3,NO,,,NO,,,NO,,,NO,,,NO,,,YES,3,120000,YES,3,35000,1,,DUKANI AU MCHUUZI,KARIBU NA MJI,YES,2,16,NONE,,,,,
16-41-04-04,0529-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,CHICKENS,YES,50,42,29,0,31,NO,,,NO,,,NO,,,NO,,,NO,,,YES,10,30000,YES,1,10000,1,,JIRANI,NDANI YA KIJIJI/MJI,YES,2,1,NONE,,,,,
16-41-04-04,0529-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,CHICKENS,YES,0,21,13,0,8,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,5,8000,1,2,GULIO,NDANI YA KIJIJI/MJI,YES,3,1,NONE,,,,,
04-32-04-23,0529-001-003,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,COWS,YES,4,6,6,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
26-24-72-45,0530-001-001,STEERS,YES,3,3,3,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
26-24-72-45,0530-001-001,HEIFERS,YES,8,8,8,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
26-24-72-45,0530-001-001,MALE CALVES,YES,3,3,3,0,2,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
26-24-72-45,0530-001-001,FEMALE CALVES,YES,5,5,3,0,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
26-24-72-45,0530-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,CHICKENS,YES,10,5,25,0,60,NO,,,NO,,,NO,,,NO,,,NO,,,YES,40,20000,NO,,,,,,,YES,6,2,NONE,,,,,
26-24-72-45,0530-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-12-65-26,0530-001-003,BULLS,YES,10,10,7,0,,NO,,,NO,,,YES,2,OTHER (SPECIFY),NO,,,NO,,,NO,,,YES,1,650000,1,,GULIO,KARIBU NA KIJIJI,NO,,,,,,,,
53-12-65-26,0530-001-003,COWS,YES,26,22,18,0,,NO,,,NO,,,YES,4,OTHER (SPECIFY),NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
53-12-65-26,0530-001-003,STEERS,YES,16,8,8,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
53-12-65-26,0530-001-003,HEIFERS,YES,21,7,7,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
53-12-65-26,0530-001-003,MALE CALVES,YES,6,3,3,0,0,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
53-12-65-26,0530-001-003,FEMALE CALVES,YES,12,8,6,0,0,NO,,,NO,,,NO,,,YES,2,300000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
53-12-65-26,0530-001-003,GOATS,YES,5,7,10,0,0,YES,3,75000,NO,,,YES,1,FRIEND / RELATIVE,NO,,,NO,,,NO,,,NO,,,,,,,YES,4,35,NONE,,,,,
53-12-65-26,0530-001-003,SHEEP,YES,1,2,2,0,0,YES,2,70000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
53-12-65-26,0530-001-003,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-12-65-26,0530-001-003,CHICKENS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-12-65-26,0530-001-003,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-12-65-26,0530-001-003,OTHER POULTRY,YES,80,80,50,0,60,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,YES,7,1,NONE,,,,,
53-12-65-26,0530-001-003,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-12-65-26,0530-001-003,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-12-65-26,0530-001-003,DOGS,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
