interview__key,y5_hhid,y4_hhid,indidy5,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,rural,clusterid,region_name,district_name,satisfy_school_age,read_wri_kiswa,school_exp,never_attend_reason,start_school_age,cur_school,absent_reason,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason_2w,access_textbook,homework_hour_week_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog
38-93-36-28,5924-001-01,5924-001,4,0,6,SON/DAUGHTER,0,,1,0,,5924,0,250413304329,geita,bukombe,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,7,0,,,,,,,,,,,35000,
38-93-36-28,5924-001-01,5924-001,5,0,34,spouse,0,1,1,1,1,5924,0,250413304329,geita,bukombe,1,1,1,,8,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
38-93-36-28,5924-001-01,5924-001,6,1,2,SON/DAUGHTER,0,,,0,,5924,0,250413304329,geita,bukombe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-93-36-28,5924-001-01,5924-001,7,1,8,STEP SON / DAUGHTER,0,1,,0,,5924,0,250413304329,geita,bukombe,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,3,0,,,,,,,,,,,35000,
41-02-03-45,5926-001-01,5926-001,1,0,30,head,1,1,1,1,0,5926,1,250413304329,geita,bukombe,1,1,1,,9,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
72-79-15-24,5927-001-01,5927-001,1,1,34,head,1,1,0,1,1,5927,0,250413304329,geita,bukombe,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
72-79-15-24,5927-001-01,5927-001,2,0,27,spouse,0,0,0,1,1,5927,0,250413304329,geita,bukombe,1,0,0,DEATH OF PARENT(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72-79-15-24,5927-001-01,5927-001,3,1,9,SON/DAUGHTER,0,,,0,,5927,0,250413304329,geita,bukombe,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,10,0,no,,1,none,0,,,,none,20000,18000,none,none,none,none,,
72-79-15-24,5927-001-01,5927-001,4,0,7,SON/DAUGHTER,0,,,0,,5927,0,250413304329,geita,bukombe,1,1,1,,7,1,,,,,,,Others,0,0,0,1,0,0,10,0,no,,1,none,0,,,,none,15000,12000,none,none,none,none,,
72-79-15-24,5927-001-01,5927-001,5,0,2,SON/DAUGHTER,0,,,0,,5927,0,250413304329,geita,bukombe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-54-67-88,5928-001-01,5928-001,1,1,39,head,1,,0,1,1,5928,0,250413304329,geita,bukombe,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
42-54-67-88,5928-001-01,5928-001,2,0,34,spouse,0,0,0,1,1,5928,0,250413304329,geita,bukombe,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
42-54-67-88,5928-001-01,5928-001,3,0,18,OTHER RELATIVE (SPECIFY),0,0,0,1,0,5928,0,250413304329,geita,bukombe,1,1,1,,9,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,2,0,,0,,,,,,,,,20850,0
42-54-67-88,5928-001-01,5928-001,4,1,15,SON/DAUGHTER,0,,,1,0,5928,0,250413304329,geita,bukombe,1,1,1,,9,1,,,,,,,Secondary,0,1,0,1,0,0,60,0,no,,1,3,0,,1,1,,,,,,,,38000,0
42-54-67-88,5928-001-01,5928-001,5,1,13,SON/DAUGHTER,0,,,1,0,5928,0,250413304329,geita,bukombe,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,4,0,,,,,,,,,,,22400,
42-54-67-88,5928-001-01,5928-001,6,1,13,OTHER RELATIVE (SPECIFY),0,,0,1,0,5928,0,250413304329,geita,bukombe,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,2,0,,,,,,,,,,,19100,
42-54-67-88,5928-001-01,5928-001,7,1,7,SON/DAUGHTER,0,,,0,,5928,0,250413304329,geita,bukombe,1,0,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,0,none,0,,,,,,,,,,,8050,
95-81-73-09,5929-001-01,5929-001,1,1,57,head,1,1,1,1,0,5929,0,250413304329,geita,bukombe,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
57-81-79-87,5929-001-02,5929-001,1,1,33,head,1,1,1,1,0,5929,0,250413304329,geita,bukombe,1,1,1,,10,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
57-81-79-87,5929-001-02,5929-001,2,0,26,spouse,0,0,0,1,0,5929,0,250413304329,geita,bukombe,1,0,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
57-81-79-87,5929-001-02,5929-001,3,0,2,SON/DAUGHTER,0,,,0,,5929,0,250413304329,geita,bukombe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-03-39-28,5930-001-01,5930-001,1,1,38,head,1,1,1,1,1,5930,0,250413304329,geita,bukombe,1,1,1,,9,0,TO WORK/LOOKING FOR WORK,0,University,0,0,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
47-03-39-28,5930-001-01,5930-001,2,0,30,spouse,0,1,1,1,1,5930,0,250413304329,geita,bukombe,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
47-03-39-28,5930-001-01,5930-001,3,1,4,SON/DAUGHTER,0,,,0,,5930,0,250413304329,geita,bukombe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-03-39-28,5930-001-01,5930-001,4,0,2,SON/DAUGHTER,0,,,0,,5930,0,250413304329,geita,bukombe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-03-39-28,5930-001-01,5930-001,5,0,17,LIVE-IN SERVANT,0,,1,1,0,5930,0,250413304329,geita,bukombe,1,1,1,,5,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
63-22-91-28,5940-001-01,5940-001,1,1,38,head,1,1,1,1,1,5940,1,250515302002,geita,chato,1,1,1,,12,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
63-22-91-28,5940-001-01,5940-001,2,0,30,spouse,0,1,1,1,1,5940,1,250515302002,geita,chato,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
63-22-91-28,5940-001-01,5940-001,3,0,9,SON/DAUGHTER,0,,,0,,5940,1,250515302002,geita,chato,1,0,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,20,0,yes,SCHOOL CLOSED NOT IN BREAK,1,1,0,,,,,,,,,,,36000,
63-22-91-28,5940-001-01,5940-001,4,0,7,SON/DAUGHTER,0,,,0,,5940,1,250515302002,geita,chato,1,0,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,20,0,no,,1,none,0,,,,,,,,,,,30000,
63-22-91-28,5940-001-01,5940-001,5,1,5,SON/DAUGHTER,0,,,0,,5940,1,250515302002,geita,chato,1,0,1,,5,1,,,,,,,Others,0,0,0,1,0,0,20,0,no,,1,none,0,,,,,,,,,,,17200,
63-22-91-28,5940-001-01,5940-001,6,0,3,SON/DAUGHTER,0,,,0,,5940,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-22-91-28,5940-001-01,5940-001,7,0,0,SON/DAUGHTER,0,,,0,,5940,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-00-64-74,5941-001-01,5941-001,1,0,75,head,1,0,0,1,0,5941,1,250515302002,geita,chato,1,0,0,WORKING (AT HOME OR AT A JOB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
99-00-64-74,5941-001-01,5941-001,2,1,21,grandchild,0,1,1,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,45,0,no,,1,4,0,,1,1,none,25000,40000,none,none,none,none,,0
99-00-64-74,5941-001-01,5941-001,3,1,20,grandchild,0,,1,1,0,5941,1,250515302002,geita,chato,1,1,1,,8,0,refusal,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
99-00-64-74,5941-001-01,5941-001,7,0,16,grandchild,0,1,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,6,0,no,,1,3,0,,0,,,,,,,,,34000,0
99-00-64-74,5941-001-01,5941-001,8,0,15,grandchild,0,1,1,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,3,0,,0,,,,,,,,,38000,0
99-00-64-74,5941-001-01,5941-001,9,0,13,grandchild,0,1,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,2,0,,,,,,,,,,,38000,
99-00-64-74,5941-001-01,5941-001,10,0,11,grandchild,0,,1,0,,5941,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,2,0,,,,,,,,,,,22800,
99-00-64-74,5941-001-01,5941-001,11,1,2,grandchild,0,,0,0,,5941,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-00-64-74,5941-001-01,5941-001,12,1,10,grandchild,0,,0,0,,5941,1,250515302002,geita,chato,1,1,1,,9,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,none,0,,,,,,,,,,,19000,
73-55-94-91,5941-001-04,5941-001,1,1,46,head,1,0,0,1,1,5941,1,250515302002,geita,chato,1,1,1,,8,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
73-55-94-91,5941-001-04,5941-001,2,0,30,spouse,0,1,0,1,1,5941,1,250515302002,geita,chato,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73-55-94-91,5941-001-04,5941-001,3,0,20,SON/DAUGHTER,0,,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,60,0,no,,1,3,0,,1,1,,,,,,,,35000,0
73-55-94-91,5941-001-04,5941-001,4,1,9,SON/DAUGHTER,0,,,0,,5941,1,250515302002,geita,chato,1,0,1,,9,1,,,,,,,Others,0,0,0,1,0,0,5,0,no,,0,none,0,,,,,,,,,,,13500,
73-55-94-91,5941-001-04,5941-001,5,1,8,SON/DAUGHTER,0,,,0,,5941,1,250515302002,geita,chato,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-55-94-91,5941-001-04,5941-001,6,0,1,SON/DAUGHTER,0,,,0,,5941,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-92-79-06,5941-001-05,5941-001,1,1,34,head,1,1,0,1,1,5941,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
96-92-79-06,5941-001-05,5941-001,2,0,33,spouse,0,0,1,1,1,5941,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
96-92-79-06,5941-001-05,5941-001,3,1,2,SON/DAUGHTER,0,,,0,,5941,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-92-79-06,5941-001-05,5941-001,4,0,7,SON/DAUGHTER,0,,,0,,5941,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,none,0,,,,none,19500,7000,none,none,none,none,,
96-92-79-06,5941-001-05,5941-001,5,1,24,SISTER/BROTHER,0,1,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
96-92-79-06,5941-001-05,5941-001,6,1,23,OTHER RELATIVE (SPECIFY),0,0,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
96-92-79-06,5941-001-05,5941-001,7,1,20,OTHER RELATIVE (SPECIFY),0,0,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
96-92-79-06,5941-001-05,5941-001,8,0,17,OTHER RELATIVE (SPECIFY),0,1,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
96-92-79-06,5941-001-05,5941-001,9,0,16,OTHER RELATIVE (SPECIFY),0,1,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,10,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,1,0,,0,,none,21000,20000,none,none,none,none,,0
96-92-79-06,5941-001-05,5941-001,10,0,19,OTHER RELATIVE (SPECIFY),0,0,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
96-92-79-06,5941-001-05,5941-001,11,0,0,grandchild,0,,,0,,5941,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-51-31-46,5941-001-06,5941-001,1,1,69,head,1,0,0,1,1,5941,1,250515302002,geita,chato,1,0,0,WORKING (AT HOME OR AT A JOB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
76-51-31-46,5941-001-06,5941-001,2,0,57,spouse,0,0,0,1,1,5941,1,250515302002,geita,chato,1,0,0,WORKING (AT HOME OR AT A JOB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
76-51-31-46,5941-001-06,5941-001,3,1,16,grandchild,0,0,1,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
76-51-31-46,5941-001-06,5941-001,4,1,12,grandchild,0,0,1,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,refusal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000,
76-51-31-46,5941-001-06,5941-001,5,1,10,grandchild,0,,1,0,,5941,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,10,0,no,,1,none,0,,,,none,6700,21000,none,none,none,none,,
76-51-31-46,5941-001-06,5941-001,6,1,25,SON/DAUGHTER,0,,,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
76-51-31-46,5941-001-06,5941-001,7,1,23,STEP SON / DAUGHTER,0,,,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
76-51-31-46,5941-001-06,5941-001,8,1,17,OTHER RELATIVE (SPECIFY),0,1,0,1,0,5941,1,250515302002,geita,chato,1,1,1,,7,0,FINANCIAL CONSTRAINTS,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
20-34-67-30,5942-001-02,5942-001,2,0,57,head,1,0,0,1,0,5942,1,250515302002,geita,chato,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
23-96-25-19,5942-001-03,5942-001,1,1,33,head,1,1,0,1,1,5942,1,250515302002,geita,chato,1,1,1,,7,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
23-96-25-19,5942-001-03,5942-001,2,0,31,spouse,0,1,1,1,1,5942,1,250515302002,geita,chato,1,0,1,,6,0,OTHER (SPECIFY),0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
23-96-25-19,5942-001-03,5942-001,3,0,8,SON/DAUGHTER,0,1,,0,,5942,1,250515302002,geita,chato,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,none,0,,,,,,,,,,,19000,
23-96-25-19,5942-001-03,5942-001,4,0,3,SON/DAUGHTER,0,,,0,,5942,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-44-29-87,5943-001-01,5943-001,1,1,73,head,1,0,0,1,1,5943,1,250515302002,geita,chato,1,1,1,,13,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,1
44-44-29-87,5943-001-01,5943-001,2,0,66,spouse,0,0,0,1,1,5943,1,250515302002,geita,chato,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
44-44-29-87,5943-001-01,5943-001,3,0,7,grandchild,0,1,0,0,,5943,1,250515302002,geita,chato,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,1,,,0,no,,1,3,0,,,,,,,,,,,20000,
22-41-43-44,5945-001-01,5945-001,1,1,44,head,1,0,0,1,1,5945,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
22-41-43-44,5945-001-01,5945-001,2,0,41,spouse,0,1,0,1,1,5945,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
22-41-43-44,5945-001-01,5945-001,4,0,63,FATHER/MOTHER,0,0,0,1,0,5945,1,250515302002,geita,chato,1,0,0,illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22-41-43-44,5945-001-01,5945-001,7,0,16,SON/DAUGHTER,0,,,1,0,5945,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,30,0,no,,1,1,0,,1,1,none,21000,20000,none,none,8000,none,,0
22-41-43-44,5945-001-01,5945-001,8,1,15,SON/DAUGHTER,0,,,1,0,5945,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,none,0,,0,,none,18000,20000,none,none,none,none,,0
22-41-43-44,5945-001-01,5945-001,9,0,11,SON/DAUGHTER,0,,,0,,5945,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,none,0,,,,none,18000,20000,none,none,none,none,,
22-41-43-44,5945-001-01,5945-001,10,1,8,SON/DAUGHTER,0,,,0,,5945,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,none,0,,,,none,15000,23000,none,none,none,none,,
22-41-43-44,5945-001-01,5945-001,11,0,6,SON/DAUGHTER,0,,,0,,5945,1,250515302002,geita,chato,1,1,1,,6,1,,,,,,,Others,0,0,0,1,0,0,30,0,no,,0,none,0,,,,none,6000,none,none,none,none,none,,
22-41-43-44,5945-001-01,5945-001,12,1,4,SON/DAUGHTER,0,,,0,,5945,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-41-43-44,5945-001-01,5945-001,13,0,3,grandchild,0,0,0,0,,5945,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-34-38-52,5945-001-03,5945-001,1,1,23,head,1,1,0,1,1,5945,1,250515302002,geita,GEITA TOWN,1,1,1,,8,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
02-34-38-52,5945-001-03,5945-001,2,0,19,spouse,0,1,1,1,1,5945,1,250515302002,geita,GEITA TOWN,1,1,1,,6,0,marriage,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
02-34-38-52,5945-001-03,5945-001,3,0,2,SON/DAUGHTER,0,,,0,,5945,1,250515302002,geita,GEITA TOWN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-34-82-76,5946-001-01,5946-001,1,1,81,head,1,0,0,1,1,5946,1,250515302002,geita,chato,1,1,1,,9,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
79-34-82-76,5946-001-01,5946-001,2,0,62,spouse,0,0,0,1,1,5946,1,250515302002,geita,chato,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
79-34-82-76,5946-001-01,5946-001,5,1,24,SON/DAUGHTER,0,,,1,0,5946,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
79-34-82-76,5946-001-01,5946-001,6,1,22,SON/DAUGHTER,0,,,1,0,5946,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,1,,,0,no,,1,none,0,,1,1,,,,,,,,250000,0
79-34-82-76,5946-001-01,5946-001,7,0,18,grandchild,0,0,1,1,0,5946,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
71-24-70-23,5946-001-03,5946-001,1,1,34,head,1,1,0,1,1,5946,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
71-24-70-23,5946-001-03,5946-001,2,0,31,spouse,0,1,1,1,1,5946,1,250515302002,geita,chato,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-24-70-23,5946-001-03,5946-001,3,1,7,SON/DAUGHTER,0,,,0,,5946,1,250515302002,geita,chato,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,10,0,no,,1,none,0,,,,,,,,,,,45000,
71-24-70-23,5946-001-03,5946-001,4,1,4,SON/DAUGHTER,0,,,0,,5946,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-24-70-23,5946-001-03,5946-001,5,0,2,SON/DAUGHTER,0,,,0,,5946,1,250515302002,geita,chato,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-99-38-58,5947-001-01,5947-001,1,1,31,head,1,1,1,1,1,5947,0,250515302002,geita,chato,1,1,1,,5,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
99-99-38-58,5947-001-01,5947-001,2,0,29,spouse,0,,,,,5947,0,250515302002,geita,chato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-84-74-89,5949-001-01,5949-001,1,1,48,head,1,1,0,1,1,5949,1,250515302002,geita,chato,1,1,1,,9,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-84-74-89,5949-001-01,5949-001,2,0,50,spouse,0,0,,1,1,5949,1,250515302002,geita,chato,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71-84-74-89,5949-001-01,5949-001,3,1,64,OTHER RELATIVE (SPECIFY),0,0,0,1,0,5949,1,250515302002,geita,chato,1,1,1,,12,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-02-68-73,5959-001-01,5959-001,1,0,26,spouse,0,1,1,1,0,5959,1,110108301006,iringa,IRINGA RURAL,1,1,1,,6,0,OTHER (SPECIFY),0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-02-68-73,5959-001-01,5959-001,2,1,32,head,1,1,1,1,0,5959,1,110108301006,iringa,IRINGA RURAL,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71-02-68-73,5959-001-01,5959-001,3,0,5,SON/DAUGHTER,0,,,0,,5959,1,110108301006,iringa,IRINGA RURAL,1,0,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,none,0,,,,none,13000,43000,none,none,none,15000,,
71-02-68-73,5959-001-01,5959-001,4,0,1,SON/DAUGHTER,0,,,0,,5959,1,110108301006,iringa,IRINGA RURAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-02-68-73,5959-001-01,5959-001,5,1,7,SON/DAUGHTER,0,,1,0,,5959,1,110108301006,iringa,IRINGA RURAL,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,none,0,,,,none,9000,33000,none,none,none,15000,,
90-97-94-28,5960-001-02,5960-001,2,0,58,head,1,0,0,1,0,5960,1,110108301006,iringa,IRINGA RURAL,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
90-97-94-28,5960-001-02,5960-001,4,1,18,SON/DAUGHTER,0,1,,1,0,5960,1,110108301006,iringa,IRINGA RURAL,1,1,1,,5,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
90-97-94-28,5960-001-02,5960-001,5,0,12,SON/DAUGHTER,0,1,,1,0,5960,1,110108301006,iringa,IRINGA RURAL,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,20,0,no,,1,8,0,,,,none,18500,none,none,none,none,21000,,
90-97-94-28,5960-001-02,5960-001,6,1,7,grandchild,0,1,1,0,,5960,1,110108301006,iringa,IRINGA RURAL,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,20,0,no,,1,8,0,,,,none,6500,none,none,none,none,21000,,
90-97-94-28,5960-001-02,5960-001,7,0,5,grandchild,0,1,1,0,,5960,1,110108301006,iringa,IRINGA RURAL,1,0,1,,5,1,,,,,,,Others,0,0,0,1,0,0,15,0,no,,1,none,0,,,,none,7500,none,none,none,none,none,,
90-97-94-28,5960-001-02,5960-001,8,0,3,grandchild,0,,1,0,,5960,1,110108301006,iringa,IRINGA RURAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
