interview__key,sdd_hhid,sdd_indid,hh_c01,hh_c01_1,hh_c01_2,hh_c02,hh_c03,hh_c03_1,hh_c04,hh_c05,hh_c05a,hh_c06,hh_c07,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19,hh_c20_1,hh_c20_2,hh_c21_1,hh_c21_2,hh_c22,hh_c23,hh_c24,hh_c25,hh_c26,hh_c27,hh_c28_0,hh_c28_1,hh_c28_2,hh_c28_3,hh_c28_4,hh_c28_5,hh_c28_6,hh_c28_7,hh_c28_8,hh_c29,hh_c30,hh_c01_3
68-66-69-90,0488-002-001,1,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2000,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
68-66-69-90,0488-002-001,2,YES,NO,1,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F3,F2,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,YES,PASS,,,,,TOTAL,,,,,,,,250000,NEVER ATTENDED,,
68-66-69-90,0488-002-001,3,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D6,D5,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,7,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,150000,NEVER ATTENDED,,
68-66-69-90,0488-002-001,4,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,3,NONE,INADEQUATE TEACHERS,,NO,,,,,,TOTAL,,,,,,,,30000,NEVER ATTENDED,,
68-66-69-90,0488-002-001,5,YES,NO,1,NO,YES,,6,YES,,,,,PP,NOT YET STARTED,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,10000,NEVER ATTENDED,,
66-18-09-29,0489-001-001,1,YES,NO,2,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
66-18-09-29,0489-001-001,2,YES,YES,,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,1991,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
66-18-09-29,0489-001-001,3,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
66-18-09-29,0489-001-001,4,YES,NO,2,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D7,2012,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
66-18-09-29,0489-001-001,6,YES,YES,,KISWAHILI,YES,,6,YES,,,,,D5,D4,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,4000,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,PEKE YAKE
66-18-09-29,0489-001-001,7,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,D4,D3,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,3500,6000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
66-18-09-29,0489-001-001,8,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,D2,D1,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,1500,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
66-18-09-29,0489-001-001,9,YES,NO,2,NO,YES,,5,YES,,,,,PP,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,1000,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
66-18-09-29,0489-001-001,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
24-04-32-53,0490-001-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
61-73-23-72,0491-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCM (MUKEJA),12,PEKE YAKE
61-73-23-72,0491-001-001,5,YES,NO,1,KISWAHILI,YES,,5,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE TEACHERS,,NO,,,,,,TOTAL,,,,,,,,15000,NEVER ATTENDED,,
53-31-43-03,0491-001-002,1,YES,NO,2,NO,YES,,5,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D6,2011,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
53-31-43-03,0491-001-002,2,YES,YES,,NO,YES,,5,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2012,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
53-31-43-03,0491-001-002,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,1,YES,YES,,KISWAHILI,YES,,12,NO,DOMESTIC OBLIGATION,NO,D7,2005,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
75-89-58-82,0491-001-003,2,YES,YES,,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,2008,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
79-64-69-56,0491-001-004,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,'O'+COURSE,2015,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2012,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
79-64-69-56,0491-001-004,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,2012,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",2012,"NOT SHOWN, HOUSEHOLD HAS BUT REFUSED",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
79-64-69-56,0491-001-004,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-15-29-53,0491-002-001,1,YES,NO,2,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2009,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,
76-15-29-53,0491-002-001,2,YES,YES,,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2009,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
76-15-29-53,0491-002-001,3,YES,NO,2,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
76-15-29-53,0491-002-001,4,YES,NO,2,KISWAHILI,YES,,5,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE TEACHERS,,NO,,,,,,TOTAL,,,,,,,,15000,NEVER ATTENDED,,
76-15-29-53,0491-002-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-73-60-31,0491-003-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F2,2009,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
68-73-60-31,0491-003-001,2,YES,YES,,KISWAHILI,YES,,6,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2009,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
68-73-60-31,0491-003-001,3,YES,NO,1,NO,YES,,5,YES,,,,,PP,NOT YET STARTED,YES,LOCAL GOVERNMENT,NO,ON FOOT,20,NO,YES,SCHOOL CLOSED (IN BREAK),NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,OVERCROWDED CLASSROOMS,NO,,,,,,TOTAL,,,,,,,,35000,NEVER ATTENDED,,
68-73-60-31,0491-003-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,1,YES,YES,,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2005,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
00-55-08-95,0491-004-001,2,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2010,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
00-55-08-95,0491-004-001,3,YES,NO,1,NO,YES,,6,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,80000,NEVER ATTENDED,,
00-55-08-95,0491-004-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-63-33-06,0492-001-001,1,YES,YES,,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,1993,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
20-63-33-06,0492-001-001,2,YES,NO,1,KISWAHILI,YES,,8,NO,DOMESTIC OBLIGATION,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
20-63-33-06,0492-001-001,3,YES,NO,1,NO,NO,DISABILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
20-63-33-06,0492-001-001,4,YES,NO,1,KISWAHILI & ENGLISH,YES,,8,YES,,,,,F3,F2,YES,LOCAL GOVERNMENT,NO,ON FOOT,90,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,,YES,PASS,,,,,BREAKDOWN,NONE,15000,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
20-63-33-06,0492-001-001,5,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,YES,,,,D7,NO,,,,,,,,,,,,,YES,FAIL,,,,,TOTAL,,,,,,,,NONE,NEVER ATTENDED,,PEKE YAKE
20-63-33-06,0492-001-001,6,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D5,D4,YES,LOCAL GOVERNMENT,NO,ON FOOT,60,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,4000,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
20-63-33-06,0492-001-001,7,YES,NO,1,KISWAHILI,YES,,5,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,3000,9000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
69-69-83-72,0493-001-001,1,YES,YES,,NO,NO,LACK OF MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCM (MUKEJA),2,PEKE YAKE
69-69-83-72,0493-001-001,2,YES,YES,,KISWAHILI,YES,,9,NO,DOMESTIC OBLIGATION,NO,D2,1967,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
69-69-83-72,0493-001-001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-69-83-72,0493-001-001,5,YES,YES,,KISWAHILI & ENGLISH,YES,,9,YES,,,,,F2,F1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,45,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",5,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,PEKE YAKE
69-69-83-72,0493-001-001,6,YES,NO,2,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,2013,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
69-69-83-72,0493-001-001,7,YES,NO,2,KISWAHILI & ENGLISH,YES,,7,NO,NO TIME/INTEREST,NO,F1,2013,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,
69-69-83-72,0493-001-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-92-40-90,0494-001-001,1,YES,YES,,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,1988,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
47-92-40-90,0494-001-001,2,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,NO,LACK OF MONEY,NO,F4,2016,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2016,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,
47-92-40-90,0494-001-001,3,YES,NO,4,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2013,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
47-92-40-90,0494-001-001,4,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
47-92-40-90,0494-001-001,5,YES,NO,4,NO,YES,,5,YES,,,,,PP,NOT YET STARTED,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,500,NONE,NONE,NONE,3000,NONE,,NEVER ATTENDED,,
94-84-76-53,0494-105-001,1,YES,YES,,KISWAHILI,YES,,15,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D8,1966,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
94-84-76-53,0494-105-001,2,YES,NO,1,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
94-84-76-53,0494-105-001,3,YES,NO,1,KISWAHILI & ENGLISH,YES,,8,NO,EDUCAITON NOT USEFUL,NO,F3,2017,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,
24-90-97-55,0495-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,TOO OLD TO ATTEND,NO,D2,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
24-90-97-55,0495-001-001,2,YES,NO,1,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
24-90-97-55,0495-001-001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,4,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,2012,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
24-90-97-55,0495-001-001,6,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,25,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,15000,NEVER ATTENDED,,
85-40-12-14,0496-001-002,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
85-40-12-14,0496-001-002,3,YES,NO,2,KISWAHILI,YES,,6,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2009,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
85-40-12-14,0496-001-002,4,YES,NO,2,KISWAHILI,YES,,5,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2013,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
82-96-20-56,0497-001-001,1,YES,YES,,KISWAHILI,YES,,12,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1988,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
82-96-20-56,0497-001-001,2,YES,YES,,KISWAHILI,YES,,12,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1997,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
82-96-20-56,0497-001-001,4,YES,NO,1,KISWAHILI & ENGLISH,YES,,8,YES,,,,,F4,F3,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,YES,PASS,,,,,BREAKDOWN,NONE,60000,70000,20000,50000,120000,184000,,NEVER ATTENDED,,
82-96-20-56,0497-001-001,5,YES,NO,1,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,YES,,,,D6,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,TOTAL,,,,,,,,60000,NEVER ATTENDED,,
82-96-20-56,0497-001-001,7,YES,NO,2,NO,YES,,5,YES,,,,,PP,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,NO,,,,,,TOTAL,,,,,,,,70000,NEVER ATTENDED,,
82-96-20-56,0497-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,1,YES,YES,,NO,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2008,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
58-25-83-45,0497-001-003,2,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2013,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
58-25-83-45,0497-001-003,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-35-99-27,0498-001-001,1,YES,NO,3,KISWAHILI,YES,,12,NO,TOO OLD TO ATTEND,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,,,,,,,,,,NEVER ATTENDED,,
86-35-99-27,0498-001-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
86-35-99-27,0498-001-001,3,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2001,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
86-35-99-27,0498-001-001,4,YES,NO,3,KISWAHILI,YES,,7,YES,,,,,D3,D2,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,4000,10000,NONE,NONE,2000,15000,,NEVER ATTENDED,,
86-35-99-27,0498-001-001,5,YES,NO,3,KISWAHILI,YES,,7,YES,,,,,D2,D1,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,3000,10000,NONE,NONE,2000,15000,,NEVER ATTENDED,,
85-30-11-93,0498-001-006,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
85-30-11-93,0498-001-006,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
85-30-11-93,0498-001-006,3,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,F4,2017,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2017,NOT FOUND,FAIL,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
85-30-11-93,0498-001-006,4,YES,YES,,KISWAHILI,YES,,10,NO,LACK OF MONEY,NO,D7,2017,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
85-30-11-93,0498-001-006,5,YES,YES,,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F2,F1,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",15,NONE,INADEQUATE TEACHERS,TOO EXPENSIVE,YES,PASS,,,,,BREAKDOWN,NONE,15000,12000,NONE,NONE,NONE,110000,,NEVER ATTENDED,,PEKE YAKE
85-30-11-93,0498-001-006,6,YES,NO,1,KISWAHILI,YES,,5,YES,,,,,D5,D4,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",4,NONE,INADEQUATE TEACHERS,,NO,,,,,,BREAKDOWN,NONE,4000,21000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
85-30-11-93,0498-001-006,7,YES,YES,,KISWAHILI,YES,,8,NO,DOMESTIC OBLIGATION,NO,D7,2011,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
85-30-11-93,0498-001-006,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-30-11-93,0498-001-006,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,1,YES,NO,2,KISWAHILI,YES,,8,NO,JOB/WORK,NO,D7,2005,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
24-45-26-49,0498-004-001,2,YES,YES,,KISWAHILI,YES,,10,NO,JOB/WORK,NO,D7,2005,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
24-45-26-49,0498-004-001,3,YES,NO,2,KISWAHILI,YES,,4,YES,,,,,PP,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,OVERCROWDED CLASSROOMS,NO,,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,
24-45-26-49,0498-004-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
31-15-31-20,0499-001-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
31-15-31-20,0499-001-001,5,YES,NO,2,NO,YES,,7,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,14,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,100000,NEVER ATTENDED,,
31-15-31-20,0499-001-001,6,YES,YES,,KISWAHILI,YES,,7,NO,MARITAL OBLIGATION,NO,D4,2011,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
31-15-31-20,0499-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,8,YES,YES,,KISWAHILI,YES,,7,NO,MARITAL OBLIGATION,NO,D5,2003,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
31-15-31-20,0499-001-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
